"State","Measure ID","Measure Name","Number of Hospitals Worse","Number of Hospitals Same","Number of Hospitals Better","Number of Hospitals Too Few","Footnote","Start Date","End Date","Number of Hospitals Fewer","Number of Hospitals Average","Number of Hospitals More","Number of Hospitals Too Small"
MD,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,36,0,11,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MD,READM_30_CABG,Rate of readmission for CABG,0,10,0,1,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MD,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,46,0,1,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MD,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,2,41,3,1,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MD,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,39,1,5,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MD,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),2,31,15,0,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MD,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,44,2,1,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ME,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,4,10,2,18
ME,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,3,26,4,1
ME,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,7,20,6,1
ME,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,23,0,3,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ME,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,0,18,3,10,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ME,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,21,0,10,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ME,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,1,15,2,8,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ME,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,15,1,18,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ME,READM_30_CABG,Rate of readmission for CABG,0,3,0,0,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ME,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,33,0,1,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ME,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,31,2,1,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ME,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,21,1,7,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ME,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),2,31,1,0,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ME,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,33,0,1,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MI,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,11,32,19,53
MI,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,20,62,26,19
MI,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,27,62,29,8
MI,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",1,113,0,9,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MI,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,4,62,3,46,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MI,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,69,0,46,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MI,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,2,95,3,20,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MI,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,61,1,53,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MI,READM_30_CABG,Rate of readmission for CABG,0,31,0,2,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MI,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,7,107,1,12,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MI,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,6,95,7,19,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MI,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,1,96,0,16,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MI,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),12,108,7,5,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MI,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,4,112,2,8,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MN,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,5,15,0,78
MN,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,13,50,4,60
MN,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,20,59,6,41
MN,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",1,79,0,20,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MN,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,1,32,0,71,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MN,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,2,31,0,71,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MN,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,2,46,0,52,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MN,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,20,0,78,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MN,READM_30_CABG,Rate of readmission for CABG,0,13,0,1,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MN,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,57,0,70,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MN,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,66,1,60,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MN,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,53,0,34,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MN,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),1,108,4,15,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MN,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,85,0,41,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MO,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,3,37,11,44
MO,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,6,74,12,19
MO,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,14,69,26,2
MO,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",1,96,0,3,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MO,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,3,42,0,41,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MO,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,1,43,1,41,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MO,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,0,66,5,23,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MO,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,51,0,44,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MO,READM_30_CABG,Rate of readmission for CABG,0,29,0,4,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MO,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,3,98,0,10,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MO,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,2,88,2,19,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MO,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,1,58,2,16,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MO,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),8,99,2,1,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MO,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,3,106,0,2,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MP,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,07/01/2016,06/30/2019,Not Available,Not Available,Not Available,Not Available
MP,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,07/01/2016,06/30/2019,Not Available,Not Available,Not Available,Not Available
MP,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,07/01/2016,06/30/2019,Not Available,Not Available,Not Available,Not Available
MP,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",Not Available,Not Available,Not Available,Not Available,5,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MP,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Available,Not Available,5,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MP,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Available,Not Available,5,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MP,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Not Available,Not Available,Not Available,Not Available,5,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MP,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MP,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,5,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MP,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,Not Available,Not Available,Not Available,Not Available,5,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MP,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MP,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Not Available,Not Available,Not Available,Not Available,5,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MP,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),Not Available,Not Available,Not Available,Not Available,5,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MP,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MS,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,3,16,5,45
MS,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,5,54,12,21
MS,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,7,55,23,7
MS,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,49,0,13,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MS,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,3,13,0,30,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MS,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,1,14,1,30,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MS,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,2,31,3,16,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MS,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,24,0,45,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MS,READM_30_CABG,Rate of readmission for CABG,0,14,0,3,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MS,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,1,73,0,17,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MS,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,4,67,0,21,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MS,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,27,1,7,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MS,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),5,82,1,5,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MS,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,4,81,0,7,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MT,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,1,8,0,25
MT,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,9,16,0,36
MT,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,9,31,1,20
MT,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,23,0,6,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MT,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,0,13,1,22,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MT,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,14,0,22,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MT,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,0,15,1,13,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MT,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,9,0,25,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MT,READM_30_CABG,Rate of readmission for CABG,0,5,0,0,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MT,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,26,0,32,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MT,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,24,1,36,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MT,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,24,0,2,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MT,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),0,47,1,14,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
MT,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,41,0,20,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NC,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,11,40,5,42
NC,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,12,70,15,10
NC,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,18,57,31,2
NC,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,95,0,4,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NC,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,2,52,1,37,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NC,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,55,0,37,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NC,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,1,76,9,14,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NC,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,54,2,42,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NC,READM_30_CABG,Rate of readmission for CABG,0,21,1,1,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NC,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,98,1,8,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NC,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,1,90,6,10,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NC,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,76,3,9,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NC,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),5,94,10,0,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NC,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,4,98,4,2,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ND,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,0,7,0,24
ND,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,2,17,1,24
ND,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,2,24,8,10
ND,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,19,0,7,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ND,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,0,7,0,22,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ND,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,7,0,22,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ND,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,0,8,0,10,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ND,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,7,0,24,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ND,READM_30_CABG,Rate of readmission for CABG,0,6,0,0,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ND,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,17,0,27,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ND,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,19,1,24,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ND,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,9,0,1,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ND,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),0,40,0,4,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
ND,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,34,0,10,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NE,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,4,13,1,45
NE,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,9,32,1,41
NE,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,10,59,6,9
NE,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,60,0,18,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NE,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,2,12,0,56,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NE,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,14,0,56,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NE,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,4,30,1,42,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NE,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,17,1,45,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NE,READM_30_CABG,Rate of readmission for CABG,0,8,0,0,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NE,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,49,0,33,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NE,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,40,2,41,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NE,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,40,1,15,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NE,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),1,79,3,5,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NE,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,75,0,9,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NH,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,2,9,0,15
NH,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,4,15,7,0
NH,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,7,13,6,0
NH,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,18,0,1,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NH,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,0,16,1,7,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NH,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,1,16,0,7,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NH,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,2,10,3,7,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NH,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,11,0,15,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NH,READM_30_CABG,Rate of readmission for CABG,0,4,0,0,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NH,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,26,0,0,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NH,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,3,23,0,0,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
