"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure ID","Measure Name","Denominator","Score","Lower Estimate","Higher Estimate","Footnote","Start Date","End Date"
24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,(320) 252-1670,PSI-8,In-Hospital Fall With Hip Fracture Rate,Not Available,Not Available,Not Applicable,Not Applicable,"5, 20",07/01/2017,06/30/2019
24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,(320) 252-1670,PSI-9,Perioperative Hemorrhage or Hematoma Rate,Not Available,Not Available,Not Applicable,Not Applicable,"5, 20",07/01/2017,06/30/2019
24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,(320) 252-1670,PSI-90,Serious complications,Not Applicable,Not Available,Not Available,Not Available,"5, 20",07/01/2017,06/30/2019
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,3556,0.411,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,PSI-11,Postoperative Respiratory Failure Rate,2268,3.208,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,5072,3.605,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,PSI-13,Postoperative Sepsis Rate,3422,0.845,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,PSI-14,Postoperative Wound Dehiscence Rate,1078,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,2370,2.345,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,PSI-3,Pressure Ulcer Rate,9027,0.616,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,PSI-4,Death among surgical inpatients with serious treatable complications Rate,95,158.88,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,PSI-6,"Iatrogenic pneumothorax, adult Rate",13228,0.299,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,8902,0.326,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,PSI-8,In-Hospital Fall With Hip Fracture Rate,12289,0.233,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,PSI-9,Perioperative Hemorrhage or Hematoma Rate,4780,1.418,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,PSI-90,Serious complications,Not Applicable,0.81,0.597,1.025,20,07/01/2017,06/30/2019
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,220,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,PSI-11,Postoperative Respiratory Failure Rate,173,4.339,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,322,3.54,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,PSI-13,Postoperative Sepsis Rate,201,9.525,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,PSI-14,Postoperative Wound Dehiscence Rate,116,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,323,5.78,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,PSI-3,Pressure Ulcer Rate,1231,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,Not Applicable,Not Applicable,"1, 20",07/01/2017,06/30/2019
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,PSI-6,"Iatrogenic pneumothorax, adult Rate",2035,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,1315,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,PSI-8,In-Hospital Fall With Hip Fracture Rate,1921,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,PSI-9,Perioperative Hemorrhage or Hematoma Rate,312,1.765,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,PSI-90,Serious complications,Not Applicable,0.97,0.491,1.447,20,07/01/2017,06/30/2019
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,365,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,PSI-11,Postoperative Respiratory Failure Rate,296,7.144,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,583,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,PSI-13,Postoperative Sepsis Rate,354,3.697,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,PSI-14,Postoperative Wound Dehiscence Rate,308,2.639,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,725,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,PSI-3,Pressure Ulcer Rate,2817,0.712,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,Not Applicable,Not Applicable,"1, 20",07/01/2017,06/30/2019
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,PSI-6,"Iatrogenic pneumothorax, adult Rate",4411,0.75,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,2498,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,PSI-8,In-Hospital Fall With Hip Fracture Rate,3997,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,PSI-9,Perioperative Hemorrhage or Hematoma Rate,565,3.684,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,PSI-90,Serious complications,Not Applicable,1.03,0.64,1.42,20,07/01/2017,06/30/2019
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1516,0.624,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,PSI-11,Postoperative Respiratory Failure Rate,1256,2.28,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,2261,3.204,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,PSI-13,Postoperative Sepsis Rate,1471,2.079,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,PSI-14,Postoperative Wound Dehiscence Rate,507,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1496,0.887,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,PSI-3,Pressure Ulcer Rate,5908,0.525,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,PSI-4,Death among surgical inpatients with serious treatable complications Rate,51,80.22,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,PSI-6,"Iatrogenic pneumothorax, adult Rate",9947,0.154,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,5486,0.191,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,PSI-8,In-Hospital Fall With Hip Fracture Rate,8910,0.137,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,PSI-9,Perioperative Hemorrhage or Hematoma Rate,2139,3.095,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,PSI-90,Serious complications,Not Applicable,0.82,0.535,1.097,20,07/01/2017,06/30/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,Not Available,Not Available,Not Applicable,Not Applicable,"5, 20",07/01/2017,06/30/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,PSI-11,Postoperative Respiratory Failure Rate,Not Available,Not Available,Not Applicable,Not Applicable,"5, 20",07/01/2017,06/30/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,Not Available,Not Available,Not Applicable,Not Applicable,"5, 20",07/01/2017,06/30/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,PSI-13,Postoperative Sepsis Rate,Not Available,Not Available,Not Applicable,Not Applicable,"5, 20",07/01/2017,06/30/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,PSI-14,Postoperative Wound Dehiscence Rate,Not Available,Not Available,Not Applicable,Not Applicable,"1, 20",07/01/2017,06/30/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,47,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,PSI-3,Pressure Ulcer Rate,404,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,Not Applicable,Not Applicable,"5, 20",07/01/2017,06/30/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,PSI-6,"Iatrogenic pneumothorax, adult Rate",730,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,454,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,PSI-8,In-Hospital Fall With Hip Fracture Rate,685,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,PSI-9,Perioperative Hemorrhage or Hematoma Rate,Not Available,Not Available,Not Applicable,Not Applicable,"5, 20",07/01/2017,06/30/2019
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,PSI-90,Serious complications,Not Applicable,0.96,0.288,1.627,20,07/01/2017,06/30/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,955,1.599,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,PSI-11,Postoperative Respiratory Failure Rate,691,4.446,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,2182,3.251,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,PSI-13,Postoperative Sepsis Rate,917,2.701,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,PSI-14,Postoperative Wound Dehiscence Rate,710,1.271,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1820,0.622,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,PSI-3,Pressure Ulcer Rate,6015,0.66,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,PSI-4,Death among surgical inpatients with serious treatable complications Rate,45,95.34,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,PSI-6,"Iatrogenic pneumothorax, adult Rate",10855,0.376,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,5219,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,PSI-8,In-Hospital Fall With Hip Fracture Rate,9567,0.136,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,PSI-9,Perioperative Hemorrhage or Hematoma Rate,2041,3.991,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,PSI-90,Serious complications,Not Applicable,0.98,0.725,1.242,20,07/01/2017,06/30/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1385,0.64,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,PSI-11,Postoperative Respiratory Failure Rate,940,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,2013,1.096,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,PSI-13,Postoperative Sepsis Rate,1443,2.683,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,PSI-14,Postoperative Wound Dehiscence Rate,417,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1074,0.985,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,PSI-3,Pressure Ulcer Rate,4225,0.818,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,PSI-4,Death among surgical inpatients with serious treatable complications Rate,37,274.79,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,PSI-6,"Iatrogenic pneumothorax, adult Rate",6895,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,4098,0.241,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,PSI-8,In-Hospital Fall With Hip Fracture Rate,6677,0.167,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,PSI-9,Perioperative Hemorrhage or Hematoma Rate,1861,0.442,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,PSI-90,Serious complications,Not Applicable,0.74,0.443,1.037,20,07/01/2017,06/30/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,222,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,PSI-11,Postoperative Respiratory Failure Rate,219,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,293,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,PSI-13,Postoperative Sepsis Rate,208,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,PSI-14,Postoperative Wound Dehiscence Rate,90,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,188,0,Not Applicable,Not Applicable,20,07/01/2017,06/30/2019
