"State","Measure ID","Measure Name","Number of Hospitals Worse","Number of Hospitals Same","Number of Hospitals Better","Number of Hospitals Too Few","Footnote","Start Date","End Date"
MO,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,2,59,0,5,,07/01/2017,06/30/2019
MO,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,1,59,1,5,,07/01/2017,06/30/2019
MO,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,3,64,0,3,,07/01/2017,06/30/2019
MO,PSI_13_POST_SEPSIS,Blood stream infection after surgery,0,59,1,5,,07/01/2017,06/30/2019
MO,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,60,0,9,,07/01/2017,06/30/2019
MO,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,0,67,0,3,,07/01/2017,06/30/2019
MO,PSI_3_ULCER,Pressure sores,3,66,3,0,,07/01/2017,06/30/2019
MO,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,4,39,0,21,,07/01/2017,06/30/2019
MO,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,0,72,0,0,,07/01/2017,06/30/2019
MO,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,72,0,0,,07/01/2017,06/30/2019
MO,PSI_90_SAFETY,Serious complications,4,64,4,Not Available,,07/01/2017,06/30/2019
MO,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,0,65,1,4,,07/01/2017,06/30/2019
MP,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,5,04/01/2016,03/31/2019
MP,MORT_30_AMI,Death rate for heart attack patients,Not Available,Not Available,Not Available,Not Available,5,07/01/2016,06/30/2019
MP,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,5,07/01/2016,06/30/2019
MP,MORT_30_COPD,Death rate for COPD patients,Not Available,Not Available,Not Available,Not Available,5,07/01/2016,06/30/2019
MP,MORT_30_HF,Death rate for heart failure patients,Not Available,Not Available,Not Available,Not Available,5,07/01/2016,06/30/2019
MP,MORT_30_PN,Death rate for pneumonia patients,Not Available,Not Available,Not Available,Not Available,5,07/01/2016,06/30/2019
MP,MORT_30_STK,Death rate for stroke patients,Not Available,Not Available,Not Available,Not Available,5,07/01/2016,06/30/2019
MP,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,06/30/2019
MP,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,06/30/2019
MP,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,06/30/2019
MP,PSI_13_POST_SEPSIS,Blood stream infection after surgery,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,06/30/2019
MP,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,06/30/2019
MP,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,06/30/2019
MP,PSI_3_ULCER,Pressure sores,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,06/30/2019
MP,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,06/30/2019
MP,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,06/30/2019
MP,PSI_8_POST_HIP,Broken hip from a fall after surgery,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,06/30/2019
MP,PSI_90_SAFETY,Serious complications,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,06/30/2019
MP,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,06/30/2019
MS,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,2,27,0,6,,04/01/2016,03/31/2019
MS,MORT_30_AMI,Death rate for heart attack patients,2,24,0,48,,07/01/2016,06/30/2019
MS,MORT_30_CABG,Death rate for CABG surgery patients,1,13,0,3,,07/01/2016,06/30/2019
MS,MORT_30_COPD,Death rate for COPD patients,4,67,0,20,,07/01/2016,06/30/2019
MS,MORT_30_HF,Death rate for heart failure patients,5,64,0,23,,07/01/2016,06/30/2019
MS,MORT_30_PN,Death rate for pneumonia patients,14,71,0,7,,07/01/2016,06/30/2019
MS,MORT_30_STK,Death rate for stroke patients,0,31,1,47,,07/01/2016,06/30/2019
MS,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,2,34,0,6,,07/01/2017,06/30/2019
MS,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,3,33,0,5,,07/01/2017,06/30/2019
MS,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,2,37,1,6,,07/01/2017,06/30/2019
MS,PSI_13_POST_SEPSIS,Blood stream infection after surgery,1,35,0,5,,07/01/2017,06/30/2019
MS,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,37,0,6,,07/01/2017,06/30/2019
MS,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,0,42,0,4,,07/01/2017,06/30/2019
MS,PSI_3_ULCER,Pressure sores,4,54,1,1,,07/01/2017,06/30/2019
MS,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,1,21,0,15,,07/01/2017,06/30/2019
MS,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,0,60,0,0,,07/01/2017,06/30/2019
MS,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,60,0,0,,07/01/2017,06/30/2019
MS,PSI_90_SAFETY,Serious complications,5,54,1,Not Available,,07/01/2017,06/30/2019
MS,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,0,40,0,6,,07/01/2017,06/30/2019
MT,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,22,1,3,,04/01/2016,03/31/2019
MT,MORT_30_AMI,Death rate for heart attack patients,0,9,0,27,,07/01/2016,06/30/2019
MT,MORT_30_CABG,Death rate for CABG surgery patients,0,5,0,0,,07/01/2016,06/30/2019
MT,MORT_30_COPD,Death rate for COPD patients,0,26,0,32,,07/01/2016,06/30/2019
MT,MORT_30_HF,Death rate for heart failure patients,1,21,0,39,,07/01/2016,06/30/2019
MT,MORT_30_PN,Death rate for pneumonia patients,0,41,0,20,,07/01/2016,06/30/2019
MT,MORT_30_STK,Death rate for stroke patients,0,13,0,30,,07/01/2016,06/30/2019
MT,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,0,12,0,0,,07/01/2017,06/30/2019
MT,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,1,10,1,0,,07/01/2017,06/30/2019
MT,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,0,12,0,1,,07/01/2017,06/30/2019
MT,PSI_13_POST_SEPSIS,Blood stream infection after surgery,0,12,0,0,,07/01/2017,06/30/2019
MT,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,11,0,1,,07/01/2017,06/30/2019
MT,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,1,10,0,2,,07/01/2017,06/30/2019
MT,PSI_3_ULCER,Pressure sores,1,12,0,0,,07/01/2017,06/30/2019
MT,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,0,7,0,3,,07/01/2017,06/30/2019
MT,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,0,13,0,0,,07/01/2017,06/30/2019
MT,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,13,0,0,,07/01/2017,06/30/2019
MT,PSI_90_SAFETY,Serious complications,0,12,1,Not Available,,07/01/2017,06/30/2019
MT,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,1,11,0,1,,07/01/2017,06/30/2019
NC,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,2,72,5,9,,04/01/2016,03/31/2019
NC,MORT_30_AMI,Death rate for heart attack patients,1,66,0,36,,07/01/2016,06/30/2019
NC,MORT_30_CABG,Death rate for CABG surgery patients,1,21,0,1,,07/01/2016,06/30/2019
NC,MORT_30_COPD,Death rate for COPD patients,5,93,0,9,,07/01/2016,06/30/2019
NC,MORT_30_HF,Death rate for heart failure patients,3,91,2,11,,07/01/2016,06/30/2019
NC,MORT_30_PN,Death rate for pneumonia patients,18,86,2,2,,07/01/2016,06/30/2019
NC,MORT_30_STK,Death rate for stroke patients,5,77,0,20,,07/01/2016,06/30/2019
NC,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,0,76,0,3,,07/01/2017,06/30/2019
NC,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,1,73,2,3,,07/01/2017,06/30/2019
NC,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,3,77,1,1,,07/01/2017,06/30/2019
NC,PSI_13_POST_SEPSIS,Blood stream infection after surgery,0,74,1,4,,07/01/2017,06/30/2019
NC,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,79,0,1,,07/01/2017,06/30/2019
NC,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,1,79,0,3,,07/01/2017,06/30/2019
NC,PSI_3_ULCER,Pressure sores,7,75,3,0,,07/01/2017,06/30/2019
NC,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,3,45,0,28,,07/01/2017,06/30/2019
NC,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,1,84,0,0,,07/01/2017,06/30/2019
NC,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,85,0,0,,07/01/2017,06/30/2019
NC,PSI_90_SAFETY,Serious complications,4,78,3,Not Available,,07/01/2017,06/30/2019
NC,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,0,80,1,1,,07/01/2017,06/30/2019
ND,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,9,0,0,,04/01/2016,03/31/2019
ND,MORT_30_AMI,Death rate for heart attack patients,0,7,0,27,,07/01/2016,06/30/2019
ND,MORT_30_CABG,Death rate for CABG surgery patients,0,6,0,0,,07/01/2016,06/30/2019
ND,MORT_30_COPD,Death rate for COPD patients,1,16,0,27,,07/01/2016,06/30/2019
ND,MORT_30_HF,Death rate for heart failure patients,1,15,0,28,,07/01/2016,06/30/2019
ND,MORT_30_PN,Death rate for pneumonia patients,1,32,1,11,,07/01/2016,06/30/2019
ND,MORT_30_STK,Death rate for stroke patients,0,7,0,25,,07/01/2016,06/30/2019
ND,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,0,6,0,0,,07/01/2017,06/30/2019
ND,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,1,5,0,0,,07/01/2017,06/30/2019
ND,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,0,6,0,0,,07/01/2017,06/30/2019
ND,PSI_13_POST_SEPSIS,Blood stream infection after surgery,0,6,0,0,,07/01/2017,06/30/2019
ND,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,6,0,0,,07/01/2017,06/30/2019
ND,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,1,5,0,0,,07/01/2017,06/30/2019
ND,PSI_3_ULCER,Pressure sores,2,5,0,0,,07/01/2017,06/30/2019
ND,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,1,5,0,0,,07/01/2017,06/30/2019
ND,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,0,7,0,0,,07/01/2017,06/30/2019
ND,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,7,0,0,,07/01/2017,06/30/2019
ND,PSI_90_SAFETY,Serious complications,2,5,0,Not Available,,07/01/2017,06/30/2019
ND,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,0,6,0,0,,07/01/2017,06/30/2019
NE,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,41,0,15,,04/01/2016,03/31/2019
NE,MORT_30_AMI,Death rate for heart attack patients,0,18,0,54,,07/01/2016,06/30/2019
NE,MORT_30_CABG,Death rate for CABG surgery patients,0,8,0,0,,07/01/2016,06/30/2019
NE,MORT_30_COPD,Death rate for COPD patients,0,45,0,37,,07/01/2016,06/30/2019
NE,MORT_30_HF,Death rate for heart failure patients,2,39,0,42,,07/01/2016,06/30/2019
NE,MORT_30_PN,Death rate for pneumonia patients,1,73,0,10,,07/01/2016,06/30/2019
NE,MORT_30_STK,Death rate for stroke patients,1,21,0,57,,07/01/2016,06/30/2019
NE,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,0,23,0,0,,07/01/2017,06/30/2019
NE,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,3,20,0,0,,07/01/2017,06/30/2019
NE,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,0,23,0,0,,07/01/2017,06/30/2019
NE,PSI_13_POST_SEPSIS,Blood stream infection after surgery,0,23,0,0,,07/01/2017,06/30/2019
NE,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,21,0,2,,07/01/2017,06/30/2019
NE,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,0,22,0,1,,07/01/2017,06/30/2019
NE,PSI_3_ULCER,Pressure sores,1,22,0,0,,07/01/2017,06/30/2019
NE,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,0,14,0,6,,07/01/2017,06/30/2019
NE,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,0,23,0,0,,07/01/2017,06/30/2019
NE,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,23,0,0,,07/01/2017,06/30/2019
NE,PSI_90_SAFETY,Serious complications,1,21,1,Not Available,,07/01/2017,06/30/2019
NE,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,2,21,0,0,,07/01/2017,06/30/2019
NH,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,21,0,3,,04/01/2016,03/31/2019
NH,MORT_30_AMI,Death rate for heart attack patients,0,15,1,10,,07/01/2016,06/30/2019
NH,MORT_30_CABG,Death rate for CABG surgery patients,0,3,1,0,,07/01/2016,06/30/2019
NH,MORT_30_COPD,Death rate for COPD patients,0,25,1,0,,07/01/2016,06/30/2019
NH,MORT_30_HF,Death rate for heart failure patients,2,23,1,0,,07/01/2016,06/30/2019
NH,MORT_30_PN,Death rate for pneumonia patients,0,26,0,0,,07/01/2016,06/30/2019
NH,MORT_30_STK,Death rate for stroke patients,1,16,1,8,,07/01/2016,06/30/2019
NH,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,0,13,0,0,,07/01/2017,06/30/2019
NH,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,0,13,0,0,,07/01/2017,06/30/2019
NH,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,0,13,0,0,,07/01/2017,06/30/2019
NH,PSI_13_POST_SEPSIS,Blood stream infection after surgery,0,13,0,0,,07/01/2017,06/30/2019
NH,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,13,0,0,,07/01/2017,06/30/2019
NH,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,0,13,0,0,,07/01/2017,06/30/2019
NH,PSI_3_ULCER,Pressure sores,0,12,1,0,,07/01/2017,06/30/2019
NH,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,0,11,0,2,,07/01/2017,06/30/2019
NH,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,0,13,0,0,,07/01/2017,06/30/2019
NH,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,13,0,0,,07/01/2017,06/30/2019
NH,PSI_90_SAFETY,Serious complications,0,13,0,Not Available,,07/01/2017,06/30/2019
NH,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,2,11,0,0,,07/01/2017,06/30/2019
NJ,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,48,2,13,,04/01/2016,03/31/2019
NJ,MORT_30_AMI,Death rate for heart attack patients,0,62,2,1,,07/01/2016,06/30/2019
NJ,MORT_30_CABG,Death rate for CABG surgery patients,0,16,1,1,,07/01/2016,06/30/2019
NJ,MORT_30_COPD,Death rate for COPD patients,1,63,0,1,,07/01/2016,06/30/2019
NJ,MORT_30_HF,Death rate for heart failure patients,2,55,8,0,,07/01/2016,06/30/2019
NJ,MORT_30_PN,Death rate for pneumonia patients,10,51,4,0,,07/01/2016,06/30/2019
NJ,MORT_30_STK,Death rate for stroke patients,0,57,4,2,,07/01/2016,06/30/2019
NJ,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,0,62,0,2,,07/01/2017,06/30/2019
NJ,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,1,60,1,2,,07/01/2017,06/30/2019
NJ,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,5,58,1,0,,07/01/2017,06/30/2019
NJ,PSI_13_POST_SEPSIS,Blood stream infection after surgery,2,59,1,2,,07/01/2017,06/30/2019
NJ,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,63,0,1,,07/01/2017,06/30/2019
NJ,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,1,63,0,0,,07/01/2017,06/30/2019
NJ,PSI_3_ULCER,Pressure sores,8,55,1,0,,07/01/2017,06/30/2019
NJ,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,2,52,1,9,,07/01/2017,06/30/2019
NJ,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,0,64,0,0,,07/01/2017,06/30/2019
NJ,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,64,0,0,,07/01/2017,06/30/2019
NJ,PSI_90_SAFETY,Serious complications,8,54,2,Not Available,,07/01/2017,06/30/2019
NJ,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,1,62,1,0,,07/01/2017,06/30/2019
NM,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,17,0,7,,04/01/2016,03/31/2019
NM,MORT_30_AMI,Death rate for heart attack patients,0,13,0,26,,07/01/2016,06/30/2019
NM,MORT_30_CABG,Death rate for CABG surgery patients,0,5,0,0,,07/01/2016,06/30/2019
NM,MORT_30_COPD,Death rate for COPD patients,0,32,0,9,,07/01/2016,06/30/2019
NM,MORT_30_HF,Death rate for heart failure patients,0,30,1,9,,07/01/2016,06/30/2019
NM,MORT_30_PN,Death rate for pneumonia patients,0,37,0,4,,07/01/2016,06/30/2019
NM,MORT_30_STK,Death rate for stroke patients,1,12,0,24,,07/01/2016,06/30/2019
NM,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,0,21,0,3,,07/01/2017,06/30/2019
NM,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,0,21,0,3,,07/01/2017,06/30/2019
NM,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,0,25,0,2,,07/01/2017,06/30/2019
NM,PSI_13_POST_SEPSIS,Blood stream infection after surgery,1,20,0,3,,07/01/2017,06/30/2019
NM,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,23,0,5,,07/01/2017,06/30/2019
NM,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,0,26,0,2,,07/01/2017,06/30/2019
NM,PSI_3_ULCER,Pressure sores,2,27,0,3,,07/01/2017,06/30/2019
NM,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,1,6,1,13,,07/01/2017,06/30/2019
NM,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,0,29,0,3,,07/01/2017,06/30/2019
NM,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,29,0,3,,07/01/2017,06/30/2019
NM,PSI_90_SAFETY,Serious complications,2,30,0,Not Available,,07/01/2017,06/30/2019
NM,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,0,25,0,2,,07/01/2017,06/30/2019
NV,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,22,0,2,,04/01/2016,03/31/2019
NV,MORT_30_AMI,Death rate for heart attack patients,0,21,0,10,,07/01/2016,06/30/2019
NV,MORT_30_CABG,Death rate for CABG surgery patients,0,12,0,1,,07/01/2016,06/30/2019
NV,MORT_30_COPD,Death rate for COPD patients,1,29,0,6,,07/01/2016,06/30/2019
NV,MORT_30_HF,Death rate for heart failure patients,1,25,3,6,,07/01/2016,06/30/2019
NV,MORT_30_PN,Death rate for pneumonia patients,1,27,3,7,,07/01/2016,06/30/2019
NV,MORT_30_STK,Death rate for stroke patients,1,19,0,11,,07/01/2016,06/30/2019
NV,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,0,20,0,1,,07/01/2017,06/30/2019
NV,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,1,19,0,1,,07/01/2017,06/30/2019
NV,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,2,16,2,1,,07/01/2017,06/30/2019
NV,PSI_13_POST_SEPSIS,Blood stream infection after surgery,1,19,0,1,,07/01/2017,06/30/2019
NV,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,20,0,1,,07/01/2017,06/30/2019
NV,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,0,20,0,1,,07/01/2017,06/30/2019
NV,PSI_3_ULCER,Pressure sores,2,19,1,0,,07/01/2017,06/30/2019
NV,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,2,13,1,4,,07/01/2017,06/30/2019
NV,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,0,22,0,0,,07/01/2017,06/30/2019
NV,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,22,0,0,,07/01/2017,06/30/2019
NV,PSI_90_SAFETY,Serious complications,4,17,1,Not Available,,07/01/2017,06/30/2019
NV,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,1,19,0,1,,07/01/2017,06/30/2019
NY,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,97,2,36,,04/01/2016,03/31/2019
NY,MORT_30_AMI,Death rate for heart attack patients,0,117,3,44,,07/01/2016,06/30/2019
NY,MORT_30_CABG,Death rate for CABG surgery patients,0,30,2,4,,07/01/2016,06/30/2019
NY,MORT_30_COPD,Death rate for COPD patients,1,146,9,13,,07/01/2016,06/30/2019
NY,MORT_30_HF,Death rate for heart failure patients,7,123,23,17,,07/01/2016,06/30/2019
NY,MORT_30_PN,Death rate for pneumonia patients,11,129,24,10,,07/01/2016,06/30/2019
NY,MORT_30_STK,Death rate for stroke patients,3,103,10,38,,07/01/2016,06/30/2019
NY,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,0,126,1,13,,07/01/2017,06/30/2019
NY,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,1,121,3,14,,07/01/2017,06/30/2019
NY,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,13,126,0,3,,07/01/2017,06/30/2019
NY,PSI_13_POST_SEPSIS,Blood stream infection after surgery,3,122,2,13,,07/01/2017,06/30/2019
NY,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,128,0,11,,07/01/2017,06/30/2019
NY,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,6,132,1,1,,07/01/2017,06/30/2019
NY,PSI_3_ULCER,Pressure sores,37,106,1,2,,07/01/2017,06/30/2019
NY,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,5,72,2,49,,07/01/2017,06/30/2019
NY,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,0,144,1,1,,07/01/2017,06/30/2019
NY,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,144,0,2,,07/01/2017,06/30/2019
NY,PSI_90_SAFETY,Serious complications,29,113,4,Not Available,,07/01/2017,06/30/2019
NY,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,4,134,1,3,,07/01/2017,06/30/2019
OH,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,130,1,15,,04/01/2016,03/31/2019
OH,MORT_30_AMI,Death rate for heart attack patients,0,93,2,56,,07/01/2016,06/30/2019
OH,MORT_30_CABG,Death rate for CABG surgery patients,0,50,1,7,,07/01/2016,06/30/2019
OH,MORT_30_COPD,Death rate for COPD patients,4,137,5,10,,07/01/2016,06/30/2019
OH,MORT_30_HF,Death rate for heart failure patients,4,122,19,10,,07/01/2016,06/30/2019
OH,MORT_30_PN,Death rate for pneumonia patients,3,129,18,6,,07/01/2016,06/30/2019
OH,MORT_30_STK,Death rate for stroke patients,0,93,2,52,,07/01/2016,06/30/2019
OH,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1,122,0,2,,07/01/2017,06/30/2019
OH,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,2,119,2,2,,07/01/2017,06/30/2019
OH,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,5,118,2,0,,07/01/2017,06/30/2019
OH,PSI_13_POST_SEPSIS,Blood stream infection after surgery,1,120,2,2,,07/01/2017,06/30/2019
OH,PSI_14_POSTOP_DEHIS,A wound that splits open after surgery on the abdomen or pelvis,0,117,0,5,,07/01/2017,06/30/2019
OH,PSI_15_ACC_LAC,Accidental cuts and tears from medical treatment,0,121,0,2,,07/01/2017,06/30/2019
OH,PSI_3_ULCER,Pressure sores,3,118,4,3,,07/01/2017,06/30/2019
OH,PSI_4_SURG_COMP,Deaths among Patients with Serious Treatable Complications after Surgery,0,64,4,46,,07/01/2017,06/30/2019
OH,PSI_6_IAT_PTX,Collapsed lung due to medical treatment,2,127,0,0,,07/01/2017,06/30/2019
OH,PSI_8_POST_HIP,Broken hip from a fall after surgery,0,129,0,0,,07/01/2017,06/30/2019
OH,PSI_90_SAFETY,Serious complications,7,120,2,Not Available,,07/01/2017,06/30/2019
OH,PSI_9_POST_HEM,Perioperative Hemorrhage or Hematoma Rate,1,124,0,0,,07/01/2017,06/30/2019
OK,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,48,0,11,,04/01/2016,03/31/2019
OK,MORT_30_AMI,Death rate for heart attack patients,0,34,0,64,,07/01/2016,06/30/2019
OK,MORT_30_CABG,Death rate for CABG surgery patients,3,13,0,2,,07/01/2016,06/30/2019
OK,MORT_30_COPD,Death rate for COPD patients,2,84,0,32,,07/01/2016,06/30/2019
OK,MORT_30_HF,Death rate for heart failure patients,1,71,1,44,,07/01/2016,06/30/2019
OK,MORT_30_PN,Death rate for pneumonia patients,8,94,0,18,,07/01/2016,06/30/2019
OK,MORT_30_STK,Death rate for stroke patients,2,35,0,60,,07/01/2016,06/30/2019
OK,PSI_10_POST_KIDNEY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,2,57,0,9,,07/01/2017,06/30/2019
OK,PSI_11_POST_RESP,Postoperative Respiratory Failure Rate,3,55,1,9,,07/01/2017,06/30/2019
OK,PSI_12_POSTOP_PULMEMB_DVT,Serious blood clots after surgery,2,59,2,10,,07/01/2017,06/30/2019
