"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
25C0001058,CENTER FOR DIGESTIVE HEALTH LLC,589 GARFIELD ST,TUPELO,MS,38801,,(662) 377-4173,97,3,0,99,92,7,1,95,90,9,1,96,90,9,1,96,,2017,492,24,01/01/2022,12/31/2022
26C0001021,CREEKWOOD SURGERY CENTER LP,211 NORTHEAST 54TH ST SUITE 100,KANSAS CITY,MO,64118,,(816) 988-2553,97,3,0,98,92,6,2,95,88,9,3,94,84,14,2,94,,1527,423,28,01/01/2022,12/31/2022
26C0001028,SAINT LUKES GI DIAGNOSTICS LLC,4321 WASHINGTON STE. 5600,KANSAS CITY,MO,64111,,(816) 416-8353,92,7,1,96,90,8,2,94,84,13,3,93,83,15,2,93,,1535,433,28,01/01/2022,12/31/2022
26C0001060,SOUTH COUNTY OUTPATIENT ENDOSCOPY SERVICES LP DBA SOUTH COUNTY OUTPATIENT ENDOSCOPY SERVICES,5139 MATTIS RD  SUITE 100,ST LOUIS,MO,63128,,(314) 729-9780,98,2,0,99,93,6,1,96,92,7,1,96,88,11,1,95,,1136,491,43,01/01/2022,12/31/2022
26C0001061,DES PERES SQUARE SURGERY CENTER,1050 OLD DES PERES RD. STE. 150,ST LOUIS,MO,63131,,(314) 569-2918,97,3,0,99,91,7,2,95,87,12,1,94,80,19,1,93,,2156,642,30,01/01/2022,12/31/2022
26C0001066,MIDWEST DIGESTIVE HEALTH CENTER LLC,3601 NORTHEAST RALPH POWELL RD,LEES SUMMIT,MO,64064,,(816) 251-1255,98,2,0,99,93,6,1,96,95,3,2,97,93,6,1,97,,1340,361,27,01/01/2022,12/31/2022
26C0001069,BRIARCLIFF AMBULATORY SURGERY CENTER LP DBA BRIARCLIFF SURGERY CENTER,4150 NORTH MULBERRY DR SUITE 100,KANSAS CITY,MO,64116,,(816) 214-4364,98,2,0,99,92,7,1,96,88,11,1,95,84,15,1,94,,1409,374,27,01/01/2022,12/31/2022
26C0001080,MID RIVERS SURGERY CENTER,5401 VETERANS MEMOIRAL PARKWAY,ST PETERS,MO,63376,,(636) 441-0906,96,3,1,98,92,6,2,95,91,8,1,96,88,10,2,95,,966,278,29,01/01/2022,12/31/2022
26C0001082,CHESTERFIELD SURGERY CENTER,17050 BAXTER RD SUITE 110,CHESTERFIELD,MO,63005,,(636) 537-0122,98,2,0,99,90,8,2,94,89,9,2,95,84,14,2,94,,1094,363,33,01/01/2022,12/31/2022
26C0001087,ADVANCED AMBULATORY SURGICAL CARE LP,"10448 OLD OLIVE ST RD, SUITE 100",CREVE COEUR,MO,63141,,(314) 743-8091,97,3,0,99,92,6,2,95,86,13,1,95,85,13,2,94,,916,245,27,01/01/2022,12/31/2022
26C0001088,SURGERY CENTER OF COLUMBIA LP,305 NORTH KEENE ST SUITE 107,COLUMBIA,MO,65201,,(573) 256-6272,98,2,0,99,93,6,1,96,88,12,0,96,87,13,0,96,,674,296,44,01/01/2022,12/31/2022
26C0001097,RIVERSIDE AMBULATORY SURGERY CENTER,100 VILLAGE SQUARE,HAZELWOOD,MO,63042,,(314) 373-8931,95,5,0,97,92,7,1,95,87,10,3,95,83,15,2,93,,1657,463,28,01/01/2022,12/31/2022
26C0001099,MANCHESTER AMBULATORY SURGERY CENTER LP DBA MANCHESTER SURGERY CENTER,1040 OLD DES PERES RD,DES PERES,MO,63131,,(314) 775-2264,,,,,,,,,,,,,,,,,4,,,,,
26C0001109,WEBSTER AMBULATORY SURGERY CENTER LP,520 S. ELM AVE.,WEBSTER GROVES,MO,63119,,(314) 962-3464,99,1,0,99,91,8,1,95,91,8,1,96,87,12,1,95,,975,293,30,01/01/2022,12/31/2022
26C0001112,FRONTENAC AMBULATORY SURGERY AND SPINE CARE CENTER LP DBA FRONTENAC SURGERY AND SPINE CARE CENTER,10435 CLAYTON RD SUITE 110,FRONTENAC,MO,63131,,(314) 995-3990,98,2,0,99,90,8,2,94,89,9,2,95,88,10,2,95,,1382,394,29,01/01/2022,12/31/2022
26C0001116,GATEWAY ENDOSCOPY CENTER LP,12855 N. 40 DR. STE. 150,ST LOUIS,MO,63141,,(314) 336-1130,99,1,0,100,94,5,1,96,95,4,1,98,94,5,1,98,,1176,441,38,01/01/2022,12/31/2022
26C0001117,TWIN CITIES AMBULATORY SURGERY CENTER LP,1101 W. GANNON DR.,FESTUS,MO,63028,,(636) 931-5997,98,2,0,99,92,7,1,96,89,9,2,95,84,13,3,93,,820,316,39,01/01/2022,12/31/2022
26C0001138,OLD TESSON SURGERY CENTER,12639 OLD TESSON SUITE 130,ST. LOUIS,MO,63128,,(314) 748-4225,97,2,1,98,91,7,2,95,90,8,2,95,85,14,1,95,,891,376,42,01/01/2022,12/31/2022
26C0001148,EMERSON SURGERY CENTER LLC,"633 EMERSON RD, SUITE 140",ST LOUIS,MO,63141,,(314) 991-9922,98,2,0,99,92,7,1,95,95,4,1,97,92,7,1,97,,1222,423,35,01/01/2022,12/31/2022
26C0001157,NORTH CAMPUS SURGERY CENTER LLC,"633 EMERSON RD., SUITE 120",CREVE COEUR,MO,63141,,(314) 991-2090,99,1,0,99,96,4,0,98,91,9,0,97,93,5,2,97,3,249,77,31,01/01/2022,12/31/2022
26C0001162,TOTAL JOINT CENTER OF THE NORTHLAND,200 NORTHEAST 54TH ST SUITE 200,KANSAS CITY,MO,64118,,(816) 499-8500,98,2,0,99,92,6,2,95,93,6,1,97,92,7,1,97,,418,220,53,01/01/2022,12/31/2022
26C0001167,ADVANCED SURGICAL CARE OF ST. LOUIS LLC,232 MAYFAIR PLAZA SHOPPING CENTER,FLORISSANT,MO,63033,,(314) 736-4344,99,1,0,100,90,7,3,93,92,7,1,96,85,14,1,95,2,665,218,33,01/01/2022,12/31/2022
27C0001020,YELLOWSTONE SURGERY CENTER LLC,1144 N. 28TH ST.,BILLINGS,MT,59101,,(406) 237-5900,98,1,1,99,91,7,2,95,90,10,0,96,87,13,0,95,,1272,364,29,01/01/2022,12/31/2022
27C0001028,YELLOWSTONE SURGERY CENTER LLC DBA YELLOWSTONE SURGERY CENTER WEST,1739 SPRING CREEK DRIVE,BILLINGS,MT,59102,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
27C0001029,WEST BOZEMAN SURGERY CENTER LLC DBA BOZEMAN OUTPATIENT SURGERY CENTER,875 SOUTH COTTONWOOD ROAD SUITE 100,BOZEMAN,MT,59718,,(000) 000-0000,98,2,0,99,91,8,1,95,88,11,1,95,84,15,1,94,,1504,558,37,01/01/2022,12/31/2022
28C0001032,NORTH PLATTE SURGERY CENTER LLC,621 WEST FRANCIS ST,NORTH PLATTE,NE,69101,,(308) 534-5400,98,2,0,99,92,7,1,95,87,10,3,94,86,13,1,95,,1053,345,33,01/01/2022,12/31/2022
29C0001036,PARKWAY SURGERY CENTER,100 NORTH GREEN VALLEY PARKWAY SUITE 125,HENDERSON,NV,89074,,(702) 616-4950,97,3,0,98,90,8,2,94,90,9,1,95,84,14,2,93,,1449,321,22,01/01/2022,12/31/2022
29C0001073,DURANGO OUTPATIENT SURGERY CENTER,8530 WEST SUNSET RD SUITE 100,LAS VEGAS,NV,89113,,(702) 789-5700,98,2,0,99,90,9,1,94,93,6,1,97,92,7,1,97,,1055,209,20,01/01/2022,12/31/2022
29C0001102,PARKWAY SURGERY CENTER DBA PARKWAY SURGERY CENTER AT HORIZON RIDGE,10561 JEFFREYS ST SUITE 130,HENDERSON,NV,89052,,(702) 724-8900,96,4,0,98,89,8,3,93,87,10,3,94,83,14,3,93,,1838,382,21,01/01/2022,12/31/2022
30C0001014,DARTMOUTH-HITCHCOCK AMBULATORY SURGERY CENTER,100 HITCHCOCK WAY,MANCHESTER,NH,03104,,(603) 629-8127,99,1,0,99,93,6,1,96,94,5,1,96,92,7,1,97,,2082,571,27,01/01/2022,12/31/2022
30C0001031,DARTMOUTH HITCHCOCK NASHUA ENDOSCOPY CENTER,2300 SOUTHWOOD DR,NASHUA,NH,03063,,(603) 629-8127,98,2,0,99,92,6,2,95,90,9,1,96,91,8,1,97,,1253,340,27,01/01/2022,12/31/2022
30C0001042,NORTH ATLANTIC SURGICAL SUITES LLC,23 KEEYWAYDIN DRIVE,SALEM,NH,03079,,(603) 386-0272,99,1,0,99,92,7,1,95,94,5,1,97,91,8,1,96,,940,524,56,01/01/2022,12/31/2022
30C0001044,ATLANTIC COAST SURGICAL SUITES LLC,325-2 LAFAYETTE RD,SEABROOK,NH,03874,,(603) 218-1793,99,1,0,99,94,5,1,97,92,7,1,97,88,11,1,95,,412,191,46,01/01/2022,12/31/2022
31C0001035,BERGEN GASTROENTEROLOGY PC,"466 OLD HOOK RD, SUITE 1",EMERSON,NJ,07630,,(201) 967-8221,96,4,0,98,88,9,3,92,84,13,3,93,81,17,2,93,,1228,320,26,01/01/2022,12/31/2022
31C0001099,SHORE OUTPATIENT SURGICENTER LLC,360 ROUTE 70,LAKEWOOD,NJ,08201,,(732) 942-9835,97,3,0,98,87,9,4,92,88,11,1,95,86,13,1,95,,1052,332,32,01/01/2022,12/31/2022
31C0001118,CENTRAL JERSEY SURGERY CENTER LLC,97 CORBETT WAY,EATONTOWN,NJ,07724,,(732) 460-2777,98,1,1,99,91,7,2,95,86,13,1,94,89,9,2,95,2,355,150,42,01/01/2022,12/31/2022
31C0001126,SHREWSBURY SURGERY CENTER,655 SHREWSBURY AVE,SHREWSBURY,NJ,07702,,(732) 450-6000,99,1,0,99,91,7,2,94,91,8,1,96,91,9,0,97,,1536,451,29,01/01/2022,12/31/2022
31C0001147,SAME DAY SURGERY CENTER OF CENTRAL JERSEY LLC,225 MAY ST. UNIT C,EDISON,NJ,08837,,(732) 661-0570,97,3,0,98,90,7,3,93,86,12,2,94,85,13,2,94,,1714,420,25,01/01/2022,12/31/2022
31C0001150,ORTHOPAEDIC SURGERY CENTER OF NORTHWEST JERSEY LLC,3130 ROUTE 10 WEST STE. 200,DENVILLE,NJ,07834,,(973) 328-3475,97,2,1,98,90,8,2,94,89,9,2,95,86,12,2,94,,1308,361,28,01/01/2022,12/31/2022
31C0001152,HACKENSACK ENDOSCOPY CENTER,170 PROSPECTIVE AVE. STE 10,HACKENSACK,NJ,07601,,(201) 498-0030,96,3,1,98,88,9,3,92,88,9,3,95,90,9,1,96,,979,306,31,01/01/2022,12/31/2022
31C0001153,TOMS RIVER SURGERY CENTER,1430 HOOPER AVE SUITE 301,TOMS RIVER,NJ,08753,,(732) 240-2277,98,2,0,99,91,7,2,95,92,6,2,96,88,10,2,95,,1079,357,33,01/01/2022,12/31/2022
31C0001160,HAMILTON ENDOSCOPY AND SURGERY CENTER LLC,"1235 WHITE HORSE MERCERVILLE RD, SUITE 310",HAMILTON,NJ,08619,,(609) 581-6610,96,4,0,98,89,9,2,93,86,13,1,94,86,13,1,94,,860,264,31,01/01/2022,12/31/2022
31C0001162,SUBURBAN ENDOSCOPY CENTER LLC,799 BLOOMFIELD AVE.,VERONA,NJ,07044,,(973) 571-1600,98,2,0,99,90,8,2,94,91,9,0,96,89,10,1,96,,1159,294,25,01/01/2022,12/31/2022
31C0001193,LAKEWOOD SURGERY CENTER LLC,1215 ROUTE 70 SUITE 2000,LAKEWOOD,NJ,08701,,(732) 719-1800,98,2,0,99,92,7,1,95,89,10,1,95,84,15,1,94,,1587,491,31,01/01/2022,12/31/2022
31C0001197,METROPOLITAN NEW JERSEY LLC DBA METROPOLITAN SURGERY CENTER,433 HACKENSACK AVE,HACKENSACK,NJ,07601,,(201) 527-6800,96,3,1,97,90,8,2,94,82,15,3,93,82,17,1,93,,1580,347,22,01/01/2022,12/31/2022
31C0001199,CENTER FOR BONE AND JOINT SURGERY DBA NORTHERN MONMOUTH REGIONAL SURGERY CENTER LLC,195 ROUTE 9 SOUTH SUITE 210,MANALAPAN,NJ,07726,,(732) 921-2305,97,3,0,98,90,8,2,94,89,10,1,95,83,16,1,94,,915,294,32,01/01/2022,12/31/2022
31C0001205,PARAMUS ENDOSCOPY LLC DBA ENDOSCOPY CENTER OF BERGEN COUNTY,80 EISENHOWER DR SUITE 100,PARAMUS,NJ,07652,,(201) 336-1100,98,2,0,99,89,8,3,93,93,6,1,96,91,8,1,96,,1491,399,27,01/01/2022,12/31/2022
31C0001216,SOMERSET AMBULATORY SURGICAL CENTER,1 HWY 206 N,SOMERVILLE,NJ,08876,,(908) 393-8360,98,2,0,99,91,8,1,95,92,7,1,96,89,10,1,96,,1129,324,29,01/01/2022,12/31/2022
31C0001218,MILLENNIUM SURGICAL CENTER LLC,"2090 SPRINGDALE RD., SUITE A",CHERRY HILL,NJ,08003,,(856) 751-4555,97,2,1,98,93,5,2,96,88,9,3,95,85,14,1,94,,1692,358,21,01/01/2022,12/31/2022
31C0001253,KHS AMBULATORY SURGICAL CENTER,405 HURFFVILLE-CROSSKEYS RD SUITE 210,SEWELL,NJ,08080,,(856) 582-2072,98,2,0,99,92,6,2,95,90,9,1,95,88,10,2,95,,1405,554,39,01/01/2022,12/31/2022
31C0001261,COASTAL ENDO LLC,175 GUNNING RIVER RD,BARNEGAT,NJ,08005,,(609) 698-0700,98,2,0,99,95,4,1,97,93,5,2,96,91,8,1,96,,1385,435,31,01/01/2022,12/31/2022
31C0001269,SURGICAL SPECIALISTS AT PRINCETON LLC,136 MAIN ST. STE. 100,PRINCETON,NJ,08540,,(609) 853-2261,98,2,0,99,92,7,1,95,88,11,1,95,88,11,1,96,,1506,436,29,01/01/2022,12/31/2022
31C0001305,VANGUARD SURGICAL CENTER LLC,113 ESSEX ST.,MAYWOOD,NJ,07607,,(201) 291-9100,98,2,0,99,94,5,1,96,95,4,1,97,92,6,2,96,,1509,466,31,01/01/2022,12/31/2022
32C0001107,NEW MEXICO ORTHOPAEDIC SURGERY CENTER LP DBA NEW MEXICO ORTHOPAEDIC SURGERY CENTER,201 CEDAR ST SOUTHEAST SUITE 7650,ALBUQUERQUE,NM,87106,,(505) 724-4394,96,3,1,98,89,9,2,94,86,12,2,94,84,13,3,93,,1637,494,30,01/01/2022,12/31/2022
32C0001127,PRESBYTERIAN HOSPITAL ASC,201 CEDAR ST SOUTHEAST SUITE 7650,ALBUQUERQUE,NM,87106,,(505) 357-3567,,,,,,,,,,,,,,,,,4,,,,,
32C0001129,PRESBYTERIAN RUST MEDICAL CENTER ASC LLC DBA NEW MEXICO SURGERY CENTER MULTI SPECIALTY,2400 UNSER BOULEVARD SOUTHEAST SUITE 09100B,RIO RANCHO,NM,87124,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
34C0001159,PRIVATE DIAGNOSTIC CLINIC PLLC,"BRIER CREEK MEDICAL PAVILLION, 10207 CERNY ST., ST",RALEIGH,NC,27617,,(919) 660-0620,98,1,1,99,93,5,2,95,93,6,1,96,89,10,1,96,,1005,207,21,01/01/2022,12/31/2022
34C0001165,WAKE ENDOSCOPY CENTER LLC,2601 LAKE DR. S 201,RALEIGH,NC,27607,,(919) 341-3529,95,4,1,97,91,8,1,95,82,16,2,94,86,12,2,94,,3887,491,13,01/01/2022,12/31/2022
34C0001174,REX SURGERY CENTER OF CARY LLC,1505 SOUTHWEST CARY PARKWAY SUITE 100,CARY,NC,27511,,(804) 814-9753,99,1,0,99,91,8,1,95,91,7,2,95,88,11,1,95,,2926,664,23,01/01/2022,12/31/2022
34C0001189,CAROLINA DIGESTIVE CARE,107 B MICA AVE,MORGANTON,NC,28655,,(828) 588-1166,,,,,,,,,,,,,,,,,4,,,,,
35C0001004,TRINITY HEALTH,1102 MAIN ST,WILLISTON,ND,58801,,(701) 572-7711,98,2,0,99,93,6,1,96,89,10,1,95,89,11,0,96,,508,197,39,01/01/2022,12/31/2022
36C0001051,OSU INTERNAL MEDICINE LLC,"3900 STONERIDGE LANE, SUITE D",DUBLIN,OH,43017,,(614) 366-5001,,,,,,,,,,,,,,,,,4,,,,,
36C0001080,TAYLOR STATION SURGICAL CENTER LTD,6150 EAST BROAD ST,COLUMBUS,OH,43213,,(614) 546-4777,,,,,,,,,,,,,,,,,4,,,,,
36C0001097,REYNOLDS ROAD SURGICAL CENTER LTD DBA WILDWOOD SURGICAL CENTER,"2865 NORTH REYNOLDS RD, SUITE 190",TOLEDO,OH,43615,,(419) 578-7547,98,2,0,99,94,5,1,96,93,6,1,96,91,8,1,96,,1554,557,36,01/01/2022,12/31/2022
36C0001155,NEW HORIZONS SURGERY CENTER LLC,1167 INDEPENDENCE AVE.,MARION,OH,43302,,(740) 375-5854,98,2,0,99,94,5,1,97,94,5,1,96,91,8,1,96,,1333,470,35,01/01/2022,12/31/2022
36C0001222,THE CHRIST HOSPITAL SPINE SURGERY CENTER LLC,4020 SMITH RD,NORWOOD,OH,45209,,(513) 619-5899,98,1,1,99,96,3,1,98,94,5,1,96,92,7,1,97,,1097,460,42,01/01/2022,12/31/2022
36C0001294,NORTHPOINTE SURGICAL SUITES LLC,3250 NORTHPOINTE DR,ZANESVILLE,OH,43701,,(740) 487-1823,98,2,0,99,93,6,1,96,93,6,1,96,90,10,0,97,,1315,598,46,01/01/2022,12/31/2022
36C0001301,LANCASTER SPECIALTY SURGERY CENTER,3056 COLUMBUS LANCASTER ROAD NW,LANCASTER,OH,43130,,(740) 974-2731,99,1,0,99,91,7,2,95,92,7,1,96,87,12,1,95,,508,184,36,01/01/2022,12/31/2022
36C0001306,TRIHEALTH SURGERY CENTER -- ANDERSON,7810 FIVE MILE ROAD SUITE B,CINCINNATI,OH,45230,,(000) 000-0000,97,2,1,98,89,8,3,93,93,5,2,95,87,12,1,95,3,340,86,25,01/01/2022,12/31/2022
36C0001326,WHEELING HOSPITAL AMBULATORY SURGERY CENTER LLC,68 STATE ROUTE 7,BRIDGEPORT,OH,43912,,(740) 676-6600,97,2,1,98,92,6,2,95,91,8,1,96,93,6,1,97,,1631,196,12,01/01/2022,12/31/2022
36C0001327,THREE GABLES SURGERY CENTER,5897 COUNTY ROAD 107,PROCTORVILLE,OH,45669,,(000) 000-0000,96,3,1,98,89,8,3,93,88,9,3,94,88,10,2,95,,1081,280,26,01/01/2022,12/31/2022
36C0001343,OSU WEXNER MEDICAL CENTER AMUBLATORY SURGERY CENTER NEW ALBANY,6100 NORTH HAMILTON ROAD 2ND FLOOR SUITE 2D,WESTERVILLE,OH,43081,,(614) 814-8434,,,,,,,,,,,,,,,,,4,,,,,
37C0001055,USPI MEMORIAL SURGERY CENTER,8131 SOUTH MEMORIAL DR SUITE 107,TULSA,OK,74133,,(918) 249-7921,97,3,0,99,90,7,3,93,87,11,2,94,85,14,1,94,,1162,392,34,01/01/2022,12/31/2022
38C0001030,INTERSTATE AMBULATORY SURGERY CENTER,3500 N INTERSTATE AVE.,PORTLAND,OR,97227,,(971) 310-3089,96,3,1,98,92,7,1,96,86,12,2,94,84,14,2,94,,2228,824,37,01/01/2022,12/31/2022
38C0001032,SKYLINE AMBULATORY SURGERY CENTER,5125 SKYLINE RD. SOUTH,SALEM,OR,97306,,(971) 310-3082,97,3,0,98,91,7,2,95,87,12,1,95,87,12,1,95,,2536,833,33,01/01/2022,12/31/2022
38C0001046,NGC ENDOSCOPY SERVICES LLC,1130 NORTHWEST 22ND AVE  6TH FLOOR  SUITE 615,PORTLAND,OR,97210,,(503) 229-7137,97,3,0,98,90,8,2,94,83,15,2,93,81,16,3,92,,1133,348,31,01/01/2022,12/31/2022
38C0001054,CASCADE SPINE CENTER LLC,6464 SOUTHWEST BORLAND RD SUITE A1,TUALATIN,OR,97062,,(971) 404-3366,98,2,0,99,94,5,1,97,86,13,1,94,83,16,1,94,,885,313,35,01/01/2022,12/31/2022
38C0001056,CENTER FOR SPECIALTY SURGERY LLC,11782 SW BARNES RD. #200,PORTLAND,OR,97225,,(503) 906-4306,96,4,0,98,91,8,1,95,84,14,2,93,87,11,2,94,2,2462,592,24,01/01/2022,12/31/2022
38C0001067,NORTHWEST AMBULATORY SURGERY CENTER LLC,1515 NORTHWEST 18TH AVE SUITE 200,PORTLAND,OR,97209,,(503) 542-4873,97,3,0,98,91,8,1,95,88,10,2,95,87,11,2,94,,1059,328,31,01/01/2022,12/31/2022
38C0001074,EAST PORTLAND SURGERY CENTER LLC,9200 SOUTHEAST 91ST AVE SUITE 100,PORTLAND,OR,97086,,(503) 772-6160,96,4,0,98,85,12,3,91,77,20,3,92,75,23,2,91,,953,279,29,01/01/2022,12/31/2022
38C0001085,KAISER PERMANENTE SUNNYBROOK SURGERY CENTER,9900 SE SUNNYSIDE RD.,CLACKAMAS,OR,97015,,(503) 571-4047,97,3,0,98,91,8,1,95,87,11,2,94,84,15,1,94,,3165,850,27,01/01/2022,12/31/2022
39C0001017,SOUTHWESTERN AMBULATORY SURGERY CENTER LLC,"500 LEWIS RUN RD, STE.202",WEST MIFFLIN,PA,15122,,(412) 469-6964,98,2,0,99,89,9,2,93,85,13,2,94,78,21,1,92,,1221,532,44,01/01/2022,12/31/2022
39C0001099,ROY A HIMELFARB SURGERY CENTER,757 NORLAND AVE. STE. 100,CHAMBERSBURG,PA,17201,,(717) 217-6725,98,2,0,99,95,4,1,97,91,8,1,96,88,11,1,96,,1363,389,29,01/01/2022,12/31/2022
39C0001123,BERKSHIRE EYE SURGERY CENTER LP,2220 RIDGEWOOD RD.,WYOMISSING,PA,19610,,(610) 736-0144,97,3,0,98,93,6,1,96,91,7,2,96,89,9,2,95,,883,452,51,01/01/2022,12/31/2022
39C0001168,HERSHEY OUTPATIENT SURGERY CENTER LP,15 HOPE DR,HERSHEY,PA,17033,,(717) 520-8200,94,5,1,96,91,7,2,95,88,8,4,93,82,16,2,93,,1099,367,33,01/01/2022,12/31/2022
39C0001176,THE READING HOSPITAL SURGICENTER AT SPRING RIDGE LLC,2603 KEISER BLVD,WYOMISSING,PA,19610,,(484) 628-3079,99,1,0,100,95,4,1,97,97,3,0,98,95,4,1,98,,1675,410,24,01/01/2022,12/31/2022
39C0001222,EVANGELICAL COMMUNITY HOSPITAL ENDOSCOPY CENTER,90 MEDICAL PARK,LEWISBURG,PA,17837,,(570) 768-3300,100,0,0,100,95,4,1,97,99,1,0,98,98,2,0,99,3,49,32,65,01/01/2022,12/31/2022
39C0001226,GAMMA SURGERY CENTER,107 GAMMA DR SUITE 200,PITTSBURGH,PA,15238,,(412) 963-7917,97,3,0,98,93,6,1,96,91,8,1,96,85,13,2,94,,978,460,47,01/01/2022,12/31/2022
39C0001239,HAZLETON SURGERY CENTER LLC,50 MOISEY DR. STE. 100,HAZLETON,PA,18202,,(570) 501-6500,98,2,0,99,93,6,1,96,92,7,1,97,91,8,1,97,,1112,337,30,01/01/2022,12/31/2022
39C0001308,MONROEVILLE AMBULATORY SURGERY CENTER LLC,4121 MONROEVILLE BLVD,MONROEVILLE,PA,15146,,(412) 380-5624,99,1,0,99,94,5,1,97,93,7,0,96,91,8,1,97,,1438,475,33,01/01/2022,12/31/2022
39C0001314,ALLEGHENEY CLINIC DBA WEXFORD SURGERY CENTER,12311 PERRY HWY,WEXFORD,PA,15090,,(412) 380-5624,98,1,1,99,93,6,1,96,95,4,1,97,92,7,1,97,,2280,666,29,01/01/2022,12/31/2022
39C0001319,BETHEL PARK SURGERY CENTER,990 HIGBEE DR,BETHEL PARK,PA,15102,,(412) 330-6209,99,1,0,100,95,4,1,97,97,3,0,98,96,3,1,98,,1481,491,33,01/01/2022,12/31/2022
39C0001334,ALLEGHENY CLINIC DBA AHN WESTMORELAND ENDOSCOPY CENTER,118 NATURE PARK RD SUITE 200,GREENSBURG,PA,15601,,(412) 330-5883,98,2,0,99,96,4,0,98,96,3,1,98,95,4,1,97,,1777,701,39,01/01/2022,12/31/2022
39C0001343,GRAND VIEW SURGERY CENTER AT HALEYSVILLE,270 MAIN ST SUITE 100,HARLEYSVILLE,PA,19438,,(267) 429-2550,98,2,0,99,91,8,1,95,91,7,2,96,89,10,1,96,,1089,494,46,01/01/2022,12/31/2022
42C0001004,ANMED HEALTH MEDICUS SURGERY CENTER LLC,107 PROFESSIONAL CT,ANDERSON,SC,29621,,(864) 716-7953,98,2,0,99,94,5,1,96,88,9,3,95,86,12,2,94,,863,331,38,01/01/2022,12/31/2022
42C0001017,CAROLINA SURGICAL CENTER,198 WOUTH HEDLONG AVE,ROCK HILL,SC,29732,,(803) 327-4664,98,2,0,99,94,5,1,97,92,7,1,96,88,10,2,95,,940,308,33,01/01/2022,12/31/2022
42C0001019,THE GREENWOOD ENDOSCOPY CENTER INC,103 LINER DR.,GREENWOOD,SC,29646,,(864) 227-3838,97,3,0,99,94,5,1,96,93,6,1,97,93,6,1,97,,1158,369,32,01/01/2022,12/31/2022
42C0001049,BLUFFTON OKATIE SURGERY CENTER LLC,"40 OKATIE CENTER BLVD S., STE. 125",OKATIE,SC,29909,,(843) 705-8870,96,4,0,98,90,8,2,94,87,11,2,95,85,13,2,94,,1007,473,47,01/01/2022,12/31/2022
42C0001078,THE SOUTHEASTERN SPINE INSTITUTE AMBULATORY SURGERY CENTER LLC,1106 CHUCK DAWLEY BLVD,MOUNT PLEASANT,SC,29464,,(469) 893-6573,97,3,0,99,91,8,1,95,92,6,2,96,88,9,3,95,,833,279,33,01/01/2022,12/31/2022
44C0001000,PHYSICIAN'S SURGERY CENTER OF KNOXVILLE LLC,1819 CLINCH AVE SUITE 206,KNOXVILLE,TN,37916,,(865) 522-2949,98,2,0,99,93,6,1,96,92,7,1,96,89,10,1,96,,1221,323,26,01/01/2022,12/31/2022
44C0001001,EYE SURGERY CENTER OF NASHVILLE LLC,310 25TH AVE NORTH SUITE 105,NASHVILLE,TN,37203,,(615) 329-9023,98,2,0,99,90,8,2,94,89,10,1,95,88,11,1,96,,1107,493,45,01/01/2022,12/31/2022
44C0001004,MEMPHIS SURGERY CENTER,1044 CREST HAVEN RD,MEMPHIS,TN,38119,,(901) 682-1516,,,,,,,,,,,,,,,,,4;5,,,,,
44C0001008,NORTHRIDGE SURGERY CENTER,647 MYATT DR,MADISON,TN,37115,,(615) 868-8942,98,1,1,99,92,6,2,95,89,9,2,95,88,11,1,96,,964,367,38,01/01/2022,12/31/2022
44C0001023,DIGESTIVE DISEASE ENDOSCOPY CENTER INC,"222 22ND AVE NORTH, SUITE 300",NASHVILLE,TN,37203,,(615) 340-4629,97,3,0,98,92,6,2,95,86,13,1,94,88,11,1,95,,7187,691,10,01/01/2022,12/31/2022
44C0001025,NASHVILLE ENDOSURGERY CENTER,300 20TH AVE NORTH #800,NASHVILLE,TN,37203,,(615) 284-1335,97,3,0,98,93,6,1,96,91,7,2,96,86,12,2,94,,1335,286,21,01/01/2022,12/31/2022
44C0001037,LEBONHEUR EAST SURGERY CENTER II LP,786 ESTATE PL,MEMPHIS,TN,38120,,(901) 516-1420,,,,,,,,,,,,,,,,,4,,,,,
