"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
15C0001181,COLUMBUS SPECIALTY SURGERY CENTER LLC,2425 NORTHPARK DR. STE 20,COLUMBUS,IN,47203,,(813) 657-7800,,,,,,,,,,,,,,,,,4,,,,,
15C0001182,CARMEL SPECIALTY SURGERY CENTER,11590 NORTH MERIDIAN ST SUITE 130,CARMEL,IN,46032,,(317) 660-0260,97,3,0,98,90,8,2,94,90,9,1,96,88,11,1,96,,1112,358,32,04/01/2023,03/31/2024
15C0001184,MUNSTER SPECIALTY SURGERY CENTER,9200 CALUMET AVE SUITE S100,MUNSTER,IN,46321,,(219) 595-0789,98,2,0,99,93,6,1,96,88,11,1,95,87,12,1,95,,842,272,32,04/01/2023,03/31/2024
15C0001186,MIDWEST SPECIALTY SURGERY CENTER LLC,6920 GATWICK DR STE 100,INDIANAPOLIS,IN,46241,,(317) 821-0000,99,1,0,99,92,7,1,95,92,7,1,97,93,6,1,97,,506,247,49,04/01/2023,03/31/2024
15C0001188,NORTHWEST REGIONAL SURGERY CENTER LLC,"8900 BROADWAY, SUITE 100W",MERRILLVILLE,IN,46410,,(219) 576-6260,98,2,0,99,91,7,2,95,91,7,2,96,85,13,2,94,,1028,338,33,04/01/2023,03/31/2024
15C0001190,ADVANCED REGIONAL SURGERY CENTER LLC,"360 MISSOURI AVE, 19A, SUITE 102",JEFFERSONVILLE,IN,47130,,(817) 722-1480,97,3,0,99,91,7,2,95,84,14,2,94,82,16,2,93,,1327,305,23,04/01/2023,03/31/2024
15C0001202,GREAT LAKES SURGICAL SUITES LLC DBA GREAT LAKES SURGICAL SUITES,9200 CALUMET AVE SUITE N500,MUNSTER,IN,46321,,(219) 513-9955,95,5,0,97,90,8,2,94,82,14,4,93,81,15,4,92,,754,247,33,04/01/2023,03/31/2024
15C0001212,SOUTH SUBURBAN SURGICAL SUITES,9200 CALUMET AVENUE SUITE E-100,MUNSTER,IN,46321,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
15C0001214,FRANCISCAN LAKESHORE ASC LLC,12800 MISSISSIPPI PARKWAY PARVILION C,CROWN POINT,IN,46307,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
15C0001218,LANDMARK SURGICAL SUITES LLC,2990 GOTTBRATH PARKWAY,JEFFERSONVILLE,IN,47130,,(502) 553-4999,,,,,,,,,,,,,,,,,4,,,,,
16C0001027,CROW VALLEY SURGERY CENTER,"2300- 53RD AVE, STE.",BETTENDORF,IA,52722,,(563) 449-8988,,,,,,,,,,,,,,,,,4,,,,,
16C0001034,MERCY SURGERY CENTER LLC,1195 BOYSON RD SUITE 3,HIAWATHA,IA,52233,,(319) 369-4764,98,2,0,99,93,6,1,96,91,8,1,96,88,10,2,95,,1406,534,38,04/01/2023,03/31/2024
17C0001054,SHAWNEE MISSION SURGERY CENTER LLC,"9301 W. 74TH ST., STE. 300",SHAWNEE MISSION,KS,66204,,(913) 632-9330,,,,,,,,,,,,,,,,,4,,,,,
17C0001082,SHAWNEE MISSION PRAIRIE STAR SURGERY CENTER LLC,"23401 PRAIRIE STAR PARKWAY, STE. B200",LENEXA,KS,66227,,(913) 676-8556,,,,,,,,,,,,,,,,,4,,,,,
17C0001083,EPIC SURGERY CENTER,11261 NALL AVE SUITE 200,LEAWOOD,KS,66211,,(913) 671-3290,98,2,0,99,90,8,2,94,92,7,1,96,88,11,1,96,,857,315,37,04/01/2023,03/31/2024
17C0001103,SAINT LUKES SOUTH PAIN MANAGEMENT CENTER LLC,7651 WEST 159TH STREET,OVERLAND PARK,KS,66223,,(913) 323-9060,97,3,0,99,82,14,4,89,90,8,2,95,87,11,2,95,,1076,359,33,04/01/2023,03/31/2024
19C0001010,EYE CARE SURGERY CENTER INC,10423 OLD HAMMOND HWY,BATON ROUGE,LA,70816,,(225) 932-0070,97,3,0,98,91,7,2,95,86,10,4,94,89,9,2,96,,1549,355,23,04/01/2023,03/31/2024
19C0001053,METAIRIE OPHTHALMOLOGY ASC LLC,3900 VETERANS BLVD. #100,METAIRIE,LA,70002,,(504) 455-1550,96,3,1,98,91,7,2,94,84,12,4,93,88,10,2,95,,1417,367,26,04/01/2023,03/31/2024
19C0001085,LAKE AMBULATORY SURGERY CTR,7145 PERKINS RD,BATON ROUGE,LA,70808,,(225) 408-5548,97,2,1,98,92,6,2,95,88,10,2,94,89,10,1,96,2,1000,240,24,04/01/2023,03/31/2024
19C0001089,LAFAYETTE SURGERY CENTER LIMITED PARTNERSHIP,"4630 AMBASSADOR CAFFERY PKY, SUITE 101",LAFAYETTE,LA,70508,,(337) 993-1193,,,,,,,,,,,,,,,,,4,,,,,
19C0001109,CHRISTUS CABRINI SURGERY CENTER LLC,3436 MASONIC DR.,ALEXANDRIA,LA,71301,,(318) 427-6500,99,1,0,99,96,3,1,98,96,4,0,98,91,9,0,97,,1167,371,32,04/01/2023,03/31/2024
19C0001110,BAYOU REGION SURGICAL CENTER,604 NORTH ACADIA RD SUITE 300,THIBODAUX,LA,70301,,(985) 449-1244,,,,,,,,,,,,,,,,,4,,,,,
19C0001129,ADVANCED SURGERY CENTER OF METAIRIE LLC,720 VETERANS MEMORIAL BLVD SUITE 100,METAIRIE,LA,70005,,(504) 293-4953,92,6,2,95,89,9,2,93,82,13,5,92,75,21,4,90,,888,210,24,04/01/2023,03/31/2024
19C0001130,ADVANCED SURGERY CENTER OF NORTHERN LOUISIANA LLC,1601 LOUISVILLE AVE,MONROE,LA,71201,,(318) 998-5555,98,2,0,99,92,7,1,95,91,8,1,96,91,9,0,97,,1222,364,30,04/01/2023,03/31/2024
19C0001133,OIL CENTER SURGICAL PLAZA,1000 WEST PINHOOK,LAFAYETTE,LA,70503,,(337) 571-0600,99,1,0,99,96,3,1,98,92,6,2,96,91,7,2,96,,893,346,39,04/01/2023,03/31/2024
20C0001012,INTERMED PA DBA GENERATIONS,84 MARGINAL WAY SUITE 1000,PORTLAND,ME,04101,,(207) 347-2898,98,2,0,99,94,5,1,97,95,4,1,97,91,8,1,97,,759,222,29,04/01/2023,03/31/2024
21C0001043,KAISER FOUNDATION HEALTH PLAN OF THE MID-ATLANTIC STATES INC.,10810 CONNECTICUT AVE,KENSINGTON,MD,20895,,(301) 816-7284,98,2,0,99,94,5,1,97,90,8,2,95,87,9,4,94,,2105,786,37,04/01/2023,03/31/2024
21C0001063,CLINICAL ASSOCIATION AMBULATORY SURGICAL CENTER,515 FAIRMOUNT AVE. STE 100,TOWSON,MD,21286,,(410) 494-1335,95,4,1,97,88,11,1,93,85,13,2,94,81,17,2,93,2;3,1160,63,5,04/01/2023,03/31/2024
21C0001082,AMBULATORY UROSURGICAL CENTER,"401 E. JEFFERSON ST, SUITE 105",ROCKVILLE,MD,20850,,(443) 471-5872,97,3,0,99,93,6,1,96,91,9,0,95,82,17,1,94,,1321,318,24,04/01/2023,03/31/2024
21C0001142,COLUMBIA UROLOGICAL SURGICAL CENTER LLC,"10710 CHARTER DR, STE 140",COLUMBIA,MD,21044,,(410) 772-7019,96,4,0,98,89,10,1,94,85,12,3,94,79,18,3,92,,1311,310,24,04/01/2023,03/31/2024
21C0001145,JOHNS HOPKINS SURGERY CENTER SERIES DBA LUTHERVILLE SURGERY CENTER,10755 FALLS ROAD SUITE 110 B,LUTHERVILLE,MD,21093,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
21C0001152,SUMMIT AMBULATORY SURGICAL CENTER LLC,"6820 HOSPITAL DR., # 200",BALTIMORE,MD,21237,,(410) 391-6131,97,2,1,98,91,8,1,95,87,10,3,94,84,14,2,93,,1449,313,22,04/01/2023,03/31/2024
21C0001168,SUMMIT AMBULATORY SURGICAL CENTER LLC,"3407 WILKENS AVE., # 200",BALTIMORE,MD,21229,,(410) 644-0929,95,4,1,97,88,10,2,93,85,11,4,93,77,21,2,91,,1048,250,24,04/01/2023,03/31/2024
21C0001190,SUMMIT AMBULATORY SURGICAL CENTER LLC,"21 CROSSROADS DR., # 450",OWINGS MILLS,MD,21117,,(410) 581-8140,96,3,1,97,91,8,1,95,87,11,2,94,82,15,3,93,,1335,295,22,04/01/2023,03/31/2024
21C0001247,SUMMIT AMBULATORY SURGICAL CENTER LLC,"6535 N. CHARLES ST., # 625",BALTIMORE,MD,21204,,(410) 825-5454,,,,,,,,,,,,,,,,,4,,,,,
21C0001281,SURGERY CENTER OF CHEVY CHASE,"5530 WISCONSIN AVE, SUITE 1620",CHEVY CHASE,MD,20815,,(301) 718-9800,96,4,0,98,89,10,1,94,84,14,2,93,82,16,2,93,,1968,454,23,04/01/2023,03/31/2024
21C0001297,SUMMIT AMBULATORY SURGICAL CENTER LLC,"3333 N. CALVERT ST., # 600",BALTIMORE,MD,21218,,(410) 467-7665,98,2,0,99,97,3,0,99,90,10,0,96,87,12,1,95,3,469,90,19,04/01/2023,03/31/2024
21C0001342,HOWARD COUNTY GASTROINTESTINAL DIAGNOSTIC CTR LLC,"10710 CHARTER DR, STE. 120",COLUMBIA,MD,21044,,(410) 772-7345,,,,,,,,,,,,,,,,,4,,,,,
21C0001351,JOHNS HOPKINS SCS,6420 ROCKLEDGE DR SUITE 2100,BETHESDA,MD,20817,,(443) 442-2700,,,,,,,,,,,,,,,,,4,,,,,
21C0001362,SUMMIT AMBULATORY SURGICAL CENTER LLC,"18109 PRICE PHILIP DR., # 270",SILVER SPRING,MD,20906,,(301) 774-2525,97,2,1,98,89,9,2,93,82,14,4,92,79,18,3,92,,1535,266,18,04/01/2023,03/31/2024
21C0001421,SALISBURY URO SURGERY CENTER LLC,1342 S. DIVISION ST.,SALISBURY,MD,21804,,(410) 546-2133,98,2,0,99,93,5,2,96,87,11,2,95,82,15,3,93,,1300,386,30,04/01/2023,03/31/2024
21C0001445,SUMMIT AMBULATORY SURGICAL CENTER LLC,"21 CROSSROADS DR., # 220",OWINGS MILLS,MD,21117,,(410) 581-1600,97,1,2,98,95,3,2,97,86,12,2,94,88,9,3,95,2;3,463,92,20,04/01/2023,03/31/2024
21C0001449,RIVA ROAD SURGICAL CENTER LLC,2635 RIVA RD STE. 118,ANNAPOLIS,MD,21401,,(410) 571-9595,,,,,,,,,,,,,,,,,4,,,,,
21C0001451,JOHNS HOPKINS SURGERY CENTERS SERIES DBA WHITE MARSH SURGERY CENTER SERIES,4924 CAMPBELL BLVD SUITE 250,NOTTINGHAM,MD,21236,,(443) 442-2700,,,,,,,,,,,,,,,,,4,,,,,
21C0001461,SUMMIT AMBULATORY SURGICAL CENTER LLC,"826 WASHINGTON RD., # 215",WESTMINSTER,MD,21157,,(410) 876-1633,97,3,0,98,93,5,2,96,91,8,1,96,89,10,1,96,,1190,320,27,04/01/2023,03/31/2024
21C0001466,UPPER BAY SURGERY CENTER LLC,360 EAST PULASKI HWY SUITE 2A,ELKTON,MD,21921,,(410) 620-3348,98,1,1,99,93,5,2,96,91,8,1,96,92,6,2,97,,1148,314,27,04/01/2023,03/31/2024
21C0001476,SURGCENTER OF GLEN BURNIE LLC,308 HOSPITAL DR SUITE 102,GLEN BURNIE,MD,21061,,(410) 760-8100,97,3,0,98,90,8,2,94,88,11,1,94,82,16,2,93,,1244,332,27,04/01/2023,03/31/2024
21C0001477,WESTMINSTER SURGERY CENTER,826 WASHINGTON RD STE 131,WESTMINSTER,MD,21157,,(410) 871-9440,99,1,0,99,95,4,1,97,94,6,0,97,89,11,0,96,,781,293,38,04/01/2023,03/31/2024
21C0001491,MAPLE LAWN SURGERY CENTER,7625 MAPLE LAWN BLVD STE. 110,FULTON,MD,20759,,(301) 490-5025,98,2,0,99,92,6,2,95,88,10,2,95,88,11,1,95,,1275,353,28,04/01/2023,03/31/2024
21C0001494,SURGCENTER OF SOUTHERN MARYLAND,9001 WOODYARD RD SUITE B,CLINTON,MD,20735,,(301) 868-4950,,,,,,,,,,,,,,,,,4,,,,,
21C0001496,SUMMIT AMBULATORY SURGICAL CENTER LLC,"201 PLUMTREE RD.,  # 200",BEL AIR,MD,21015,,(410) 803-0089,98,2,0,99,93,6,1,96,88,10,2,95,85,14,1,94,,1398,358,26,04/01/2023,03/31/2024
21C0001498,TIMONIUM SURGERY CENTER LLC,"1954 GREENSPRING DR, LL18",TIMONIUM,MD,21093,,(410) 560-3301,97,3,0,98,93,6,1,96,88,10,2,95,86,12,2,94,,1059,349,33,04/01/2023,03/31/2024
21C0001502,PRINCE FREDERICK SURGERY CENTER LLC,70 SHERRY LANE SUITE 101,PRINCE FREDERICK,MD,20678,,(443) 486-4230,,,,,,,,,,,,,,,,,4,,,,,
21C0001508,PICCARD SURGERY CENTER LLC,1330 PICCARD DR STE 102,ROCKVILLE,MD,20850,,(301) 208-7350,98,2,0,99,90,8,2,94,87,12,1,95,86,12,2,94,,1153,290,25,04/01/2023,03/31/2024
21C0001511,DEER POINTE SURGICAL CENTER LLC,6503 DEER POINTE DR SUITE A,SALISBURY,MD,21804,,(410) 341-9002,,,,,,,,,,,,,,,,,4,,,,,
21C0001514,BETHESDA CHEVY CHASE SURGERY CENTER LLC DBA BETHESDA CHEVY CHASE SURGERY CENTER,6931 ARLINGTON RD SUITE E,BETHESDA,MD,20814,,(301) 968-3184,,,,,,,,,,,,,,,,,4,,,,,
21C0001524,LEONARDTOWN SURGERY CENTER LLC,"40900 MERCHANTS LANE, SUITE 200",LEONARDTOWN,MD,20650,,(301) 690-2203,98,2,0,99,94,6,0,97,93,7,0,96,91,8,1,96,,1016,280,28,04/01/2023,03/31/2024
21C0001525,HAGERSTOWN SURGERY CENTER LLC,11236 ROBINWOOD DR SUITE 201,HAGERSTOWN,MD,21742,,(240) 347-4836,99,1,0,99,91,8,1,95,88,10,2,95,87,11,2,95,,901,293,33,04/01/2023,03/31/2024
21C0001531,SURGCENTER OF SILVER SPRING LLC,8710 CAMERON ST STE 100,SILVER SPRING,MD,20910,,(301) 326-2921,96,4,0,98,89,9,2,94,84,14,2,94,79,18,3,91,,732,138,19,04/01/2023,03/31/2024
21C0001538,ADVANCED SURGERY CENTER OF BETHESDA LLC,6430 ROCKLEDGE DR SUITE 160,BETHESDA,MD,20817,,(301) 312-6144,96,3,1,98,88,10,2,93,75,18,7,90,65,29,6,87,,773,148,19,04/01/2023,03/31/2024
21C0001539,GAITHERSBURG AMBULATORY SURGERY CENTER,655 WATKINS MILL RD,GAITHERSBURG,MD,20879,,(301) 816-6812,99,1,0,99,95,4,1,97,92,7,1,96,88,10,2,95,,2811,935,33,04/01/2023,03/31/2024
21C0001551,MONOCACY SURGERY CENTER LLC,4991 NEW DESIGN RD SUITE 103,FREDERICK,MD,21703,,(301) 363-5858,98,2,0,99,92,7,1,95,90,8,2,95,88,11,1,95,,911,251,28,04/01/2023,03/31/2024
21C0001556,KAISER FOUNDATION HEALTH PLAN OF THE MID-ATLANTIC STATES INC,1221 MERCANTILE LANE,LARGO,MD,20774,,(301) 618-5500,98,2,0,99,95,4,1,97,89,10,1,95,83,14,3,93,,2860,869,30,04/01/2023,03/31/2024
21C0001560,SOUTH BALTIMORE COUNTY ASC LBN KAISER FOUNDATION HEALTH PLAN OF THE MID-ATLANTIC STATES INC,1701 TWIN SPRINGS RD,HALETHORPE,MD,21227,,(301) 816-2424,96,3,1,98,94,5,1,96,91,8,1,96,87,10,3,94,,2384,716,30,04/01/2023,03/31/2024
21C0001562,SURGICAL SPECIALTY CENTER OF MID ATLANTIC LLC,6430 ROCKLEDGE DR. SUITE 110,BETHESDA,MD,20817,,(240) 630-8241,,,,,,,,,,,,,,,,,4,,,,,
21C0001566,POTOMAC VIEW SURGERY CENTER LLC,6710 OXON HILL RD SUITE 150,OXON HILL,MD,20745,,(240) 766-2734,94,5,1,97,88,9,3,93,80,17,3,91,66,29,5,87,,661,129,20,04/01/2023,03/31/2024
21C0001568,POINT OF ROCKS SURGERY CENTER LLC,1901 LOCKHOUSE DR,POINT OF ROCKS,MD,21777,,(301) 874-2211,99,1,0,100,92,7,1,96,88,12,0,96,88,12,0,96,,593,166,28,04/01/2023,03/31/2024
21C0001575,SURGCENTER OF THE POTOMAC LLC,6508 ROCK SPRING DR STE 100,BETHESDA,MD,20817,,(240) 783-0282,96,3,1,98,90,9,1,94,83,14,3,92,77,21,2,91,,580,108,19,04/01/2023,03/31/2024
21C0001580,SUMMIT AMBULATORY SURGICAL CENTER LLC,"7704 MATAPEAKE BUSINESS DRIVE, # 300",BRANDYWINE,MD,20613,,(301) 645-8838,97,2,1,98,93,6,1,96,90,8,2,95,85,14,1,95,,1316,261,20,04/01/2023,03/31/2024
21C0001581,HARBOR HEIGHTS SURGERY CENTER,6710 OXON HILL RD SUITE 500,OXON HILL,MD,20745,,(240) 493-7533,97,3,0,98,93,5,2,95,84,14,2,93,81,16,3,93,,931,248,27,04/01/2023,03/31/2024
21C0001583,GLEN ECHO SURGERY CENTER,5550 FRIENDSHIP BLVD SUITE 100,CHEVY CHASE,MD,20815,,(240) 534-2972,95,4,1,97,91,7,2,94,83,12,5,92,77,17,6,90,,879,190,22,04/01/2023,03/31/2024
21C0001587,SUMMIT AMBULATORY SURGICAL CENTER LLC,"7580 BUCKINGHAM BLVD, SUITE 100",HANOVER,MD,21076,,(443) 738-8124,97,3,0,98,92,7,1,96,88,8,4,94,81,16,3,92,,1130,253,22,04/01/2023,03/31/2024
21C0001590,DIALYSIS ACCESS SERVICES LLC,1666 SULPHUR SPRINGS RD,BALTIMORE,MD,21227,,(410) 536-5400,96,3,1,98,90,8,2,94,90,8,2,95,80,16,4,91,,618,110,18,04/01/2023,03/31/2024
21C0001591,JOHNS HOPKINS SURGERY CENTERS SERIES DBA KNOLL NORTH SURGERY CENTER,5450 KNOLL NORTH DR STE 301,COLUMBIA,MD,21045,,(443) 546-1750,,,,,,,,,,,,,,,,,4,,,,,
21C0001594,DIALYSIS ACCESS SERVICES LLC,2405 YORK RD SUITE 100,TIMONIUM,MD,21093,,(410) 536-5400,,,,,,,,,,,,,,,,,4,,,,,
21C0001611,SUMMIT AMBULATORY SURGICAL CENTER,19851 OBSERVATION DRIVE SUITE 455,GERMANTOWN,MD,20876,,(000) 000-0000,97,3,0,99,90,8,2,94,89,10,1,95,86,12,2,94,,921,192,21,04/01/2023,03/31/2024
21C0001618,JOHNS HOPKINS SURGERY CENTER SERIES,10803 FALLS RD SUITE 3100,LUTHERVILLE,MD,21093,,(443) 442-2700,,,,,,,,,,,,,,,,,4,,,,,
21C0001632,SUMMIT AMBULATORY SURGICAL CENTER LLC,810 BESTGATE ROAD SUITE 200,ANNAPOLIS,MD,21401,,(000) 000-0000,98,2,0,99,90,9,1,95,94,5,1,96,86,13,1,95,,1246,251,21,04/01/2023,03/31/2024
21C0001636,NSPC SURGERY CENTER OF MARYLAND,6710 OXON HILL ROAD SUITE 550B,OXON HILL,MD,21031,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
21C0001650,JOHNS HOPKINS SURGERY CENTERS SERIES,5759 CEDAR LANE,COLUMBIA,MD,21044,,(443) 718-3738,,,,,,,,,,,,,,,,,4,,,,,
21C0001651,UM SHORE REGIONAL HEALTH SURGERY CENTER AT CAMBRIDGE LLC,713 CAMBRIDGE MARKETPLACE BOULEVARD SUITE 2-200,CAMBRIDGE,MD,21613,,(410) 822-1000,,,,,,,,,,,,,,,,,4,,,,,
21C0001663,JOHNS HOPKINS SURGERY CENTER SERIES,10755 FALLS ROAD PAVILION 1 SUITE 480,LUTHERVILLE,MD,21093,,(410) 616-7250,,,,,,,,,,,,,,,,,4,,,,,
22C0001011,ARC WORCESTER CENTER LP DBA WORCESTER SURGICAL CENTER,300 GROVE ST,WORCESTER,MA,01605,,(508) 754-0700,98,2,0,99,93,6,1,96,87,11,2,95,87,11,2,94,,1123,391,35,04/01/2023,03/31/2024
22C0001023,CATARACT AND LASER CENTER WEST LLC,171 INTERSTATE DR,WEST SPRINGFIELD,MA,01089,,(413) 737-5500,98,2,0,99,91,7,2,95,87,11,2,95,85,14,1,94,,2377,1050,44,04/01/2023,03/31/2024
22C0001026,SOUTH SHORE ENDOSCOPY CENTER INC,659 WASHINGTON ST. SUITE 2,BRAINTREE,MA,02184,,(781) 952-1446,,,,,,,,,,,,,,,,,4,,,,,
22C0001101,NEW ENGLAND BAPTIST SURGERY CENTER LLC,40 ALLIED DRIVE SUITE 200,DEDHAM,MA,02026,,(781) 809-2050,,,,,,,,,,,,,,,,,4,,,,,
23C0001020,SURGICAL CARE CENTER OF MICHIGAN,750 EAST BELTLINE NE,GRAND RAPIDS,MI,49525,,(616) 588-6520,96,3,1,98,85,11,4,90,88,9,3,95,87,11,2,95,,1424,287,21,04/01/2023,03/31/2024
23C0001031,GENESIS SURGERY CENTER,3400 E JOLLY RD,LANSING,MI,48910,,(517) 272-1063,97,2,1,98,92,7,1,96,90,9,1,96,89,11,0,96,,945,334,39,04/01/2023,03/31/2024
23C0001053,EAST PARIS SURGICAL CENTER LLC,1000 EAST PARIS AVE S.E.,GRAND RAPIDS,MI,49546,,(616) 464-3430,98,2,0,99,88,10,2,93,92,7,1,96,91,8,1,97,,1428,370,27,04/01/2023,03/31/2024
23C0001068,SHORELINE ASC INC,1266 E. SHERMAN BLVD,MUSKEGON,MI,49444,,(231) 737-4714,,,,,,,,,,,,,,,,,4,,,,,
23C0001080,WALKER SURGICAL CENTER LLC,3300 WALKER VIEW DR.,WALKER,MI,49544,,(616) 588-6560,,,,,,,,,,,,,,,,,4,,,,,
23C0001085,TOWNE CENTRE SURGERY CENTER LLC,4599 TOWN CENTER RD.,SAGINAW,MI,48604,,(989) 497-3096,98,2,0,99,88,9,3,93,92,7,1,96,91,9,0,97,,1600,338,21,04/01/2023,03/31/2024
23C0001109,CLARKSTON SURGERY CENTER,5701 BOW POINTE DR,CLARKSTON,MI,48346,,(248) 922-4800,99,1,0,99,93,6,1,96,90,9,1,96,90,10,0,96,,1292,440,34,04/01/2023,03/31/2024
23C0001114,SURGICAL INSTITUTE OF MONROE,1051 SOUTH TELEGRAPH RD,MONROE,MI,48161,,(734) 244-5383,99,1,0,99,93,6,1,96,93,6,1,96,90,9,1,96,,1381,543,39,04/01/2023,03/31/2024
23C0001128,RED CEDAR SURGERY CENTER PLLC,5668 OKEMOS RD,HASLETT,MI,48840,,(517) 481-2883,98,2,0,99,93,6,1,96,94,5,1,97,92,8,0,97,,1101,508,46,04/01/2023,03/31/2024
23C0001137,GRAND RAPIDS SURGICAL SUITES PLLC,2505 EAST PARIS AVE SUITE 105,GRAND RAPIDS,MI,49546,,(616) 551-3459,,,,,,,,,,,,,,,,,4,,,,,
23C0001139,HEALTH POINTE,15100 WHITTAKER WAY,GRAND HAVEN,MI,49417,,(616) 935-6329,98,2,0,99,93,6,1,96,90,8,2,95,87,11,2,94,,2495,473,19,04/01/2023,03/31/2024
23C0001140,MICHIGAN OUTPATIENT SURGICAL SOLUTIONS,46325 WEST 12 MILE ROAD SUITE 100,NOVI,MI,48377,,(248) 618-2121,,,,,,,,,,,,,,,,,4,,,,,
23C0001144,NORTHERN MICHIGAN SURGICAL SUITES,825 MOLL DRIVE,BOYNE CITY,MI,49712,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
23C0001145,UPPER PENINSUAL SURGERY CENTER DBA UPPER MICHIGAN SURGERY CENTER,1414 WEST FAIR AVENUE,MARQUETTE,MI,49855,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
24C0001010,WILLMAR SURGERY CENTER,1320 SOUTH FIRST ST,WILLMAR,MN,56201,,(320) 235-6506,99,1,0,99,94,5,1,97,88,11,1,95,85,14,1,95,,2900,827,29,04/01/2023,03/31/2024
24C0001019,LANDMARK SURGERY CENTER,7115 TAMARACK RD SUITE 200,WOODBURY,MN,55125,,(651) 261-1717,99,1,0,99,93,6,1,96,95,4,1,97,90,9,1,96,,1361,481,35,04/01/2023,03/31/2024
24C0001048,TRIA ORTHOPAEDIC CENTER LLC,8100 NORTHLAND DR,BLOOMINGTON,MN,55431,,(952) 806-5321,,,,,,,,,,,,,,,,,4,,,,,
24C0001052,ILBNC SPECIAL PROCEDURES,15700 37TH AVE N STE. 210,PLYMOUTH,MN,55446,,(952) 814-6644,99,1,0,99,96,4,0,98,94,5,1,96,89,10,1,96,,1204,360,30,04/01/2023,03/31/2024
24C0001053,ORSESHOE SURGERY CENTER LLC DBA LAKEWOOD SURGERY CENTER,1542 GOLF COURSE RD SUITE 105,GRAND RAPIDS,MN,55744,,(218) 326-3937,,,,,,,,,,,,,,,,,4,,,,,
24C0001060,CENTRACARE SURGERY CENTER LLC,1900 CENTRACARE CIR,ST CLOUD,MN,56303,,(320) 229-4964,98,2,0,99,93,6,1,96,90,8,2,95,84,15,1,94,,3337,978,29,04/01/2023,03/31/2024
24C0001062,M HEALTH FAIRVIEW,1700 UNIVERSITY AVE WEST,SAINT PAUL,MN,55104,,(612) 672-6989,,,,,,,,,,,,,,,,,4,,,,,
24C0001074,SANFORD HEALTH DETROIT LAKES SAME DAY SURGERY CTR,1245 WASHINGTON AVE,DETROIT LAKES,MN,56501,,(218) 846-2000,,,,,,,,,,,,,,,,,4,,,,,
24C0001078,VADNAIS HEIGHTS SURGERY CENTER,3580 ARCADE ST,VADNAIS HEIGHTS,MN,55127,,(651) 968-5662,99,1,0,99,91,8,1,95,93,6,1,97,91,8,1,97,,1302,557,43,04/01/2023,03/31/2024
24C0001088,MINNETONKA AMBULATORY SURGERY CENTER LLC,15450 HWY 7 SUITE 200,MINNETONKA,MN,55345,,(763) 581-8950,,,,,,,,,,,,,,,,,4,,,,,
24C0001089,M HEALTH CLINICS AND SURGERY CENTER,1700 UNIVERSITY AVE WEST,ST. PAUL,MN,55104,,(612) 672-6989,,,,,,,,,,,,,,,,,4,,,,,
24C0001091,EAGAN SURGERY CENTER,2620 EAGAN WOODS DR,EAGAN,MN,55121,,(651) 968-5662,98,2,0,99,92,7,1,95,89,9,2,95,88,10,2,95,,1292,495,38,04/01/2023,03/31/2024
24C0001115,ESSENTIA HEALTH SURGERY CENTERS DULUTH LLC DBA ESSENTIA HEALTH SURGERY CENTER MILLER HILL,1600 MILLER TRUNK HIGHWAY BUILDING D SUITE 101,DULUTH,MN,55811,,(218) 606-9200,,,,,,,,,,,,,,,,,4,,,,,
24C0001118,NORTHERN LAKES SURGERY CENTER LLC,4791 COUNTY ROAD 10,MOOSE LAKE,MN,55767,,(218) 509-2100,,,,,,,,,,,,,,,,,4,,,,,
25C0001028,SOUTHERN SURGERY CENTER,3688 VETERANS MEMORIAL DR SUITE 100,HATTIESBURG,MS,39401,,(601) 554-7533,98,2,0,99,95,4,1,97,95,4,1,97,94,6,0,98,,1313,488,37,04/01/2023,03/31/2024
