"Facility Name","Facility ID","NPI","City/Town","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
MISSION AMBULATORY SURGICENTER,05C0001174,1497705883,MISSION VIEJO,CA,92691,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.27,,0.23,,123,No Different Than the National Rate,2.1,1.4,3.2,,60,No Different Than the National Rate,5.9,3.8,9,,,N/A,5
MISSION AMBULATORY SURGICENTER,05C0001174,1497705883,MISSION VIEJO,CA,92691,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DUPAGE MEDICAL GROUP SURGERY CENTER OF WESTMONT,14C0001126,1497706626,WESTMONT,IL,60559,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.24,,N/A,5,131,No Different Than the National Rate,2,1.3,3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DUPAGE MEDICAL GROUP SURGERY CENTER OF WESTMONT,14C0001126,1497706626,WESTMONT,IL,60559,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,133,96.2,
MUSCULOSKELETAL SURGICAL CENTER,14C0001052,1497718076,PEORIA,IL,61605,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MUSCULOSKELETAL SURGICAL CENTER,14C0001052,1497718076,PEORIA,IL,61605,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,87,91.2,
DES PERES SQUARE SURGERY CENTER,26C0001061,1497720882,ST LOUIS,MO,63131,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DES PERES SQUARE SURGERY CENTER,26C0001061,1497720882,ST LOUIS,MO,63131,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,186,89.2,
NORTH SHORE ENDOSCOPY CENTER,14C0001075,1497720999,LAKE BLUFF,IL,60044,2022,91.37,,N/A,5,1356,No Different Than the National Rate,12,9.2,15.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTH SHORE ENDOSCOPY CENTER,14C0001075,1497720999,LAKE BLUFF,IL,60044,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,26,93.5,
JACKSONVILLE BEACH SURGERY CENTER LLC,10C0001349,1497723720,JACKSONVILLE BEACH,FL,32250,2022,98.7,,N/A,5,71,No Different Than the National Rate,10.7,7.6,14.9,,100,,0.11,,41,No Different Than the National Rate,2.2,1.5,3.2,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
JACKSONVILLE BEACH SURGERY CENTER LLC,10C0001349,1497723720,JACKSONVILLE BEACH,FL,32250,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,79,90.3,
DIGESTIVE HEALTH CENTER OF PLANO,45C0001333,1497724942,PLANO,TX,75093,2022,73.74,,N/A,5,2658,No Different Than the National Rate,10,7.7,13,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DIGESTIVE HEALTH CENTER OF PLANO,45C0001333,1497724942,PLANO,TX,75093,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,122,97.5,
BARNET DULANEY PERKINS EYE CENTER PLLC,03C0001024,1497727093,LAKE HAVASU CITY,AZ,86403,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.34,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BARNET DULANEY PERKINS EYE CENTER PLLC,03C0001024,1497727093,LAKE HAVASU CITY,AZ,86403,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,16,75,
DIGESTIVE ENDOSCOPY CENTER LLC,36C0001164,1497727119,HUBER HEIGHTS,OH,45424,2022,77.83,,N/A,5,932,No Different Than the National Rate,10.6,7.8,14.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DIGESTIVE ENDOSCOPY CENTER LLC,36C0001164,1497727119,HUBER HEIGHTS,OH,45424,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,31,79.7,
MID FLORIDA SURGERY CENTER,10C0001154,1497728984,MOUNT DORA,FL,32757,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.47,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MID FLORIDA SURGERY CENTER,10C0001154,1497728984,MOUNT DORA,FL,32757,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,50,62,
CHEVY CHASE AMBULATORY CENTER L P,05C0001724,1497733661,GLENDALE,CA,91205,2022,44.29,,N/A,5,574,No Different Than the National Rate,9.4,6.8,12.8,,N/A,5,0.61,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CHEVY CHASE AMBULATORY CENTER L P,05C0001724,1497733661,GLENDALE,CA,91205,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,65,92.3,
LAKE COUNTY PAIN AND DIAGNOSTIC CENTER,36C0001198,1497740617,MENTOR,OH,44060,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LAKE COUNTY PAIN AND DIAGNOSTIC CENTER,36C0001198,1497740617,MENTOR,OH,44060,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,6,N/A,1
SHASTA EYE SURGEONS INC,05C0001087,1497740872,REDDING,CA,96001,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,1.13,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SHASTA EYE SURGEONS INC,05C0001087,1497740872,REDDING,CA,96001,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,22,59.8,
SOUTHERN IDAHO AMBULATORY SURGERY CENTER,13C0001003,1497745178,TWIN FALLS,ID,83301,2022,100,,N/A,5,115,No Different Than the National Rate,10.6,7.5,14.6,,100,,0,,50,No Different Than the National Rate,2.1,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SOUTHERN IDAHO AMBULATORY SURGERY CENTER,13C0001003,1497745178,TWIN FALLS,ID,83301,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,48,86.1,
PHYSICIANS SURGERY CENTER,05C0001164,1497746747,VICTORVILLE,CA,92395,2022,91.43,,N/A,5,93,No Different Than the National Rate,10.9,7.8,15.2,,99.84,,0.35,,48,No Different Than the National Rate,2,1.3,3.1,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PHYSICIANS SURGERY CENTER,05C0001164,1497746747,VICTORVILLE,CA,92395,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,79,89.9,
NEW JERSEY SURGERY CENTER LLC,31C0001177,1497749436,MERCERVILLE,NJ,8619,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.16,,184,No Different Than the National Rate,2.1,1.4,3.1,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NEW JERSEY SURGERY CENTER LLC,31C0001177,1497749436,MERCERVILLE,NJ,8619,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,102,93.1,
CALIFORNIA SPECIALTY SURGERY CENTER LP,05C0001542,1497749667,MISSION VIEJO,CA,92691,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,413,No Different Than the National Rate,1.9,1.3,2.7,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CALIFORNIA SPECIALTY SURGERY CENTER LP,05C0001542,1497749667,MISSION VIEJO,CA,92691,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,80,100,
NEW ALBANY OUTPATIENT SURGERY LP DBA SURGICAL CENTER OF NEW ALBANY,15C0001005,1497750426,NEW ALBANY,IN,47150,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NEW ALBANY OUTPATIENT SURGERY LP DBA SURGICAL CENTER OF NEW ALBANY,15C0001005,1497750426,NEW ALBANY,IN,47150,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,16,85.1,
MID ATLANTIC ENDOSCOPY CENTER LLC,08C0001019,1497751747,NEWARK,DE,19713,2022,93.95,,N/A,5,2744,No Different Than the National Rate,11.3,8.8,14.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MID ATLANTIC ENDOSCOPY CENTER LLC,08C0001019,1497751747,NEWARK,DE,19713,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,23,95.7,
ORTHOPAEDIC SOUTH SURGICAL CENTER,11C0001234,1497752745,MORROW,GA,30260,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,141,No Different Than the National Rate,1.8,1.2,2.9,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ORTHOPAEDIC SOUTH SURGICAL CENTER,11C0001234,1497752745,MORROW,GA,30260,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,38,81.6,
YELLOWSTONE SURGERY CENTER LLC,27C0001020,1497759955,BILLINGS,MT,59101,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.91,,N/A,5,36,No Different Than the National Rate,2.1,1.4,3.3,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
YELLOWSTONE SURGERY CENTER LLC,27C0001020,1497759955,BILLINGS,MT,59101,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,263,74.4,
ALPINE SURGERY CENTER,06C0001115,1497776553,GUNNISON,CO,81230,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,40,No Different Than the National Rate,2.2,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ALPINE SURGERY CENTER,06C0001115,1497776553,GUNNISON,CO,81230,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,15,80,
CARMEL AMBULATORY SURGERY CENTER LLC,15C0001129,1497782833,CARMEL,IN,46032,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.14,,99,No Different Than the National Rate,2.1,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CARMEL AMBULATORY SURGERY CENTER LLC,15C0001129,1497782833,CARMEL,IN,46032,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,169,99.6,
SOUTHERN CALIFORNIA MEDICAL GASTROENTEROLOGY GROUP INC,05C0001193,1497788145,SANTA MONICA,CA,90404,2022,78.21,,N/A,5,1614,No Different Than the National Rate,10.2,7.8,13.5,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SOUTHERN CALIFORNIA MEDICAL GASTROENTEROLOGY GROUP INC,05C0001193,1497788145,SANTA MONICA,CA,90404,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,17,100,
PACIFIC SURGERY CENTER,05C0001139,1497788277,BURBANK,CA,91505,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.3,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PACIFIC SURGERY CENTER,05C0001139,1497788277,BURBANK,CA,91505,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,21,87.4,
CANYON PINOLE SURGERY CENTER LP,05C0001710,1497791040,PINOLE,CA,94564,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CANYON PINOLE SURGERY CENTER LP,05C0001710,1497791040,PINOLE,CA,94564,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DALLAS NEPHROLOGY ASSOCIATES DBA DALLAS NEPHROLOGY ASSOCIATES VASCULAR CENTER PLANO,45C0001645,1497797005,PLANO,TX,75093,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DALLAS NEPHROLOGY ASSOCIATES DBA DALLAS NEPHROLOGY ASSOCIATES VASCULAR CENTER PLANO,45C0001645,1497797005,PLANO,TX,75093,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,24,100,
WOOSTER MILLTOWN SPECIALTY AND SURGERY CENTER,36C0001173,1497801237,WOOSTER,OH,44691,2022,99.58,,N/A,5,483,No Different Than the National Rate,10.1,7.3,14,,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WOOSTER MILLTOWN SPECIALTY AND SURGERY CENTER,36C0001173,1497801237,WOOSTER,OH,44691,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,248,90.2,
INLAND OUTPATIENT CARE CENTERS INC,05C0001732,1497810428,RIVERSIDE,CA,92506,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
INLAND OUTPATIENT CARE CENTERS INC,05C0001732,1497810428,RIVERSIDE,CA,92506,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,8,N/A,1
VISION CARE CENTER A MEDICAL GROUP INC,05C0001017,1497834931,FRESNO,CA,93720,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.8,,0.35,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
VISION CARE CENTER A MEDICAL GROUP INC,05C0001017,1497834931,FRESNO,CA,93720,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,96,92.7,
EYE SURGERY CENTER,38C0001009,1497851893,ALBANY,OR,97322,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.36,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
EYE SURGERY CENTER,38C0001009,1497851893,ALBANY,OR,97322,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,15,64.4,
DOCTORS SURGERY CENTER INC,45C0001169,1497869267,NACOGDOCHES,TX,75965,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.13,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DOCTORS SURGERY CENTER INC,45C0001169,1497869267,NACOGDOCHES,TX,75965,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,26,76.9,
MERCED AMBULATORY ENDOSCOPY CENTER,05C0001293,1497895361,MERCED,CA,95348,2022,88.83,,N/A,5,456,No Different Than the National Rate,10.8,8,14.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MERCED AMBULATORY ENDOSCOPY CENTER,05C0001293,1497895361,MERCED,CA,95348,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,11,100,
DEKALB ENDOSCOPY CENTER LLC DBA DEKALB ENDOSCOPY CENTER,11C0001037,1497895676,DECATUR,GA,30033,2022,87.42,,N/A,5,1131,No Different Than the National Rate,10.2,7.5,13.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DEKALB ENDOSCOPY CENTER LLC DBA DEKALB ENDOSCOPY CENTER,11C0001037,1497895676,DECATUR,GA,30033,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,23,90.2,
MONTEBELLO MEDICAL CENTER INC,05C0001200,1497925994,MONTEBELLO,CA,90640,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MONTEBELLO MEDICAL CENTER INC,05C0001200,1497925994,MONTEBELLO,CA,90640,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,29,77.8,
ORTHOPAEDIC SURGERY CENTER OF ASHEVILLE LP,34C0001009,1497942460,ASHEVILLE,NC,28801,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0,,1030,No Different Than the National Rate,1.8,1.3,2.5,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ORTHOPAEDIC SURGERY CENTER OF ASHEVILLE LP,34C0001009,1497942460,ASHEVILLE,NC,28801,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,132,90.9,
IDAHO PHYSICAL MEDICINE AND REHABILITATION PA,13C0001064,1497949705,MERIDIAN,ID,83642,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
IDAHO PHYSICAL MEDICINE AND REHABILITATION PA,13C0001064,1497949705,MERIDIAN,ID,83642,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,14,100,
ZEITER EYE SURGICAL CENTER INC,05C0001787,1497951164,STOCKTON,CA,95210,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.3,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ZEITER EYE SURGICAL CENTER INC,05C0001787,1497951164,STOCKTON,CA,95210,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,26,100,
SOUTH SHORE SC LLC,33C0001112,1508005976,BAY SHORE,NY,11706,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,40,No Different Than the National Rate,2,1.3,3.1,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SOUTH SHORE SC LLC,33C0001112,1508005976,BAY SHORE,NY,11706,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,50,100,
PORTLAND CLINIC,38C0001087,1508040486,TIGARD,OR,97223,2022,N/A,5,N/A,5,262,No Different Than the National Rate,9.8,7,13.7,,100,,1.16,,35,No Different Than the National Rate,2.1,1.3,3.2,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
PORTLAND CLINIC,38C0001087,1508040486,TIGARD,OR,97223,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,83,80.8,
MOYE MEDICAL ENDOSCOPY CENTER LLC DBA EAST CAROLINA ENDOSCOPY CENTER,34C0001163,1508041666,GREENVILLE,NC,27834,2022,100,,N/A,5,476,No Different Than the National Rate,10.9,8,15.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MOYE MEDICAL ENDOSCOPY CENTER LLC DBA EAST CAROLINA ENDOSCOPY CENTER,34C0001163,1508041666,GREENVILLE,NC,27834,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,72,76.7,
SURGERY CENTER OF ATHENS LLC,11C0001389,1508135658,ATHENS,GA,30606,2022,88.24,,N/A,5,188,No Different Than the National Rate,10.5,7.6,14.7,,100,,0.15,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,101,No Different Than the National Rate,5.1,3.2,7.7,,,N/A,5
SURGERY CENTER OF ATHENS LLC,11C0001389,1508135658,ATHENS,GA,30606,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,106,99.7,
PACIFIC SPECIALIST SURGICAL CENTER LLC,05C0002027,1508144007,SAN FRANCISCO,CA,94102,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
PACIFIC SPECIALIST SURGICAL CENTER LLC,05C0002027,1508144007,SAN FRANCISCO,CA,94102,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SAINT LUKES GI DIAGNOSTICS LLC,26C0001028,1508169921,KANSAS CITY,MO,64111,2022,70.25,,N/A,5,1177,No Different Than the National Rate,11.3,8.4,15.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SAINT LUKES GI DIAGNOSTICS LLC,26C0001028,1508169921,KANSAS CITY,MO,64111,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,74,94.6,
