"Facility Name","Facility ID","NPI","City/Town","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-19 Total Cases","ASC-19 Performance Category","ASC-19 RSHV Rate","ASC-19 Interval Lower Limit","ASC-19 Interval Upper Limit","ASC-19 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
ESSENTIA HEALTH WAHPETON ASC,35C0001007,1548446669,WAHPETON,ND,58075,2022,100.00,,N/A,5,166,No Different Than the National Rate,10.0,6.8,14.3,,100.00,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
ESSENTIA HEALTH WAHPETON ASC,35C0001007,1548446669,WAHPETON,ND,58075,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,2,N/A,1
WILMINGTON HEALTH PLLC,34C0001029,1548456478,WILMINGTON,NC,28401,2022,N/A,5,N/A,5,965,No Different Than the National Rate,8.6,6.0,12.1,,N/A,5,N/A,5,42,No Different Than the National Rate,2.2,1.4,3.6,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
WILMINGTON HEALTH PLLC,34C0001029,1548456478,WILMINGTON,NC,28401,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,40,100.00,
PAVILION SPINE SURGERY CENTER LLC,11C0001314,1548459860,ATLANTA,GA,30327,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PAVILION SPINE SURGERY CENTER LLC,11C0001314,1548459860,ATLANTA,GA,30327,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
STEVENSON SURGERY CENTER,05C0001984,1548551377,FREMONT,CA,94538,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
STEVENSON SURGERY CENTER,05C0001984,1548551377,FREMONT,CA,94538,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
REX SURGERY CENTER OF CARY LLC,34C0001174,1548560600,CARY,NC,27511,2022,66.67,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,99.92,,N/A,5,69,No Different Than the National Rate,2.1,1.3,3.3,,225,No Different Than the National Rate,4.9,3.4,7.0,,210,No Different than expected,1.1,0.7,1.9,,,N/A,5
REX SURGERY CENTER OF CARY LLC,34C0001174,1548560600,CARY,NC,27511,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,95,97.90,
ST AGNES HEALTHCARE INC,21C0001463,1548562119,COLUMBIA,MD,21044,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,49,No Different than expected,0.9,0.5,1.6,,,N/A,5
ST AGNES HEALTHCARE INC,21C0001463,1548562119,COLUMBIA,MD,21044,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CAREPLEX ORTHOPAEDIC AMBULATORY SURGERY CENTER LLC,49C0001057,1548582463,HAMPTON,VA,23666,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5,1338,No Different Than the National Rate,2.0,1.5,2.6,,N/A,N/A,N/A,N/A,N/A,5,45,No Different than expected,1.0,0.6,1.8,,,N/A,5
CAREPLEX ORTHOPAEDIC AMBULATORY SURGERY CENTER LLC,49C0001057,1548582463,HAMPTON,VA,23666,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,63,52.00,
MID PENINSULA ENDOSCOPY,05C0001370,1548583651,BURLINGAME,CA,94010,2022,91.62,,N/A,5,2305,No Different Than the National Rate,9.7,7.3,12.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
MID PENINSULA ENDOSCOPY,05C0001370,1548583651,BURLINGAME,CA,94010,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,30,100.00,
KINETIX SURGERY CENTER INC,05C0002041,1548609472,SHERMAN OAKS,CA,91411,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
KINETIX SURGERY CENTER INC,05C0002041,1548609472,SHERMAN OAKS,CA,91411,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SEBASTIAN RIVER SURGERY CENTER DBA VERO BEACH FLORIDA ASC LLC,10C0001353,1548613755,VERO BEACH,FL,32960,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.00,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SEBASTIAN RIVER SURGERY CENTER DBA VERO BEACH FLORIDA ASC LLC,10C0001353,1548613755,VERO BEACH,FL,32960,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,33,83.30,
KALISPELL REGIONAL MEDICAL CENTER INC DBA POLSON HEALTH OUTPATIENT CENTER,27C0001026,1548626872,POLSON,MT,59860,2022,100.00,,N/A,5,143,No Different Than the National Rate,9.3,6.5,13.7,,100.00,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
KALISPELL REGIONAL MEDICAL CENTER INC DBA POLSON HEALTH OUTPATIENT CENTER,27C0001026,1548626872,POLSON,MT,59860,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,3,N/A,1
CHESTERTON SURGERY CENTER LLC,15C0001153,1548629181,CHESTERTON,IN,46304,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5,405,No Different Than the National Rate,2.6,1.8,3.8,,N/A,N/A,N/A,N/A,N/A,5,28,No Different than expected,1.1,0.6,1.9,,,N/A,5
CHESTERTON SURGERY CENTER LLC,15C0001153,1548629181,CHESTERTON,IN,46304,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,93,84.60,
MISSISSIPPI UROLOGY OUTPATIENT SURGERY CENTER LLC,25C0001088,1548655053,JACKSON,MS,39202,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,750,No Different Than the National Rate,4.8,3.6,6.2,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
MISSISSIPPI UROLOGY OUTPATIENT SURGERY CENTER LLC,25C0001088,1548655053,JACKSON,MS,39202,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,29,96.60,
SAS SURGERY CENTER LLC,05C0002076,1548674138,TORRANCE,CA,90505,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SAS SURGERY CENTER LLC,05C0002076,1548674138,TORRANCE,CA,90505,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LINCOLN DIGESTIVE HEALTH CENTER LLC,28C0001061,1548710775,LINCOLN,NE,68502,2022,90.48,,N/A,5,517,No Different Than the National Rate,11.0,7.9,15.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LINCOLN DIGESTIVE HEALTH CENTER LLC,28C0001061,1548710775,LINCOLN,NE,68502,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,14,100.00,
ARKANSAS OUTPATIENT SURGERY CENTER,04C0001090,1548712227,NORTH LITTLE ROCK,AR,72117,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ARKANSAS OUTPATIENT SURGERY CENTER,04C0001090,1548712227,NORTH LITTLE ROCK,AR,72117,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,9,N/A,1
OCR LOVELAND SURGERY CENTER,06C0001176,1548738495,LOVELAND,CO,80538,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5,1230,No Different Than the National Rate,2.5,1.9,3.3,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
OCR LOVELAND SURGERY CENTER,06C0001176,1548738495,LOVELAND,CO,80538,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,360,89.00,
SURGICAL STUDIOS LLC,31C0001336,1548755838,MULLICA HILL,NJ,08062,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.00,,45,No Different Than the National Rate,2.5,1.6,3.9,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SURGICAL STUDIOS LLC,31C0001336,1548755838,MULLICA HILL,NJ,08062,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,79,100.00,
NORTH ATLANTIC SURGICAL SUITES LLC,30C0001042,1548784556,SALEM,NH,03079,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5,369,No Different Than the National Rate,1.6,1.1,2.4,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTH ATLANTIC SURGICAL SUITES LLC,30C0001042,1548784556,SALEM,NH,03079,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,64,100.00,
NEPHROLOGY AND INTERNAL MEDICINE INC DBA INDIANA KIDNEY INSTITUTE,15C0001205,1548785116,INDIANAPOLIS,IN,46202,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NEPHROLOGY AND INTERNAL MEDICINE INC DBA INDIANA KIDNEY INSTITUTE,15C0001205,1548785116,INDIANAPOLIS,IN,46202,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,10,N/A,1
BRIDGEWATER AMBUALTORY SURGERY CENTER LLC,31C0001334,1548791593,BRIDGEWATER,NJ,08807,2022,85.88,,N/A,5,58,No Different Than the National Rate,10.0,6.6,14.7,,N/A,1,0.20,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
BRIDGEWATER AMBUALTORY SURGERY CENTER LLC,31C0001334,1548791593,BRIDGEWATER,NJ,08807,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,79,100.00,
NORTHRIDGE SURGICAL SUITES LLC,30C0001045,1548822620,NASHUA,NH,03062,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.69,,N/A,5,174,No Different Than the National Rate,2.2,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
NORTHRIDGE SURGICAL SUITES LLC,30C0001045,1548822620,NASHUA,NH,03062,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,60,89.90,
HEDWIG ASC LLC DBA HOUSTON PREMIER SURGERY CENTER IN THE VILLAGES,45C0001691,1548827637,HOUSTON,TX,77024,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,96.17,,N/A,5,45,No Different Than the National Rate,2.2,1.5,3.4,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
HEDWIG ASC LLC DBA HOUSTON PREMIER SURGERY CENTER IN THE VILLAGES,45C0001691,1548827637,HOUSTON,TX,77024,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,32,100.00,
DIGESTIVE HEALTH CENTER LLC,16C0001036,1548842180,WATERLOO,IA,50701,2022,35.35,,N/A,5,939,No Different Than the National Rate,9.4,6.9,13.0,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,7,,N/A,5
DIGESTIVE HEALTH CENTER LLC,16C0001036,1548842180,WATERLOO,IA,50701,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,26,96.20,
GUT ENDO LLC DBA CENTER FOR DIGESTIVE HEALTH,01C0001066,1548844384,DOTHAN,AL,36301,2022,N/A,5,N/A,5,1199,No Different Than the National Rate,10.2,7.5,13.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GUT ENDO LLC DBA CENTER FOR DIGESTIVE HEALTH,01C0001066,1548844384,DOTHAN,AL,36301,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SAINT LUKES SOUTH PAIN MANAGEMENT CENTER LLC,17C0001103,1548844400,OVERLAND PARK,KS,66223,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SAINT LUKES SOUTH PAIN MANAGEMENT CENTER LLC,17C0001103,1548844400,OVERLAND PARK,KS,66223,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,7,N/A,1
DURANGO SURGERY CENTER LLC DBA ANIMAS SURGICAL CENTER AT ESCALANTE,06C0001189,1548870603,DURANGO,CO,81303,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,95.38,,N/A,5,68,No Different Than the National Rate,2.4,1.5,3.8,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
DURANGO SURGERY CENTER LLC DBA ANIMAS SURGICAL CENTER AT ESCALANTE,06C0001189,1548870603,DURANGO,CO,81303,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,269,93.60,
CAPITAL ORTHOPAEDIC SURGERY CENTER LLC,21C0001629,1548896095,GERMANTOWN,MD,20876,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,83.33,,N/A,5,553,No Different Than the National Rate,1.8,1.3,2.5,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
CAPITAL ORTHOPAEDIC SURGERY CENTER LLC,21C0001629,1548896095,GERMANTOWN,MD,20876,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,97,85.60,
SOUTHWESTERN EYE CENTER LTD,03C0001057,1558305086,PHOENIX,AZ,85254,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.14,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SOUTHWESTERN EYE CENTER LTD,03C0001057,1558305086,PHOENIX,AZ,85254,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,17,78.10,
MINNESOTA VALLEY SURGERY CENTER,24C0001056,1558313544,BURNSVILLE,MN,55337,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.69,,N/A,5,293,No Different Than the National Rate,2.0,1.3,2.9,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
MINNESOTA VALLEY SURGERY CENTER,24C0001056,1558313544,BURNSVILLE,MN,55337,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,101,98.00,
SURGICARE OF JACKSON LTD,25C0001000,1558327213,JACKSON,MS,39216,2022,N/A,5,100.00,,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.76,,51,No Different Than the National Rate,2.1,1.3,3.4,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,244,No Different than expected,1.1,0.7,1.7,,,N/A,5
SURGICARE OF JACKSON LTD,25C0001000,1558327213,JACKSON,MS,39216,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,314,93.90,
DANBURY SURGICAL CENTER LP,07C0001002,1558327338,DANBURY,CT,06810,2022,52.94,,N/A,5,693,No Different Than the National Rate,10.2,7.2,14.4,,99.26,,0.20,,212,No Different Than the National Rate,3.0,2.0,4.6,,N/A,N/A,N/A,N/A,N/A,5,33,No Different than expected,1.0,0.6,1.9,,,N/A,5
DANBURY SURGICAL CENTER LP,07C0001002,1558327338,DANBURY,CT,06810,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,86,89.60,
NEWPORT BEACH ORANGE COAST ENDOSCOPY,05C0001309,1558328096,NEWPORT BEACH,CA,92663,2022,100.00,,N/A,5,2435,No Different Than the National Rate,8.7,6.6,11.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NEWPORT BEACH ORANGE COAST ENDOSCOPY,05C0001309,1558328096,NEWPORT BEACH,CA,92663,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,34,87.40,
THE SURGERY CENTER AT BENBROOK DBA BUTLER AMBULATORY SURGERY CENTER LLC,39C0001210,1558328518,BUTLER,PA,16001,2022,90.89,,N/A,5,953,No Different Than the National Rate,10.2,7.5,14.1,,100.00,,0.20,,211,No Different Than the National Rate,2.1,1.3,3.1,,71,No Different Than the National Rate,5.4,3.6,8.5,,25,No Different than expected,1.1,0.6,1.9,,,N/A,5
THE SURGERY CENTER AT BENBROOK DBA BUTLER AMBULATORY SURGERY CENTER LLC,39C0001210,1558328518,BUTLER,PA,16001,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,107,81.60,
MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS LLP DBA MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS,45C0001406,1558331801,THE WOODLANDS,TX,77380,2022,100.00,,N/A,5,361,No Different Than the National Rate,8.8,6.0,12.8,,100.00,,N/A,5,99,No Different Than the National Rate,2.3,1.5,3.5,,120,No Different Than the National Rate,5.0,3.4,7.4,,185,No Different than expected,1.1,0.7,1.7,,,N/A,5
MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS LLP DBA MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS,45C0001406,1558331801,THE WOODLANDS,TX,77380,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,160,95.00,
KEARNEY AMBULATORY SURGICAL CENTER LLC DBA HEARTLAND SURGERY CENTER,28C0001028,1558337790,KEARNEY,NE,68845,2022,98.62,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
KEARNEY AMBULATORY SURGICAL CENTER LLC DBA HEARTLAND SURGERY CENTER,28C0001028,1558337790,KEARNEY,NE,68845,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,118,83.00,
PREMIER SURGERY CENTER,05C0001610,1558339424,CONCORD,CA,94520,2022,100.00,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,100.00,,0.00,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PREMIER SURGERY CENTER,05C0001610,1558339424,CONCORD,CA,94520,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
