"State","Measure ID","Measure Name","Number of Hospitals Worse","Number of Hospitals Same","Number of Hospitals Better","Number of Hospitals Too Few","Footnote","Start Date","End Date"
MS,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,19,0,17,,07/01/2018,12/31/2019
MS,PSI_06,Iatrogenic pneumothorax rate,0,60,0,1,,07/01/2018,12/31/2019
MS,PSI_08,In-hospital fall with hip fracture rate,0,60,0,1,,07/01/2018,12/31/2019
MS,PSI_09,Perioperative hemorrhage or hematoma rate,1,41,0,5,,07/01/2018,12/31/2019
MS,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,36,0,6,,07/01/2018,12/31/2019
MS,PSI_11,Postoperative respiratory failure rate,1,33,0,8,,07/01/2018,12/31/2019
MS,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,2,40,0,5,,07/01/2018,12/31/2019
MS,PSI_13,Postoperative sepsis rate,0,33,0,9,,07/01/2018,12/31/2019
MS,PSI_14,Postoperative wound dehiscence rate,0,38,0,7,,07/01/2018,12/31/2019
MS,PSI_15,Abdominopelvic accidental puncture or laceration rate,0,43,0,4,,07/01/2018,12/31/2019
MS,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,4,57,0,Not Available,,07/01/2018,12/31/2019
MT,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,22,0,5,,04/01/2017,10/02/2019
MT,MORT_30_AMI,Death rate for heart attack patients,0,9,0,22,,07/01/2017,12/01/2019
MT,MORT_30_CABG,Death rate for CABG surgery patients,1,4,0,0,,07/01/2017,12/01/2019
MT,MORT_30_COPD,Death rate for COPD patients,0,24,0,32,,07/01/2017,12/01/2019
MT,MORT_30_HF,Death rate for heart failure patients,1,18,0,39,,07/01/2017,12/01/2019
MT,MORT_30_PN,Death rate for pneumonia patients,0,33,0,27,,07/01/2017,12/01/2019
MT,MORT_30_STK,Death rate for stroke patients,0,11,0,31,,07/01/2017,12/01/2019
MT,PSI_03,Pressure ulcer rate,0,14,0,0,,07/01/2018,12/31/2019
MT,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,7,0,4,,07/01/2018,12/31/2019
MT,PSI_06,Iatrogenic pneumothorax rate,0,14,0,0,,07/01/2018,12/31/2019
MT,PSI_08,In-hospital fall with hip fracture rate,0,14,0,0,,07/01/2018,12/31/2019
MT,PSI_09,Perioperative hemorrhage or hematoma rate,0,13,0,1,,07/01/2018,12/31/2019
MT,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,13,0,0,,07/01/2018,12/31/2019
MT,PSI_11,Postoperative respiratory failure rate,0,13,0,0,,07/01/2018,12/31/2019
MT,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0,13,0,1,,07/01/2018,12/31/2019
MT,PSI_13,Postoperative sepsis rate,0,13,0,0,,07/01/2018,12/31/2019
MT,PSI_14,Postoperative wound dehiscence rate,0,12,0,1,,07/01/2018,12/31/2019
MT,PSI_15,Abdominopelvic accidental puncture or laceration rate,1,11,0,2,,07/01/2018,12/31/2019
MT,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0,14,0,Not Available,,07/01/2018,12/31/2019
NC,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,77,3,10,,04/01/2017,10/02/2019
NC,MORT_30_AMI,Death rate for heart attack patients,1,59,0,39,,07/01/2017,12/01/2019
NC,MORT_30_CABG,Death rate for CABG surgery patients,1,20,1,0,,07/01/2017,12/01/2019
NC,MORT_30_COPD,Death rate for COPD patients,2,95,0,9,,07/01/2017,12/01/2019
NC,MORT_30_HF,Death rate for heart failure patients,3,91,2,10,,07/01/2017,12/01/2019
NC,MORT_30_PN,Death rate for pneumonia patients,16,85,2,4,,07/01/2017,12/01/2019
NC,MORT_30_STK,Death rate for stroke patients,4,76,0,21,,07/01/2017,12/01/2019
NC,PSI_03,Pressure ulcer rate,6,82,1,0,,07/01/2018,12/31/2019
NC,PSI_04,Death rate among surgical inpatients with serious treatable complications,1,40,0,39,,07/01/2018,12/31/2019
NC,PSI_06,Iatrogenic pneumothorax rate,1,88,0,0,,07/01/2018,12/31/2019
NC,PSI_08,In-hospital fall with hip fracture rate,0,89,0,0,,07/01/2018,12/31/2019
NC,PSI_09,Perioperative hemorrhage or hematoma rate,0,83,0,2,,07/01/2018,12/31/2019
NC,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,78,0,4,,07/01/2018,12/31/2019
NC,PSI_11,Postoperative respiratory failure rate,0,77,1,4,,07/01/2018,12/31/2019
NC,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,3,80,0,2,,07/01/2018,12/31/2019
NC,PSI_13,Postoperative sepsis rate,0,76,0,5,,07/01/2018,12/31/2019
NC,PSI_14,Postoperative wound dehiscence rate,0,80,0,5,,07/01/2018,12/31/2019
NC,PSI_15,Abdominopelvic accidental puncture or laceration rate,1,82,0,3,,07/01/2018,12/31/2019
NC,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,4,84,1,Not Available,,07/01/2018,12/31/2019
ND,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,10,0,1,,04/01/2017,10/02/2019
ND,MORT_30_AMI,Death rate for heart attack patients,0,6,0,24,,07/01/2017,12/01/2019
ND,MORT_30_CABG,Death rate for CABG surgery patients,0,6,0,0,,07/01/2017,12/01/2019
ND,MORT_30_COPD,Death rate for COPD patients,0,14,0,30,,07/01/2017,12/01/2019
ND,MORT_30_HF,Death rate for heart failure patients,0,16,0,28,,07/01/2017,12/01/2019
ND,MORT_30_PN,Death rate for pneumonia patients,1,28,1,13,,07/01/2017,12/01/2019
ND,MORT_30_STK,Death rate for stroke patients,0,7,0,21,,07/01/2017,12/01/2019
ND,PSI_03,Pressure ulcer rate,2,6,0,0,,07/01/2018,12/31/2019
ND,PSI_04,Death rate among surgical inpatients with serious treatable complications,1,5,0,0,,07/01/2018,12/31/2019
ND,PSI_06,Iatrogenic pneumothorax rate,0,8,0,0,,07/01/2018,12/31/2019
ND,PSI_08,In-hospital fall with hip fracture rate,0,8,0,0,,07/01/2018,12/31/2019
ND,PSI_09,Perioperative hemorrhage or hematoma rate,0,7,0,0,,07/01/2018,12/31/2019
ND,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,7,0,0,,07/01/2018,12/31/2019
ND,PSI_11,Postoperative respiratory failure rate,0,7,0,0,,07/01/2018,12/31/2019
ND,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0,7,0,0,,07/01/2018,12/31/2019
ND,PSI_13,Postoperative sepsis rate,0,7,0,0,,07/01/2018,12/31/2019
ND,PSI_14,Postoperative wound dehiscence rate,0,7,0,0,,07/01/2018,12/31/2019
ND,PSI_15,Abdominopelvic accidental puncture or laceration rate,1,6,0,0,,07/01/2018,12/31/2019
ND,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,2,6,0,Not Available,,07/01/2018,12/31/2019
NE,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,37,0,20,,04/01/2017,10/02/2019
NE,MORT_30_AMI,Death rate for heart attack patients,0,18,0,45,,07/01/2017,12/01/2019
NE,MORT_30_CABG,Death rate for CABG surgery patients,0,8,0,0,,07/01/2017,12/01/2019
NE,MORT_30_COPD,Death rate for COPD patients,0,34,0,48,,07/01/2017,12/01/2019
NE,MORT_30_HF,Death rate for heart failure patients,2,30,0,51,,07/01/2017,12/01/2019
NE,MORT_30_PN,Death rate for pneumonia patients,1,66,0,17,,07/01/2017,12/01/2019
NE,MORT_30_STK,Death rate for stroke patients,1,18,0,56,,07/01/2017,12/01/2019
NE,PSI_03,Pressure ulcer rate,0,24,0,0,,07/01/2018,12/31/2019
NE,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,14,0,6,,07/01/2018,12/31/2019
NE,PSI_06,Iatrogenic pneumothorax rate,0,24,0,0,,07/01/2018,12/31/2019
NE,PSI_08,In-hospital fall with hip fracture rate,0,24,0,0,,07/01/2018,12/31/2019
NE,PSI_09,Perioperative hemorrhage or hematoma rate,1,23,0,0,,07/01/2018,12/31/2019
NE,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,23,0,1,,07/01/2018,12/31/2019
NE,PSI_11,Postoperative respiratory failure rate,0,23,0,1,,07/01/2018,12/31/2019
NE,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0,23,1,0,,07/01/2018,12/31/2019
NE,PSI_13,Postoperative sepsis rate,0,23,0,1,,07/01/2018,12/31/2019
NE,PSI_14,Postoperative wound dehiscence rate,0,21,0,2,,07/01/2018,12/31/2019
NE,PSI_15,Abdominopelvic accidental puncture or laceration rate,0,23,0,1,,07/01/2018,12/31/2019
NE,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0,23,1,Not Available,,07/01/2018,12/31/2019
NH,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,21,0,3,,04/01/2017,10/02/2019
NH,MORT_30_AMI,Death rate for heart attack patients,0,11,1,14,,07/01/2017,12/01/2019
NH,MORT_30_CABG,Death rate for CABG surgery patients,0,4,0,0,,07/01/2017,12/01/2019
NH,MORT_30_COPD,Death rate for COPD patients,0,24,0,2,,07/01/2017,12/01/2019
NH,MORT_30_HF,Death rate for heart failure patients,2,23,0,1,,07/01/2017,12/01/2019
NH,MORT_30_PN,Death rate for pneumonia patients,1,25,0,0,,07/01/2017,12/01/2019
NH,MORT_30_STK,Death rate for stroke patients,1,16,0,9,,07/01/2017,12/01/2019
NH,PSI_03,Pressure ulcer rate,0,12,1,0,,07/01/2018,12/31/2019
NH,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,6,0,7,,07/01/2018,12/31/2019
NH,PSI_06,Iatrogenic pneumothorax rate,0,13,0,0,,07/01/2018,12/31/2019
NH,PSI_08,In-hospital fall with hip fracture rate,0,13,0,0,,07/01/2018,12/31/2019
NH,PSI_09,Perioperative hemorrhage or hematoma rate,1,12,0,0,,07/01/2018,12/31/2019
NH,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,13,0,0,,07/01/2018,12/31/2019
NH,PSI_11,Postoperative respiratory failure rate,0,13,0,0,,07/01/2018,12/31/2019
NH,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0,13,0,0,,07/01/2018,12/31/2019
NH,PSI_13,Postoperative sepsis rate,0,13,0,0,,07/01/2018,12/31/2019
NH,PSI_14,Postoperative wound dehiscence rate,0,13,0,0,,07/01/2018,12/31/2019
NH,PSI_15,Abdominopelvic accidental puncture or laceration rate,1,12,0,0,,07/01/2018,12/31/2019
NH,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0,13,0,Not Available,,07/01/2018,12/31/2019
NJ,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,1,46,3,12,,04/01/2017,10/02/2019
NJ,MORT_30_AMI,Death rate for heart attack patients,0,63,1,1,,07/01/2017,12/01/2019
NJ,MORT_30_CABG,Death rate for CABG surgery patients,0,15,0,3,,07/01/2017,12/01/2019
NJ,MORT_30_COPD,Death rate for COPD patients,1,61,1,2,,07/01/2017,12/01/2019
NJ,MORT_30_HF,Death rate for heart failure patients,0,59,6,0,,07/01/2017,12/01/2019
NJ,MORT_30_PN,Death rate for pneumonia patients,8,55,2,0,,07/01/2017,12/01/2019
NJ,MORT_30_STK,Death rate for stroke patients,0,55,4,4,,07/01/2017,12/01/2019
NJ,PSI_03,Pressure ulcer rate,5,59,1,0,,07/01/2018,12/31/2019
NJ,PSI_04,Death rate among surgical inpatients with serious treatable complications,1,46,1,17,,07/01/2018,12/31/2019
NJ,PSI_06,Iatrogenic pneumothorax rate,0,65,0,0,,07/01/2018,12/31/2019
NJ,PSI_08,In-hospital fall with hip fracture rate,0,65,0,0,,07/01/2018,12/31/2019
NJ,PSI_09,Perioperative hemorrhage or hematoma rate,0,65,0,0,,07/01/2018,12/31/2019
NJ,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,62,0,3,,07/01/2018,12/31/2019
NJ,PSI_11,Postoperative respiratory failure rate,1,60,0,4,,07/01/2018,12/31/2019
NJ,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,3,62,0,0,,07/01/2018,12/31/2019
NJ,PSI_13,Postoperative sepsis rate,2,59,1,3,,07/01/2018,12/31/2019
NJ,PSI_14,Postoperative wound dehiscence rate,0,63,0,2,,07/01/2018,12/31/2019
NJ,PSI_15,Abdominopelvic accidental puncture or laceration rate,0,65,0,0,,07/01/2018,12/31/2019
NJ,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,3,59,3,Not Available,,07/01/2018,12/31/2019
NM,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,2,16,0,8,,04/01/2017,10/02/2019
NM,MORT_30_AMI,Death rate for heart attack patients,0,13,0,23,,07/01/2017,12/01/2019
NM,MORT_30_CABG,Death rate for CABG surgery patients,0,3,0,2,,07/01/2017,12/01/2019
NM,MORT_30_COPD,Death rate for COPD patients,0,27,0,14,,07/01/2017,12/01/2019
NM,MORT_30_HF,Death rate for heart failure patients,1,26,1,12,,07/01/2017,12/01/2019
NM,MORT_30_PN,Death rate for pneumonia patients,0,36,0,5,,07/01/2017,12/01/2019
NM,MORT_30_STK,Death rate for stroke patients,0,12,0,26,,07/01/2017,12/01/2019
NM,PSI_03,Pressure ulcer rate,4,27,0,1,,07/01/2018,12/31/2019
NM,PSI_04,Death rate among surgical inpatients with serious treatable complications,1,7,0,15,,07/01/2018,12/31/2019
NM,PSI_06,Iatrogenic pneumothorax rate,0,31,0,1,,07/01/2018,12/31/2019
NM,PSI_08,In-hospital fall with hip fracture rate,0,31,0,1,,07/01/2018,12/31/2019
NM,PSI_09,Perioperative hemorrhage or hematoma rate,0,25,0,2,,07/01/2018,12/31/2019
NM,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,21,0,3,,07/01/2018,12/31/2019
NM,PSI_11,Postoperative respiratory failure rate,0,21,0,3,,07/01/2018,12/31/2019
NM,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,1,25,0,1,,07/01/2018,12/31/2019
NM,PSI_13,Postoperative sepsis rate,0,21,0,3,,07/01/2018,12/31/2019
NM,PSI_14,Postoperative wound dehiscence rate,0,22,0,5,,07/01/2018,12/31/2019
NM,PSI_15,Abdominopelvic accidental puncture or laceration rate,0,27,0,2,,07/01/2018,12/31/2019
NM,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,3,29,0,Not Available,,07/01/2018,12/31/2019
NV,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,24,0,4,,04/01/2017,10/02/2019
NV,MORT_30_AMI,Death rate for heart attack patients,0,20,0,11,,07/01/2017,12/01/2019
NV,MORT_30_CABG,Death rate for CABG surgery patients,0,12,0,0,,07/01/2017,12/01/2019
NV,MORT_30_COPD,Death rate for COPD patients,1,28,0,7,,07/01/2017,12/01/2019
NV,MORT_30_HF,Death rate for heart failure patients,0,24,4,6,,07/01/2017,12/01/2019
NV,MORT_30_PN,Death rate for pneumonia patients,1,28,2,6,,07/01/2017,12/01/2019
NV,MORT_30_STK,Death rate for stroke patients,2,14,1,11,,07/01/2017,12/01/2019
NV,PSI_03,Pressure ulcer rate,2,22,0,0,,07/01/2018,12/31/2019
NV,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,14,1,6,,07/01/2018,12/31/2019
NV,PSI_06,Iatrogenic pneumothorax rate,0,24,0,0,,07/01/2018,12/31/2019
NV,PSI_08,In-hospital fall with hip fracture rate,0,24,0,0,,07/01/2018,12/31/2019
NV,PSI_09,Perioperative hemorrhage or hematoma rate,0,22,0,0,,07/01/2018,12/31/2019
NV,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,22,0,0,,07/01/2018,12/31/2019
NV,PSI_11,Postoperative respiratory failure rate,2,20,0,0,,07/01/2018,12/31/2019
NV,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,1,21,0,0,,07/01/2018,12/31/2019
NV,PSI_13,Postoperative sepsis rate,0,22,0,0,,07/01/2018,12/31/2019
NV,PSI_14,Postoperative wound dehiscence rate,0,20,0,2,,07/01/2018,12/31/2019
NV,PSI_15,Abdominopelvic accidental puncture or laceration rate,0,21,0,1,,07/01/2018,12/31/2019
NV,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,1,22,1,Not Available,,07/01/2018,12/31/2019
NY,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,102,2,38,,04/01/2017,10/02/2019
NY,MORT_30_AMI,Death rate for heart attack patients,0,107,3,49,,07/01/2017,12/01/2019
NY,MORT_30_CABG,Death rate for CABG surgery patients,0,30,2,3,,07/01/2017,12/01/2019
NY,MORT_30_COPD,Death rate for COPD patients,1,146,2,21,,07/01/2017,12/01/2019
NY,MORT_30_HF,Death rate for heart failure patients,6,123,21,19,,07/01/2017,12/01/2019
NY,MORT_30_PN,Death rate for pneumonia patients,6,133,20,12,,07/01/2017,12/01/2019
NY,MORT_30_STK,Death rate for stroke patients,6,94,8,45,,07/01/2017,12/01/2019
NY,PSI_03,Pressure ulcer rate,34,115,1,2,,07/01/2018,12/31/2019
NY,PSI_04,Death rate among surgical inpatients with serious treatable complications,4,65,1,56,,07/01/2018,12/31/2019
NY,PSI_06,Iatrogenic pneumothorax rate,0,151,0,1,,07/01/2018,12/31/2019
NY,PSI_08,In-hospital fall with hip fracture rate,0,150,0,2,,07/01/2018,12/31/2019
NY,PSI_09,Perioperative hemorrhage or hematoma rate,4,138,1,3,,07/01/2018,12/31/2019
NY,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,130,0,14,,07/01/2018,12/31/2019
NY,PSI_11,Postoperative respiratory failure rate,1,123,2,17,,07/01/2018,12/31/2019
NY,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,5,138,0,3,,07/01/2018,12/31/2019
NY,PSI_13,Postoperative sepsis rate,3,121,1,19,,07/01/2018,12/31/2019
NY,PSI_14,Postoperative wound dehiscence rate,0,129,0,16,,07/01/2018,12/31/2019
NY,PSI_15,Abdominopelvic accidental puncture or laceration rate,3,140,0,3,,07/01/2018,12/31/2019
NY,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,24,125,3,Not Available,,07/01/2018,12/31/2019
OH,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,130,1,20,,04/01/2017,10/02/2019
OH,MORT_30_AMI,Death rate for heart attack patients,1,81,1,66,,07/01/2017,12/01/2019
OH,MORT_30_CABG,Death rate for CABG surgery patients,0,47,1,9,,07/01/2017,12/01/2019
OH,MORT_30_COPD,Death rate for COPD patients,2,140,1,13,,07/01/2017,12/01/2019
OH,MORT_30_HF,Death rate for heart failure patients,3,125,14,13,,07/01/2017,12/01/2019
OH,MORT_30_PN,Death rate for pneumonia patients,0,134,13,10,,07/01/2017,12/01/2019
OH,MORT_30_STK,Death rate for stroke patients,1,86,2,58,,07/01/2017,12/01/2019
OH,PSI_03,Pressure ulcer rate,6,122,1,5,,07/01/2018,12/31/2019
OH,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,53,1,54,,07/01/2018,12/31/2019
OH,PSI_06,Iatrogenic pneumothorax rate,3,131,0,1,,07/01/2018,12/31/2019
OH,PSI_08,In-hospital fall with hip fracture rate,0,134,0,1,,07/01/2018,12/31/2019
OH,PSI_09,Perioperative hemorrhage or hematoma rate,0,126,1,4,,07/01/2018,12/31/2019
OH,PSI_10,Postoperative acute kidney injury requiring dialysis rate,1,122,0,6,,07/01/2018,12/31/2019
OH,PSI_11,Postoperative respiratory failure rate,2,119,0,9,,07/01/2018,12/31/2019
OH,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,3,122,2,4,,07/01/2018,12/31/2019
OH,PSI_13,Postoperative sepsis rate,0,122,1,7,,07/01/2018,12/31/2019
OH,PSI_14,Postoperative wound dehiscence rate,0,110,0,14,,07/01/2018,12/31/2019
OH,PSI_15,Abdominopelvic accidental puncture or laceration rate,1,119,0,8,,07/01/2018,12/31/2019
OH,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,6,128,1,Not Available,,07/01/2018,12/31/2019
OK,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,3,44,1,14,,04/01/2017,10/02/2019
OK,MORT_30_AMI,Death rate for heart attack patients,0,31,0,54,,07/01/2017,12/01/2019
OK,MORT_30_CABG,Death rate for CABG surgery patients,2,12,0,2,,07/01/2017,12/01/2019
OK,MORT_30_COPD,Death rate for COPD patients,0,75,0,41,,07/01/2017,12/01/2019
OK,MORT_30_HF,Death rate for heart failure patients,2,62,1,52,,07/01/2017,12/01/2019
OK,MORT_30_PN,Death rate for pneumonia patients,5,91,0,21,,07/01/2017,12/01/2019
OK,MORT_30_STK,Death rate for stroke patients,2,33,0,59,,07/01/2017,12/01/2019
OK,PSI_03,Pressure ulcer rate,0,78,1,4,,07/01/2018,12/31/2019
OK,PSI_04,Death rate among surgical inpatients with serious treatable complications,1,24,0,24,,07/01/2018,12/31/2019
OK,PSI_06,Iatrogenic pneumothorax rate,1,80,0,5,,07/01/2018,12/31/2019
OK,PSI_08,In-hospital fall with hip fracture rate,0,80,0,6,,07/01/2018,12/31/2019
OK,PSI_09,Perioperative hemorrhage or hematoma rate,0,63,0,10,,07/01/2018,12/31/2019
OK,PSI_10,Postoperative acute kidney injury requiring dialysis rate,2,59,0,7,,07/01/2018,12/31/2019
OK,PSI_11,Postoperative respiratory failure rate,2,57,0,9,,07/01/2018,12/31/2019
OK,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,1,62,0,10,,07/01/2018,12/31/2019
OK,PSI_13,Postoperative sepsis rate,0,57,1,8,,07/01/2018,12/31/2019
OK,PSI_14,Postoperative wound dehiscence rate,0,50,0,15,,07/01/2018,12/31/2019
OK,PSI_15,Abdominopelvic accidental puncture or laceration rate,0,60,0,15,,07/01/2018,12/31/2019
OK,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0,85,1,Not Available,,07/01/2018,12/31/2019
OR,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,40,0,8,,04/01/2017,10/02/2019
OR,MORT_30_AMI,Death rate for heart attack patients,0,23,0,34,,07/01/2017,12/01/2019
OR,MORT_30_CABG,Death rate for CABG surgery patients,0,10,0,1,,07/01/2017,12/01/2019
OR,MORT_30_COPD,Death rate for COPD patients,0,44,1,16,,07/01/2017,12/01/2019
OR,MORT_30_HF,Death rate for heart failure patients,8,41,2,9,,07/01/2017,12/01/2019
OR,MORT_30_PN,Death rate for pneumonia patients,2,52,2,5,,07/01/2017,12/01/2019
OR,MORT_30_STK,Death rate for stroke patients,3,31,0,25,,07/01/2017,12/01/2019
OR,PSI_03,Pressure ulcer rate,0,36,0,0,,07/01/2018,12/31/2019
OR,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,16,1,13,,07/01/2018,12/31/2019
OR,PSI_06,Iatrogenic pneumothorax rate,0,36,0,0,,07/01/2018,12/31/2019
OR,PSI_08,In-hospital fall with hip fracture rate,0,36,0,0,,07/01/2018,12/31/2019
OR,PSI_09,Perioperative hemorrhage or hematoma rate,0,34,0,0,,07/01/2018,12/31/2019
OR,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,33,0,1,,07/01/2018,12/31/2019
OR,PSI_11,Postoperative respiratory failure rate,0,33,0,1,,07/01/2018,12/31/2019
OR,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,1,32,1,0,,07/01/2018,12/31/2019
OR,PSI_13,Postoperative sepsis rate,0,33,0,1,,07/01/2018,12/31/2019
OR,PSI_14,Postoperative wound dehiscence rate,0,33,0,1,,07/01/2018,12/31/2019
OR,PSI_15,Abdominopelvic accidental puncture or laceration rate,1,33,0,2,,07/01/2018,12/31/2019
OR,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0,34,2,Not Available,,07/01/2018,12/31/2019
PA,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,2,121,3,26,,04/01/2017,10/02/2019
PA,MORT_30_AMI,Death rate for heart attack patients,0,102,0,52,,07/01/2017,12/01/2019
PA,MORT_30_CABG,Death rate for CABG surgery patients,0,49,2,7,,07/01/2017,12/01/2019
PA,MORT_30_COPD,Death rate for COPD patients,0,145,0,13,,07/01/2017,12/01/2019
PA,MORT_30_HF,Death rate for heart failure patients,2,135,11,10,,07/01/2017,12/01/2019
PA,MORT_30_PN,Death rate for pneumonia patients,6,137,10,6,,07/01/2017,12/01/2019
PA,MORT_30_STK,Death rate for stroke patients,1,104,0,44,,07/01/2017,12/01/2019
PA,PSI_03,Pressure ulcer rate,11,139,1,2,,07/01/2018,12/31/2019
PA,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,62,4,52,,07/01/2018,12/31/2019
PA,PSI_06,Iatrogenic pneumothorax rate,0,152,0,2,,07/01/2018,12/31/2019
PA,PSI_08,In-hospital fall with hip fracture rate,0,151,0,3,,07/01/2018,12/31/2019
PA,PSI_09,Perioperative hemorrhage or hematoma rate,1,136,1,9,,07/01/2018,12/31/2019
PA,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,128,0,15,,07/01/2018,12/31/2019
PA,PSI_11,Postoperative respiratory failure rate,0,126,1,16,,07/01/2018,12/31/2019
PA,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,4,133,1,9,,07/01/2018,12/31/2019
PA,PSI_13,Postoperative sepsis rate,0,126,1,14,,07/01/2018,12/31/2019
PA,PSI_14,Postoperative wound dehiscence rate,0,124,0,16,,07/01/2018,12/31/2019
PA,PSI_15,Abdominopelvic accidental puncture or laceration rate,4,128,0,13,,07/01/2018,12/31/2019
PA,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,7,146,1,Not Available,,07/01/2018,12/31/2019
PR,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,0,5,0,23,,04/01/2017,10/02/2019
PR,MORT_30_AMI,Death rate for heart attack patients,0,10,0,35,,07/01/2017,12/01/2019
PR,MORT_30_CABG,Death rate for CABG surgery patients,0,1,0,7,,07/01/2017,12/01/2019
PR,MORT_30_COPD,Death rate for COPD patients,0,5,0,39,,07/01/2017,12/01/2019
PR,MORT_30_HF,Death rate for heart failure patients,0,16,0,30,,07/01/2017,12/01/2019
PR,MORT_30_PN,Death rate for pneumonia patients,2,17,0,30,,07/01/2017,12/01/2019
PR,MORT_30_STK,Death rate for stroke patients,0,4,0,41,,07/01/2017,12/01/2019
PR,PSI_03,Pressure ulcer rate,0,1,0,0,,07/01/2018,12/31/2019
PR,PSI_04,Death rate among surgical inpatients with serious treatable complications,0,1,0,0,,07/01/2018,12/31/2019
PR,PSI_06,Iatrogenic pneumothorax rate,0,1,0,0,,07/01/2018,12/31/2019
PR,PSI_08,In-hospital fall with hip fracture rate,0,1,0,0,,07/01/2018,12/31/2019
PR,PSI_09,Perioperative hemorrhage or hematoma rate,0,1,0,0,,07/01/2018,12/31/2019
PR,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0,1,0,0,,07/01/2018,12/31/2019
PR,PSI_11,Postoperative respiratory failure rate,0,1,0,0,,07/01/2018,12/31/2019
PR,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0,1,0,0,,07/01/2018,12/31/2019
PR,PSI_13,Postoperative sepsis rate,0,1,0,0,,07/01/2018,12/31/2019
PR,PSI_14,Postoperative wound dehiscence rate,0,1,0,0,,07/01/2018,12/31/2019
PR,PSI_15,Abdominopelvic accidental puncture or laceration rate,0,1,0,0,,07/01/2018,12/31/2019
PR,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,0,1,0,Not Available,,07/01/2018,12/31/2019
