"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
31C0001269,SURGICAL SPECIALISTS AT PRINCETON LLC,136 MAIN ST. STE. 100,PRINCETON,NJ,08540,,(609) 853-2261,98,2,0,99,91,8,1,95,88,11,1,95,87,11,2,94,,1419,445,31,07/01/2019,12/31/2020
31C0001316,JACKSON SURGICAL CENTER LLC,27 SOUTH COOKS BRIDGE RD SUITE L2,JACKSON,NJ,08527,,(732) 961-5737,98,2,0,99,92,7,1,95,90,9,1,96,88,11,1,95,,1014,531,52,07/01/2019,12/31/2020
32C0001107,NEW MEXICO ORTHOPAEDIC SURGERY CENTER LP DBA NEW MEXICO ORTHOPAEDIC SURGERY CENTER,201 CEDAR ST SOUTHEAST SUITE 7650,ALBUQUERQUE,NM,87106,,(505) 724-4394,96,3,1,98,88,10,2,93,86,12,2,94,82,15,3,92,,1413,394,28,07/01/2019,12/31/2020
32C0001119,DAVITA MEDICAL GROUP,5400 GIBSON BLVD. SE,ALBUQUERQUE,NM,87109,,(505) 262-7126,95,4,1,97,87,10,3,92,77,17,6,90,71,24,5,88,,2089,594,28,07/01/2019,12/31/2020
34C0001032,IREDELL SURGICAL ASSOCIATES LLP,1720 DAVIE AVE.,STATESVILLE,NC,28677,,(704) 871-0081,,,,,,,,,,,,,,,,,4,,,,,
34C0001103,HIGH POINT SURGERY CENTER LLC,600 NORTH LINDSAY ST,HIGH POINT,NC,27262,,(336) 878-6428,98,2,0,99,94,5,1,96,90,9,1,96,86,12,2,94,,1527,394,26,07/01/2019,12/31/2020
34C0001112,NOVANT HEALTH SOUTHPARK SURGERY CENTER,6035 FAIRVIEW RD SUITE 3,CHARLOTTE,NC,28210,,(336) 277-8770,96,3,1,98,91,7,2,94,89,9,2,95,85,13,2,94,,1060,310,29,07/01/2019,12/31/2020
34C0001137,CAROLINAS PHYSICIANS NETWORK INC DBA CAROLINAS GASTROENTEROLOGY CENTER BALLANTYNE,15110 JOHN J DELANEY DR SUITE 120,CHARLOTTE,NC,28277,,(704) 512-2140,96,3,1,98,95,4,1,97,92,7,1,96,89,10,1,96,,2583,538,21,07/01/2019,12/31/2020
34C0001138,CAROLINAS PHYSICIANS NETWORK INC DBA CAROLINAS GASTROENTEROLOGY MEDICAL CENTER PLAZA,1000 BLYTHE BLVD SUITE 400,CHARLOTTE,NC,28203,,(704) 355-4178,97,3,0,98,93,6,1,96,93,6,1,96,90,9,1,96,,4403,1048,24,07/01/2019,12/31/2020
34C0001150,CAROLINA ENDOSCOPY CENTER HUNTERSVILLE,16455 STATESVILLE RD SUITE 114,HUNTERSVILLE,NC,28078,,(704) 237-9290,98,2,0,99,93,6,1,96,89,10,1,95,88,11,1,96,,1547,479,31,07/01/2019,12/31/2020
34C0001151,CAROLINA HEALTHCARE ASSOCIATES INC,1415 MEDICAL CTR DR,WILMINGTON,NC,28401,,(910) 362-4201,98,2,0,99,93,6,1,96,93,6,1,96,92,7,1,97,,2162,787,36,07/01/2019,12/31/2020
34C0001154,NOVANT HEALTH BALLANTYNE OUTPATIENT SURGERY,200 HAWTHORNE LANE,CHARLOTTE,NC,28204,,(336) 277-8770,99,1,0,99,91,8,1,95,92,7,1,96,87,12,1,95,,1228,225,18,07/01/2019,12/31/2020
34C0001159,PRIVATE DIAGNOSTIC CLINIC PLLC,"BRIER CREEK MEDICAL PAVILLION, 10207 CERNY ST., ST",RALEIGH,NC,27617,,(919) 660-0620,97,3,0,98,91,8,1,95,88,12,0,95,85,13,2,94,,764,151,20,07/01/2019,12/31/2020
34C0001165,WAKE ENDOSCOPY CENTER LLC,2601 LAKE DR. S 201,RALEIGH,NC,27607,,(919) 341-3529,97,3,0,98,93,5,2,95,81,19,0,94,88,12,0,96,,945,102,11,07/01/2019,12/31/2020
34C0001168,NOVANT HEALTH HUNTERSVILLE OUTPATIENT SURGERY,10030 GILEAD RD,HUNTERSVILLE,NC,28078,,(336) 277-8770,97,3,0,98,93,6,1,96,90,9,1,96,88,11,1,96,,1752,545,31,07/01/2019,12/31/2020
34C0001172,WAKE FOREST OUTPATIENT ENDOSCOPY CENTER,101 CHARLOIS BLVD SUITE 100,WINSTON SALEM,NC,27103,,(336) 713-0384,97,3,0,98,94,5,1,97,95,4,1,97,91,8,1,96,,1468,285,19,07/01/2019,12/31/2020
34C0001174,REX SURGERY CENTER OF CARY LLC,1505 SOUTHWEST CARY PARKWAY SUITE 100,CARY,NC,27511,,(804) 814-9753,98,2,0,99,91,8,1,95,89,9,2,95,88,10,2,95,,2034,534,26,07/01/2019,12/31/2020
34C0001177,UNION HEALTH SERVICES LLC,6068 HWY 74 WEST,INDIAN TRAIL,NC,28079,,(704) 667-1970,97,3,0,98,92,6,2,95,91,7,2,96,87,10,3,94,,1874,622,33,07/01/2019,12/31/2020
34C0001180,NOVANT HEALTH MATTHEWS SURGERY CENTER,710 PARK CENTER DR SUITE 100,MATTHEWS,NC,28103,,(336) 277-8770,97,3,0,98,92,7,1,95,91,8,1,95,88,10,2,95,,1956,368,19,07/01/2019,12/31/2020
34C0001189,CAROLINA DIGESTIVE CARE,107 B MICA AVE,MORGANTON,NC,28655,,(828) 588-1166,98,2,0,99,94,5,1,97,94,5,1,97,90,9,1,96,,1834,484,26,07/01/2019,12/31/2020
34C0001196,PREMIER SURGERY CENTER LLC,TBD,HIGH POINT,NC,27265,,(000) 000-0000,98,1,1,99,93,4,3,95,93,5,2,97,87,11,2,94,,959,198,21,07/01/2019,12/31/2020
35C0001004,TRINITY HEALTH,1102 MAIN ST,WILLISTON,ND,58801,,(701) 572-7711,97,3,0,99,92,7,1,96,89,9,2,94,87,10,3,94,,665,227,34,07/01/2019,12/31/2020
35C0001025,SANFORD HEALTH DICKINSON AMBULATORY SURGERY CTR,2615 FAIRWAY ST,DICKINSON,ND,58601,,(701) 456-6000,,,,,,,,,,,,,,,,,4,,,,,
36C0001051,OSU INTERNAL MEDICINE LLC,"3900 STONERIDGE LANE, SUITE D",DUBLIN,OH,43017,,(614) 366-5001,98,2,0,99,91,7,2,94,88,10,2,95,85,13,2,94,,2172,643,30,07/01/2019,12/31/2020
36C0001097,REYNOLDS ROAD SURGICAL CENTER LTD,"2865 NORTH REYNOLDS RD, SUITE 190",TOLEDO,OH,43615,,(419) 578-7547,98,2,0,99,91,7,2,95,92,6,2,95,90,8,2,96,,1244,498,40,07/01/2019,12/31/2020
36C0001140,PREMIUM SURGERY CENTER LLC,5319 HOAG DR,ELYRIA,OH,44035,,(440) 930-6050,,,,,,,,,,,,,,,,,4,,,,,
36C0001155,NEW HORIZONS SURGERY CENTER LLC,1167 INDEPENDENCE AVE.,MARION,OH,43302,,(740) 375-5854,98,2,0,99,92,6,2,95,93,6,1,96,88,11,1,95,,1286,459,36,07/01/2019,12/31/2020
36C0001191,SURGERY CENTER OF CANFIELD LLC,4147 WESTFORD DR.,CANFIELD,OH,44406,,(330) 702-1489,,,,,,,,,,,,,,,,,4,,,,,
36C0001222,THE CHRIST HOSPITAL SPINE SURGERY CENTER LLC,4020 SMITH RD,NORWOOD,OH,45209,,(513) 619-5899,99,1,0,99,96,3,1,97,93,6,1,96,91,8,1,96,,1258,533,42,07/01/2019,12/31/2020
36C0001306,TRIHEALTH SURGERY CENTER -- ANDERSON,TBD,CINCINNATI,OH,00000,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
36C0001326,WHEELING HOSPITAL AMBULATORY SURGERY CENTER LLC,68 STATE ROUTE 7,BRIDGEPORT,OH,43912,,(740) 676-6600,,,,,,,,,,,,,,,,,4,,,,,
37C0001032,MCGEE EYE SURGERY CENTER LLC,1000 N. LINCOLN BLVD. #150,OKLAHOMA CITY,OK,73104,,(405) 232-8696,96,3,1,98,92,7,1,95,87,11,2,95,89,9,2,95,,2382,813,34,07/01/2019,12/31/2020
37C0001055,USPI MEMORIAL SURGERY CENTER,8131 SOUTH MEMORIAL DR SUITE 107,TULSA,OK,74133,,(918) 249-7921,97,3,0,98,90,7,3,94,85,13,2,94,85,13,2,94,,1055,399,38,07/01/2019,12/31/2020
38C0001030,INTERSTATE AMBULATORY SURGERY CENTER,3500 N INTERSTATE AVE.,PORTLAND,OR,97227,,(971) 310-3089,98,2,0,99,94,5,1,96,89,10,1,95,87,12,1,95,,3867,1533,40,07/01/2019,12/31/2020
38C0001031,WILLAMETTE SURGERY CENTER LLC,1445 STATE ST,SALEM,OR,97301,,(503) 316-3765,,,,,,,,,,,,,,,,,4,,,,,
38C0001032,SKYLINE AMBULATORY SURGERY CENTER,5125 SKYLINE RD. SOUTH,SALEM,OR,97306,,(971) 310-3082,97,3,0,98,91,7,2,95,88,10,2,95,89,10,1,96,,3183,1017,32,07/01/2019,12/31/2020
38C0001046,NORTHWEST GASTROENTEROLOGY CLINIC LLC,1130 NORTHWEST 22ND AVE  6TH FLOOR  SUITE 615,PORTLAND,OR,97210,,(503) 229-7137,97,3,0,99,90,8,2,94,88,10,2,94,87,12,1,95,,979,325,33,07/01/2019,12/31/2020
38C0001054,CASCADE SPINE CENTER LLC,6464 SOUTHWEST BORLAND RD SUITE A1,TUALATIN,OR,97062,,(971) 404-3366,97,2,1,98,92,7,1,96,87,10,3,94,85,13,2,94,,1181,468,40,07/01/2019,12/31/2020
38C0001056,CENTER FOR SPECIALTY SURGERY LLC,11782 SW BARNES RD. #200,PORTLAND,OR,97225,,(503) 906-4306,97,3,0,99,92,7,1,95,88,10,2,95,89,9,2,96,,1798,519,29,07/01/2019,12/31/2020
38C0001067,NORTHWEST AMBULATORY SURGERY CENTER LLC,1515 NORTHWEST 18TH AVE SUITE 200,PORTLAND,OR,97209,,(503) 542-4873,97,3,0,98,89,9,2,93,87,12,1,95,85,13,2,94,,1029,312,30,07/01/2019,12/31/2020
38C0001074,EAST PORTLAND SURGERY CENTER LLC,9200 SOUTHEAST 91ST AVE SUITE 100,PORTLAND,OR,97086,,(503) 772-6160,98,2,0,99,89,9,2,94,86,11,3,94,83,15,2,93,,1430,488,34,07/01/2019,12/31/2020
38C0001085,KAISER PERMANENTE SUNNYBROOK SURGERY CENTER,9900 SE SUNNYSIDE RD.,CLACKAMAS,OR,97015,,(503) 571-4047,97,3,0,98,92,7,1,95,85,13,2,94,84,14,2,94,,6287,1838,29,07/01/2019,12/31/2020
39C0001017,SOUTHWESTERN AMBULATORY SURGERY CENTER LLC,"500 LEWIS RUN RD, STE.202",WEST MIFFLIN,PA,15122,,(412) 469-6964,97,3,0,98,88,9,3,93,83,14,3,93,75,22,3,90,,1271,602,47,07/01/2019,12/31/2020
39C0001027,E RONALD SALVITTI MD DBA SOUTHWESTERN PENNSYLVANIA EYE SURGERY CENTER,750 EAST BEAU ST,WASHINGTON,PA,15301,,(724) 228-7477,,,,,,,,,,,,,,,,,4,,,,,
39C0001123,BERKSHIRE EYE SURGERY CENTER LP,2220 RIDGEWOOD RD.,WYOMISSING,PA,19610,,(610) 736-0144,,,,,,,,,,,,,,,,,4,,,,,
39C0001152,THE ENDOSCOPY CENTER LLC,815 SUMNEYTOWN PIKE,LANSDALE,PA,19446,,(215) 453-3050,98,2,0,99,89,9,2,93,90,9,1,96,88,11,1,96,,1034,393,38,07/01/2019,12/31/2020
39C0001168,HERSHEY OUTPATIENT SURGERY CENTER LP,15 HOPE DR,HERSHEY,PA,17033,,(717) 520-8200,96,4,0,98,94,5,1,96,89,8,3,94,86,12,2,94,,1199,377,31,07/01/2019,12/31/2020
39C0001176,THE READING HOSPITAL SURGICENTER AT SPRING RIDGE LLC,2603 KEISER BLVD,WYOMISSING,PA,19610,,(484) 628-3079,99,1,0,100,95,4,1,97,94,6,0,97,91,8,1,96,,1684,430,26,07/01/2019,12/31/2020
39C0001198,MAIN LINE SPINE SURGERY CENTER INC,700 S. HENDERSON RD. #335,KING OF PRUSSIA,PA,19406,,(610) 337-2828,99,1,0,99,94,5,1,97,95,5,0,98,95,5,0,98,,1407,516,37,07/01/2019,12/31/2020
39C0001222,EVANGELICAL COMMUNITY HOSPITAL ENDOSCOPY CENTER,90 MEDICAL PARK,LEWISBURG,PA,17837,,(570) 768-3300,98,2,0,99,95,4,1,97,90,8,2,95,90,9,1,96,,832,340,41,07/01/2019,12/31/2020
39C0001226,GAMMA SURGERY CENTER,107 GAMMA DR SUITE 200,PITTSBURGH,PA,15238,,(412) 963-7917,98,2,0,99,92,7,1,96,90,9,1,96,90,9,1,96,,1259,630,50,07/01/2019,12/31/2020
39C0001239,HAZLETON SURGERY CENTER LLC,50 MOISEY DR. STE. 100,HAZLETON,PA,18202,,(570) 501-6500,98,2,0,99,92,7,1,96,91,7,2,96,86,13,1,95,,1848,604,33,07/01/2019,12/31/2020
39C0001297,PETERS TOWNSHIP SURGERY CENTER,160 GALLERY DR,MCMURRAY,PA,15317,,(412) 330-6209,,,,,,,,,,,,,,,,,4,,,,,
39C0001308,MONROEVILLE AMBULATORY SURGERY CENTER LLC,4121 MONROEVILLE BLVD,MONROEVILLE,PA,15146,,(412) 380-5624,99,1,0,99,94,5,1,97,92,7,1,96,89,9,2,95,,924,347,38,07/01/2019,12/31/2020
39C0001314,ALLEGHENEY CLINIC DBA WEXFORD SURGERY CENTER,12311 PERRY HWY,WEXFORD,PA,15090,,(412) 380-5624,99,1,0,99,79,17,4,88,83,16,1,95,95,4,1,98,,1917,681,36,07/01/2019,12/31/2020
39C0001319,BETHEL PARK SURGERY CENTER,990 HIGBEE DR,BETHEL PARK,PA,15102,,(412) 330-6209,99,1,0,99,93,6,1,96,93,6,1,96,92,7,1,96,2,842,291,35,07/01/2019,12/31/2020
39C0001334,ALLEGHENY CLINIC DBA AHN WESTMORELAND ENDOSCOPY CENTER,118 NATURE PARK RD SUITE 200,GREENSBURG,PA,15601,,(412) 330-5883,100,0,0,100,96,4,0,98,97,2,1,98,94,5,1,98,,1084,455,42,07/01/2019,12/31/2020
39C0001343,GRAND VIEW SURGERY CENTER AT HALEYSVILLE,270 MAIN ST SUITE 100,HARLEYSVILLE,PA,19438,,(267) 429-2550,97,3,0,98,90,9,1,95,90,9,1,95,89,10,1,96,,1819,760,42,07/01/2019,12/31/2020
42C0001004,ANMED HEALTH MEDICUS SURGERY CENTER LLC,107 PROFESSIONAL CT,ANDERSON,SC,29621,,(864) 716-7953,98,2,0,99,94,5,1,97,91,8,1,96,89,9,2,95,,1540,656,43,07/01/2019,12/31/2020
42C0001017,CAROLINA SURGICAL CENTER,198 WOUTH HEDLONG AVE,ROCK HILL,SC,29732,,(803) 327-4664,98,2,0,99,94,4,2,96,92,8,0,96,89,10,1,96,,1081,359,33,07/01/2019,12/31/2020
42C0001019,THE GREENWOOD ENDOSCOPY CENTER INC,103 LINER DR.,GREENWOOD,SC,29646,,(864) 227-3838,99,1,0,99,94,5,1,97,94,4,2,97,92,6,2,97,,1234,421,34,07/01/2019,12/31/2020
42C0001047,FLORENCE SURGERY AND LASER CENTER LLC,400 NORTH CASHUA DR,FLORENCE,SC,29501,,(470) 219-7562,,,,,,,,,,,,,,,,,4,,,,,
42C0001049,BLUFFTON OKATIE SURGERY CENTER LLC,"40 OKATIE CENTER BLVD S., STE. 125",OKATIE,SC,29909,,(843) 705-8870,98,2,0,99,92,6,2,95,89,10,1,95,89,10,1,96,,1083,545,50,07/01/2019,12/31/2020
42C0001078,THE SOUTHEASTERN SPINE INSTITUTE AMBULATORY SURGERY CENTER LLC,1106 CHUCK DAWLEY BLVD,MOUNT PLEASANT,SC,29464,,(469) 893-6573,97,3,0,99,92,6,2,95,92,7,1,96,90,8,2,96,,816,310,38,07/01/2019,12/31/2020
43C0001023,SANFORD HEALTH SANFORD CLINIC ABERDEEN SURGICAL CTR,2905 3RD AVE SE,ABERDEEN,SD,57401,,(605) 626-4200,,,,,,,,,,,,,,,,,4,,,,,
43C0001028,SANFORD HEALTH SANFORD CLINIC WATERTOWN SURGICAL CTR,901 4TH ST. NW,WATERTOWN,SD,57201,,(605) 882-8780,,,,,,,,,,,,,,,,,4,,,,,
44C0001000,PHYSICIAN'S SURGERY CENTER OF KNOXVILLE LLC,1819 CLINCH AVE SUITE 206,KNOXVILLE,TN,37916,,(865) 522-2949,97,3,0,98,93,6,1,96,90,9,1,96,88,10,2,95,,1241,354,29,07/01/2019,12/31/2020
44C0001001,EYE SURGERY CENTER OF NASHVILLE LLC,310 25TH AVE NORTH SUITE 105,NASHVILLE,TN,37203,,(615) 329-9023,98,2,0,99,94,5,1,96,91,8,1,96,91,8,1,97,,1272,548,43,07/01/2019,12/31/2020
44C0001004,MEMPHIS SURGERY CENTER,1044 CREST HAVEN RD,MEMPHIS,TN,38119,,(901) 682-1516,97,2,1,98,91,7,2,94,87,10,3,94,88,11,1,95,,1798,385,22,07/01/2019,12/31/2020
44C0001008,NORTHRIDGE SURGERY CENTER,647 MYATT DR,MADISON,TN,37115,,(615) 868-8942,96,3,1,98,92,6,2,95,86,12,2,94,86,12,2,94,,1829,705,39,07/01/2019,12/31/2020
44C0001023,DIGESTIVE DISEASE ENDOSCOPY CENTER INC,"222 22ND AVE NORTH, SUITE 300",NASHVILLE,TN,37203,,(615) 340-4629,97,3,0,98,92,6,2,95,89,10,1,95,90,9,1,96,,6776,540,8,07/01/2019,12/31/2020
44C0001025,NASHVILLE ENDOSURGERY CENTER,300 20TH AVE NORTH #800,NASHVILLE,TN,37203,,(615) 284-1335,97,2,1,98,94,5,1,96,89,9,2,95,89,9,2,95,,1207,329,27,07/01/2019,12/31/2020
44C0001073,BAPTIST SURGERY CENTER DBA BAPTIST AMBULATORY SURGERY CENTER,312 21ST AVE NORTH,NASHVILLE,TN,37203,,(615) 321-7330,98,2,0,99,94,5,1,97,91,8,1,96,89,10,1,96,,1581,455,29,07/01/2019,12/31/2020
44C0001087,CLARKSVILLE SURGERY CENTER LLC,793 WEATHERLY DR,CLARKSVILLE,TN,37043,,(931) 645-1373,98,2,0,99,94,5,1,96,91,8,1,97,91,8,1,96,,934,276,30,07/01/2019,12/31/2020
44C0001088,MIDDLE TENNESSEE AMBULATORY SURGERY CENTER,1800 MEDICAL CENTER PARKWAY SUITE 120,MURFREESBORO,TN,37129,,(615) 849-7500,97,3,0,99,91,8,1,95,88,10,2,95,88,10,2,95,,1275,355,28,07/01/2019,12/31/2020
44C0001097,MOUNTAIN EMPIRE SURGERY CENTER,601 MED TECH PARKWAY,JOHNSON CITY,TN,37604,,(423) 610-1020,98,2,0,99,91,8,1,95,93,6,1,96,91,8,1,96,,1104,380,34,07/01/2019,12/31/2020
44C0001098,ADVANCED FAMILY SURGERY CENTER,944 OAK RIDGE TURNPIKE #200,OAK RIDGE,TN,37830,,(865) 835-5000,,,,,,,,,,,,,,,,,4,,,,,
44C0001112,PARKWEST SURGERY CENTER,9430 PARKWEST BLVD SUITE 210,KNOXVILLE,TN,37923,,(865) 531-0494,98,2,0,99,90,8,2,94,91,7,2,95,89,9,2,96,,1054,356,34,07/01/2019,12/31/2020
44C0001119,SAINT THOMAS CAMPUS SURGICARE LP,4230 HARDING RD SUITE 300,NASHVILLE,TN,37205,,(615) 783-1260,98,2,0,99,93,6,1,96,89,10,1,95,89,10,1,96,,1230,467,38,07/01/2019,12/31/2020
44C0001124,AMBULATORY SURGICAL ASSOCIATES LLC,"725 KINGS LN,",TULLAHOMA,TN,37388,,(931) 455-1976,98,2,0,99,92,7,1,96,93,6,1,96,93,6,1,97,,1223,492,40,07/01/2019,12/31/2020
44C0001133,BAPTIST PLAZA SURGICARE LP,2004 HAYES ST,NASHVILLE,TN,37203,,(615) 515-4000,98,2,0,99,93,6,1,96,92,7,1,96,92,8,0,97,,1069,308,29,07/01/2019,12/31/2020
44C0001137,UPPER CUMBERLAND PHYSICIANS SURGERY CENTER LLC,467 N. WHITNEY AV.,COOKEVILLE,TN,38501,,(931) 528-5007,98,2,0,99,94,5,1,97,90,9,1,96,90,9,1,96,,1218,468,38,07/01/2019,12/31/2020
44C0001140,SAINT FRANCIS SURGERY CENTER,5999 PARK AVE,MEMPHIS,TN,38119,,(901) 818-1080,98,2,0,99,89,9,2,94,92,7,1,96,88,11,1,95,,1109,352,32,07/01/2019,12/31/2020
44C0001159,HOLSTON VALLEY AMBULATORY SURGERY CENTER LLC,103 WEST STONE DR,KINGSPORT,TN,37660,,(423) 224-4910,98,2,0,99,92,7,1,95,92,8,0,97,91,8,1,96,,1126,328,29,07/01/2019,12/31/2020
44C0001160,PATIENT PARTNERS LLC,890 NORTH BLUE JAY WAY,GALLATIN,TN,37066,,(615) 575-9000,98,2,0,99,91,7,2,95,90,8,2,96,88,11,1,95,,1210,384,32,07/01/2019,12/31/2020
44C0001161,FRANKLIN ENDOSCOPY CENTER LLC,9160 CAROTHERS PARKWAY SUITE 100,FRANKLIN,TN,37067,,(615) 550-6066,97,3,0,98,91,8,1,95,86,12,2,95,84,15,1,94,,1118,360,32,07/01/2019,12/31/2020
44C0001166,LEBANON ENDOSCOPY CENTER LLC DBA LEBANON ENDOSCOPY CENTER,100 PHYSICIANS WAY SUITE 340,LEBANON,TN,37090,,(615) 466-9532,99,1,0,100,94,5,1,97,96,4,0,98,95,4,1,98,,1267,425,34,07/01/2019,12/31/2020
44C0001169,PROVIDENCE SURGERY CENTER,5002 CROSSINGS CIR SUITE 110,MOUNT JULIET,TN,37122,,(615) 553-9100,99,1,0,99,93,6,1,96,93,6,1,96,90,8,2,96,,1348,397,29,07/01/2019,12/31/2020
44C0001181,PCET SURGERY CENTER,1128 EAST WEISGARBER RD SUITE 110,KNOXVILLE,TN,37909,,(865) 934-2577,97,2,1,98,92,5,3,94,88,10,2,95,88,10,2,95,,1319,230,18,07/01/2019,12/31/2020
45C0001018,CONROE SURGERY CENTER 2 LLC,"1501 RIVER POINTE DR, #200",CONROE,TX,77304,,(469) 893-6573,97,2,1,98,91,8,1,95,88,9,3,94,85,13,2,94,,1127,386,34,07/01/2019,12/31/2020
45C0001021,MEMORIAL HERMANN WEST HOUSTON SURGERY CENTER LLC,970 CAMPBELL RD,HOUSTON,TX,77024,,(713) 461-3547,96,4,0,98,89,9,2,94,85,12,3,93,82,15,3,93,,1696,376,22,07/01/2019,12/31/2020
45C0001035,HOUSTON PSC LP DBA PHYSICIANS SURGICENTER OF HOUSTON,7515 MAIN ST SUITE 800,HOUSTON,TX,77030,,(713) 799-9990,97,2,1,98,89,7,4,93,92,4,4,94,85,10,5,92,2;3,612,90,15,07/01/2019,12/31/2020
45C0001039,BAYLOR SURGICARE,3920 WORTH ST.,DALLAS,TX,75246,,(214) 820-2581,97,3,0,98,91,7,2,94,87,11,2,94,88,10,2,95,,1243,306,25,07/01/2019,12/31/2020
45C0001046,PHYSICIANS DAY SURGERY CTR,3930 CRUTCHER ST,DALLAS,TX,75246,,(214) 820-6240,97,3,0,99,93,5,2,95,89,9,2,95,86,12,2,94,,1312,334,25,07/01/2019,12/31/2020
45C0001077,DOCTORS UNITED SURGERY CENTER,5146 PRESTON,PASADENA,TX,77505,,(346) 203-5536,,,,,,,,,,,,,,,,,4,,,,,
45C0001091,GARLAND SURGICARE PARTNERS LTD DBA BAYLOR SURGICARE AT GARLAND,530 CLARA BARTON BLVD SUITE 100,GARLAND,TX,75042,,(972) 494-2400,97,3,0,98,90,8,2,94,85,13,2,94,83,14,3,93,,996,303,30,07/01/2019,12/31/2020
45C0001133,BAYLOR SURGICARE AT NORTH DALLAS LLC DBA BAYLOR SCOTT AND WHITE SURGICARE NORTH DALLAS,12230 COIT RD SUITE 200,DALLAS,TX,75251,,(469) 374-6400,99,1,0,99,92,6,2,95,91,7,2,96,89,10,1,96,,1216,275,23,07/01/2019,12/31/2020
45C0001149,MEMORIAL HERMANN SURGERY CENTER WOODLANDS PARKWAY,1441 WOODSTEAD CT SUITE 100,THE WOODLANDS,TX,77380,,(281) 825-4725,98,2,0,99,93,6,1,96,90,8,2,96,87,12,1,95,,1445,332,23,07/01/2019,12/31/2020
45C0001191,BAYLOR SURGICARE AT BEDFORD,"1600 CENTRAL DR., SUITE 180",BEDFORD,TX,76022,,(817) 571-1999,,,,,,,,,,,,,,,,,4,,,,,
45C0001194,MEMORIAL HERMANN BAY AREA ENDOSCOPY CENTER LLC DBA BAY AREA ENDOSCOPY,444 FM 1959 RD SUITE B,HOUSTON,TX,77034,,(281) 892-2420,96,3,1,98,88,8,4,92,87,10,3,94,82,15,3,92,,1146,280,24,07/01/2019,12/31/2020
45C0001196,BAYLOR SURGICARE AT OAKMONT,7200 OAKMONT BLVD.,FORT WORTH,TX,76132,,(817) 732-3300,97,3,0,98,93,5,2,96,89,9,2,96,92,7,1,97,,1435,369,26,07/01/2019,12/31/2020
45C0001205,DESOTO SURGICARE PARTNERS LTD,7992 WEST VIRGINIA DR.,DALLAS,TX,75237,,(972) 283-2400,97,3,0,98,92,6,2,95,89,9,2,95,86,12,2,95,,1083,370,34,07/01/2019,12/31/2020
45C0001214,BAYLOR SURGICARE AT PLANO PARKWAY LLC DBA BAYLOR SCOTT AND WHITE SURGICARE PLANO PARKWAY,4031 WEST PLANO PARKWAY SUITE 100,PLANO,TX,75093,,(469) 326-0202,94,5,1,97,89,8,3,93,81,12,7,91,77,18,5,90,,1396,311,22,07/01/2019,12/31/2020
45C0001221,VICTORIA SURGERY CENTER,105 JAMES COLEMAN DR.,VICTORIA,TX,77904,,(361) 578-0234,97,3,0,98,88,7,5,92,86,11,3,95,87,12,1,95,,1091,227,21,07/01/2019,12/31/2020
45C0001233,HILL COUNTRY MEMORIAL SURGERY CENTER,204 GATEWAY NORTH SUITE B,MARBLE FALLS,TX,78654,,(830) 798-1821,98,2,0,99,94,5,1,96,91,8,1,96,89,9,2,95,,817,359,44,07/01/2019,12/31/2020
45C0001240,BEAUMONT SURGICAL AFFILIATES LTD DBA BAPTIST BEAUMONT SURGICAL AFFILIATES,3560 COLLEGE ST,BEAUMONT,TX,77701,,(409) 835-7070,,,,,,,,,,,,,,,,,4,,,,,
45C0001243,NORTHWEST SURGERY CENTER RED OAK,17322 RED OAK DR,HOUSTON,TX,77090,,(281) 895-9100,97,3,0,98,93,5,2,96,88,9,3,95,82,15,3,93,,1098,303,28,07/01/2019,12/31/2020
45C0001245,CORPUS CHRISTI SURGICARE LTD DBA CORPUS CHRISTI OUTPATIENT SURGERY CENTER,3636 SOUTH ALAMEDA ST SUITE A,CORPUS CHRISTI,TX,78411,,(361) 853-2200,99,1,0,99,95,4,1,97,93,6,1,96,92,8,0,97,,1004,251,25,07/01/2019,12/31/2020
45C0001247,PASO DEL NORTE SURGERY CENTER,125 W. CASTELLANO,EL PASO,TX,79912,,(915) 532-8200,97,3,0,98,94,5,1,96,94,5,1,96,92,6,2,97,,1337,286,21,07/01/2019,12/31/2020
