"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Phone Number","Condition","Measure ID","Measure Name","Score","Sample","Footnote","Start Date","End Date"
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,93,28,"2, 20",01/01/2019,12/31/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,75,161,"2, 20",01/01/2019,12/31/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,77,256,"2, 20",01/01/2019,12/31/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,65,323,"2, 20",01/01/2019,12/31/2019
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,60,298,"2, 20",01/01/2019,12/31/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,1.61,1974,20,01/01/2019,12/31/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,10.57,1974,20,01/01/2019,12/31/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"1, 2, 20",01/01/2019,12/31/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,96,54,"2, 20",01/01/2019,12/31/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,59,85,"2, 20",01/01/2019,12/31/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,99,161,"2, 20",01/01/2019,12/31/2019
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,97,137,"2, 20",01/01/2019,12/31/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,"7, 20",01/01/2019,12/31/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,"7, 20",01/01/2019,12/31/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"7, 20",01/01/2019,12/31/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,78,77,"2, 20",01/01/2019,12/31/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,75,52,"2, 20",01/01/2019,12/31/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,85,116,"2, 20",01/01/2019,12/31/2019
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,69,86,"2, 20",01/01/2019,12/31/2019
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,2401,20,01/01/2019,12/31/2019
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,2401,20,01/01/2019,12/31/2019
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,82,17,"2, 20",01/01/2019,12/31/2019
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,86,78,"2, 20",01/01/2019,12/31/2019
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,64,102,"2, 20",01/01/2019,12/31/2019
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,98,120,"2, 20",01/01/2019,12/31/2019
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,86,102,"2, 20",01/01/2019,12/31/2019
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,3772,20,01/01/2019,12/31/2019
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.08,3772,20,01/01/2019,12/31/2019
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,79,14,"2, 20",01/01/2019,12/31/2019
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,69,102,"2, 20",01/01/2019,12/31/2019
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,66,122,"2, 20",01/01/2019,12/31/2019
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,12,149,"2, 20",01/01/2019,12/31/2019
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,Not Available,Not Available,"1, 2, 20",01/01/2019,12/31/2019
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,5384,20,01/01/2019,12/31/2019
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.05,5384,20,01/01/2019,12/31/2019
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"1, 2, 20",01/01/2019,12/31/2019
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,76,109,"2, 20",01/01/2019,12/31/2019
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,68,241,"2, 20",01/01/2019,12/31/2019
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,86,231,"2, 20",01/01/2019,12/31/2019
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,61,208,"2, 20",01/01/2019,12/31/2019
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,(973) 676-1000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.16,10237,20,01/01/2019,12/31/2019
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,(973) 676-1000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,10237,20,01/01/2019,12/31/2019
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,(973) 676-1000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,65,17,"2, 20",01/01/2019,12/31/2019
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,(973) 676-1000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,99,82,"2, 20",01/01/2019,12/31/2019
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,(973) 676-1000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,71,142,"2, 20",01/01/2019,12/31/2019
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,(973) 676-1000,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,87,160,"2, 20",01/01/2019,12/31/2019
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,(973) 676-1000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,68,122,"2, 20",01/01/2019,12/31/2019
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,6187,20,01/01/2019,12/31/2019
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,6187,20,01/01/2019,12/31/2019
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"1, 2, 20",01/01/2019,12/31/2019
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,82,89,"2, 20",01/01/2019,12/31/2019
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,56,155,"2, 20",01/01/2019,12/31/2019
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,97,173,"2, 20",01/01/2019,12/31/2019
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,77,143,"2, 20",01/01/2019,12/31/2019
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.53,2712,20,01/01/2019,12/31/2019
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,2712,20,01/01/2019,12/31/2019
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"1, 2, 20",01/01/2019,12/31/2019
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,77,57,"2, 20",01/01/2019,12/31/2019
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,61,94,"2, 20",01/01/2019,12/31/2019
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,86,102,"2, 20",01/01/2019,12/31/2019
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,44,85,"2, 20",01/01/2019,12/31/2019
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,"7, 20",01/01/2019,12/31/2019
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,"7, 20",01/01/2019,12/31/2019
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"7, 20",01/01/2019,12/31/2019
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,99,84,"2, 20",01/01/2019,12/31/2019
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,88,84,"2, 20",01/01/2019,12/31/2019
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,93,101,"2, 20",01/01/2019,12/31/2019
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,73,86,"2, 20",01/01/2019,12/31/2019
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.2,3337,20,01/01/2019,12/31/2019
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.1,3337,20,01/01/2019,12/31/2019
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,94,16,"2, 20",01/01/2019,12/31/2019
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,69,75,"2, 20",01/01/2019,12/31/2019
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,70,102,"2, 20",01/01/2019,12/31/2019
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,79,162,"2, 20",01/01/2019,12/31/2019
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,76,120,"2, 20",01/01/2019,12/31/2019
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,3458,20,01/01/2019,12/31/2019
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.13,3458,20,01/01/2019,12/31/2019
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,96,27,"2, 20",01/01/2019,12/31/2019
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,100,152,"2, 20",01/01/2019,12/31/2019
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,93,203,"2, 20",01/01/2019,12/31/2019
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,93,176,"2, 20",01/01/2019,12/31/2019
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,89,160,"2, 20",01/01/2019,12/31/2019
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.28,5202,20,01/01/2019,12/31/2019
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.18,5202,20,01/01/2019,12/31/2019
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,"1, 2, 20",01/01/2019,12/31/2019
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,97,70,"2, 20",01/01/2019,12/31/2019
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,53,144,"2, 20",01/01/2019,12/31/2019
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,86,86,"2, 20",01/01/2019,12/31/2019
