"Facility ID","Facility Name","MSA","MSA Title","HCAHPS HLMR","HCAHPS HLMR Percentile","HCAHPS Start Date","HCAHPS End Date","HCAHPS Footnote","COMP-HIP-KNEE","COMP-HIP-KNEE Percentile","COMP Start Date","COMP End Date","COMP Footnote","PRO","PRO Start Date","PRO End Date","Reconciliation Footnote"
360234,MERCY HEALTH - WEST HOSPITAL,17140,"Cincinnati, OH-KY-IN",85.13,66%,07/01/2021,06/30/2022,,3.11899,50%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
360236,MERCY HEALTH - CLERMONT HOSPITAL,17140,"Cincinnati, OH-KY-IN",83.75,47%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
360262,MERCY ST ANNE HOSPITAL,45780,"Toledo, OH",86.5,82%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
360351,CRYSTAL CLINIC ORTHOPAEDIC CENTER,10420,"Akron, OH",89.19,95%,07/01/2021,06/30/2022,,1.94112,99%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
360354,"WEST CHESTER HOSPITAL, LLC",17140,"Cincinnati, OH-KY-IN",83.94,50%,07/01/2021,06/30/2022,,2.59051,89%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
370008,NORMAN REGIONAL,36420,"Oklahoma City, OK",84.69,60%,07/01/2021,06/30/2022,,3.0376,56%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
370028,"INTEGRIS BAPTIST MEDICAL CENTER, INC",36420,"Oklahoma City, OK",84.19,53%,07/01/2021,06/30/2022,,3.17708,46%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
370037,SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,36420,"Oklahoma City, OK",82.06,27%,07/01/2021,06/30/2022,,2.77774,80%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
370093,O U HEALTH UNIVERSITY OF OKLAHOMA MEDICAL CENTER,36420,"Oklahoma City, OK",79.63,10%,07/01/2021,06/30/2022,,3.60768,19%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,*
370094,SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,36420,"Oklahoma City, OK",76.56,3%,07/01/2021,06/30/2022,,3.02719,57%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
370106,INTEGRIS SOUTHWEST MEDICAL CENTER,36420,"Oklahoma City, OK",81.13,19%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
370192,NORTHWEST SURGICAL HOSPITAL,36420,"Oklahoma City, OK",N/A,N/A,07/01/2021,06/30/2022,***,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,**
370201,SURGICAL HOSPITAL OF OKLAHOMA,36420,"Oklahoma City, OK",N/A,N/A,07/01/2021,06/30/2022,***,2.87737,70%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
370203,"COMMUNITY HOSPITAL, LLC",36420,"Oklahoma City, OK",90.19,97%,07/01/2021,06/30/2022,,3.55279,22%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
370211,INTEGRIS CANADIAN VALLEY  HOSPITAL,36420,"Oklahoma City, OK",86.56,83%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
370212,OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SPECIALTY SURGERY,36420,"Oklahoma City, OK",N/A,N/A,07/01/2021,06/30/2022,***,2.28813,97%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
370220,ONECORE HEALTH,36420,"Oklahoma City, OK",91.56,99%,07/01/2021,06/30/2022,,2.8946,68%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
370222,MCBRIDE ORTHOPEDIC HOSPITAL,36420,"Oklahoma City, OK",90.63,98%,07/01/2021,06/30/2022,,2.79584,77%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
370225,"SUMMIT MEDICAL CENTER, LLC",36420,"Oklahoma City, OK",90.63,98%,07/01/2021,06/30/2022,,2.96323,63%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
370236,INTEGRIS HEALTH EDMOND,36420,"Oklahoma City, OK",85.13,66%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
390002,UPMC MCKEESPORT,38300,"Pittsburgh, PA",81.25,20%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
390004,PENN STATE HEALTH HOLY SPIRIT MEDICAL CENTER,25420,"Harrisburg-Carlisle, PA",82,26%,07/01/2021,06/30/2022,,3.51606,24%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,*
390028,UPMC MERCY,38300,"Pittsburgh, PA",81.31,20%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
390032,ALLEGHENY VALLEY HOSPITAL,38300,"Pittsburgh, PA",84.5,57%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
390036,HERITAGE VALLEY BEAVER,38300,"Pittsburgh, PA",83.31,42%,07/01/2021,06/30/2022,,3.0044,59%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
390037,HERITAGE VALLEY SEWICKLEY,38300,"Pittsburgh, PA",85.13,66%,07/01/2021,06/30/2022,,2.27244,97%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
390041,UNIONTOWN HOSPITAL,38300,"Pittsburgh, PA",79.81,11%,07/01/2021,06/30/2022,,3.42772,29%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,*
390042,"WASHINGTON HOSPITAL, THE",38300,"Pittsburgh, PA",85.88,75%,07/01/2021,06/30/2022,,2.8515,73%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
390050,ALLEGHENY GENERAL HOSPITAL,38300,"Pittsburgh, PA",83.5,44%,07/01/2021,06/30/2022,,3.06874,54%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
390058,UPMC CARLISLE,25420,"Harrisburg-Carlisle, PA",84.44,56%,07/01/2021,06/30/2022,,3.37746,32%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
390090,WEST PENN HOSPITAL,38300,"Pittsburgh, PA",86.31,80%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
390102,UPMC ST MARGARET,38300,"Pittsburgh, PA",85.63,73%,07/01/2021,06/30/2022,,2.94024,64%,04/01/2019,03/31/2022,,Y,07/01/2021,06/30/2022,
390107,UPMC PASSAVANT,38300,"Pittsburgh, PA",86.31,80%,07/01/2021,06/30/2022,,2.95888,63%,04/01/2019,03/31/2022,,Y,07/01/2021,06/30/2022,
390114,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,38300,"Pittsburgh, PA",85.56,72%,07/01/2021,06/30/2022,,3.31608,36%,04/01/2019,03/31/2022,,Y,07/01/2021,06/30/2022,
390145,EXCELA HEALTH WESTMORELAND HOSPITAL,38300,"Pittsburgh, PA",83.88,49%,07/01/2021,06/30/2022,,2.59396,89%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
390147,PENN HIGHLANDS MON VALLEY,38300,"Pittsburgh, PA",82,26%,07/01/2021,06/30/2022,,3.17682,46%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
390157,HERITAGE VALLEY KENNEDY,38300,"Pittsburgh, PA",81.75,24%,07/01/2021,06/30/2022,,2.94597,64%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
390160,CANONSBURG GENERAL HOSPITAL,38300,"Pittsburgh, PA",82.81,35%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
390219,EXCELA HEALTH LATROBE HOSPITAL,38300,"Pittsburgh, PA",84.19,53%,07/01/2021,06/30/2022,,3.71279,15%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
390228,ST CLAIR HOSPITAL,38300,"Pittsburgh, PA",85.06,65%,07/01/2021,06/30/2022,,2.49246,93%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
390265,JEFFERSON HOSPITAL,38300,"Pittsburgh, PA",85.44,70%,07/01/2021,06/30/2022,,3.55366,22%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
390267,FORBES HOSPITAL,38300,"Pittsburgh, PA",84.88,63%,07/01/2021,06/30/2022,,4.61411,2%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
390316,SURGICAL INSTITUTE OF READING,39740,"Reading, PA",92.5,99%,07/01/2021,06/30/2022,,3.56166,22%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
390323,ADVANCED SURGICAL HOSPITAL,38300,"Pittsburgh, PA",95.38,100%,07/01/2021,06/30/2022,,2.67472,85%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
390328,UPMC EAST,38300,"Pittsburgh, PA",84.81,62%,07/01/2021,06/30/2022,,3.15563,47%,04/01/2019,03/31/2022,,Y,07/01/2021,06/30/2022,
440048,BAPTIST MEMORIAL HOSPITAL,32820,"Memphis, TN-MS-AR",81.31,20%,07/01/2021,06/30/2022,,3.34126,34%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
440049,METHODIST HOSPITALS OF MEMPHIS,32820,"Memphis, TN-MS-AR",83.44,43%,07/01/2021,06/30/2022,,1.87851,100%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
440152,REGIONAL ONE HEALTH,32820,"Memphis, TN-MS-AR",78.31,6%,07/01/2021,06/30/2022,,3.18528,45%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
440159,DELTA SPECIALTY HOSPITAL,32820,"Memphis, TN-MS-AR",N/A,N/A,07/01/2021,06/30/2022,***,N/A,N/A,04/01/2019,03/31/2022,5,N,07/01/2021,06/30/2022,**
440183,ST FRANCIS HOSPITAL,32820,"Memphis, TN-MS-AR",77.44,4%,07/01/2021,06/30/2022,,3.4119,30%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,32820,"Memphis, TN-MS-AR",78.63,7%,07/01/2021,06/30/2022,,3.10777,51%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
450040,COVENANT MEDICAL CENTER,31180,"Lubbock, TX",82.88,36%,07/01/2021,06/30/2022,,3.41064,30%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,18580,"Corpus Christi, TX",83.5,44%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
450054,BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE,28660,"Killeen-Temple, TX",85.63,73%,07/01/2021,06/30/2022,,3.08291,53%,04/01/2019,03/31/2022,,Y,07/01/2021,06/30/2022,
450056,ASCENSION SETON MEDICAL CENTER AUSTIN,12420,"Austin-Round Rock, TX",84.63,59%,07/01/2021,06/30/2022,,2.8402,74%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
450083,UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,46340,"Tyler, TX",81.75,24%,07/01/2021,06/30/2022,,2.84942,73%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
450152,ADVENTHEALTH CENTRAL TEXAS,28660,"Killeen-Temple, TX",85.88,75%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
450162,GRACE SURGICAL HOSPITAL,31180,"Lubbock, TX",N/A,N/A,07/01/2021,06/30/2022,***,3.08254,53%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
450272,CHRISTUS SANTA ROSA HOSPITAL-SAN MARCOS,12420,"Austin-Round Rock, TX",84.63,59%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
450431,ST DAVID'S MEDICAL CENTER,12420,"Austin-Round Rock, TX",86.5,82%,07/01/2021,06/30/2022,,2.29812,96%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,13140,"Beaumont-Port Arthur, TX",80.06,12%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,12420,"Austin-Round Rock, TX",84.56,58%,07/01/2021,06/30/2022,,2.88947,69%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
450718,ROUND ROCK MEDICAL CENTER,12420,"Austin-Round Rock, TX",83.75,47%,07/01/2021,06/30/2022,,2.89091,69%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
450788,"CORPUS CHRISTI MEDICAL CENTER,THE",18580,"Corpus Christi, TX",81.13,19%,07/01/2021,06/30/2022,,3.62714,18%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,*
450808,NORTHWEST HILLS SURGICAL HOSPITAL,12420,"Austin-Round Rock, TX",N/A,N/A,07/01/2021,06/30/2022,***,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
450809,NORTH AUSTIN MEDICAL CENTER,12420,"Austin-Round Rock, TX",83.81,48%,07/01/2021,06/30/2022,,2.66821,86%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
450864,BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,46340,"Tyler, TX",91.88,99%,07/01/2021,06/30/2022,,2.77723,80%,04/01/2019,03/31/2022,,Y,07/01/2021,06/30/2022,
450867,ASCENSION SETON NORTHWEST,12420,"Austin-Round Rock, TX",85,65%,07/01/2021,06/30/2022,,3.32682,35%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
450871,ARISE AUSTIN MEDICAL CENTER,12420,"Austin-Round Rock, TX",N/A,N/A,07/01/2021,06/30/2022,***,2.93308,65%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
450876,LUBBOCK HEART HOSPITAL LP,31180,"Lubbock, TX",85.69,73%,07/01/2021,06/30/2022,,3.64627,17%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
460001,UTAH VALLEY HOSPITAL,39340,"Provo-Orem, UT",86.88,86%,07/01/2021,06/30/2022,,3.13584,49%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
460013,MOUNTAIN VIEW HOSPITAL,39340,"Provo-Orem, UT",86.56,83%,07/01/2021,06/30/2022,,2.98641,61%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
460023,AMERICAN FORK HOSPITAL,39340,"Provo-Orem, UT",85.5,71%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
460052,TIMPANOGOS REGIONAL HOSPITAL,39340,"Provo-Orem, UT",83.94,50%,07/01/2021,06/30/2022,,3.48877,25%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
670006,THE HOSPITAL AT WESTLAKE MEDICAL CENTER,12420,"Austin-Round Rock, TX",85,65%,07/01/2021,06/30/2022,,3.22311,42%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
670034,SCOTT & WHITE HOSPITAL-ROUND ROCK,12420,"Austin-Round Rock, TX",87.19,88%,07/01/2021,06/30/2022,,3.43581,28%,04/01/2019,03/31/2022,,Y,07/01/2021,06/30/2022,
670041,ASCENSION SETON WILLIAMSON,12420,"Austin-Round Rock, TX",84.88,63%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
670043,CEDAR PARK REGIONAL MEDICAL CENTER,12420,"Austin-Round Rock, TX",81,18%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
670056,ASCENSION SETON HAYS,12420,"Austin-Round Rock, TX",84.63,59%,07/01/2021,06/30/2022,,N/A,N/A,04/01/2019,03/31/2022,1,N,07/01/2021,06/30/2022,
670061,SOUTH TEXAS SURGICAL HOSPITAL,18580,"Corpus Christi, TX",90.25,97%,07/01/2021,06/30/2022,,3.89261,10%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
670080,SETON MEDICAL CENTER HARKER HEIGHTS,28660,"Killeen-Temple, TX",83.75,47%,07/01/2021,06/30/2022,,3.49434,25%,04/01/2019,03/31/2022,,N,07/01/2021,06/30/2022,
